Point,IDT_ms,X_Fuel,X_N2,P,T,Formula_C,n-C9,n-C14,n-C15,n-C18,mono-c-C12,mono-c-C15,poly-c-C14,poly-c-C15,aro-C11,aro-C13,Set,IDT_ms_pred
218,1.54,0.64,78.5,10.03,1081.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,1.3553349999999997
219,0.985,0.64,78.5,9.57,1128.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.9291750000000001
220,0.497,0.64,78.5,9.85,1192.5,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.4570949999999999
222,0.222,0.64,78.5,10.29,1276.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.19478750000000003
223,0.145,0.64,78.5,10.43,1324.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.13394749999999994
224,0.093,0.64,78.5,9.7,1380.2,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.06835
225,0.068,0.64,78.5,9.84,1439.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.06377500000000007
226,1.18,1.27,78.0,3.02,1173.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.9465250000000002
228,0.655,1.27,78.0,3.02,1224.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.6486250000000003
229,0.326,1.27,78.0,2.94,1288.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.31430000000000013
230,0.207,1.27,78.0,3.04,1356.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.1941
231,0.124,1.27,78.0,3.04,1408.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.14214999999999997
232,0.06,1.27,78.0,3.0,1499.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.07555000000000003
233,1.18,1.27,78.0,9.91,1096.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,1.1036875
235,0.38,1.27,78.0,9.86,1192.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.3799750000000002
236,0.226,1.27,78.0,9.98,1248.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.2182250000000001
237,0.17,1.27,78.0,9.99,1299.2,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.150825
239,0.065,1.27,78.0,10.06,1423.7,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.06649999999999999
240,1.47,2.5,77.02,2.96,1143.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,1.250775
242,0.49,2.5,77.02,3.04,1257.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.4883499999999999
244,0.192,2.5,77.02,2.93,1365.5,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.1867000000000001
246,0.072,2.5,77.02,2.97,1494.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.07755000000000005
247,1.34,2.5,77.02,9.89,1045.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,1.3564250000000007
248,0.783,2.5,77.02,10.08,1103.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.7888675000000003
249,0.405,2.5,77.02,10.07,1173.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.40717499999999984
250,0.245,2.5,77.02,10.19,1224.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.22392250000000014
252,0.12,2.5,77.02,10.44,1323.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training,0.11015000000000007
254,1.339,0.64,78.5,9.97,1098.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,1.2665499999999998
256,0.616,0.64,78.5,9.29,1163.0,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.5525500000000001
257,0.304,0.64,78.5,9.8,1238.8,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.270875
258,0.104,0.64,78.5,10.18,1360.7,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.09332500000000003
259,0.064,0.64,78.5,9.68,1477.3,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.06272500000000002
260,1.288,1.27,78.0,9.43,1074.3,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,1.1837249999999997
261,0.548,1.27,78.0,10.01,1150.4,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.44300750000000017
262,0.344,1.27,78.0,10.27,1213.6,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.2825250000000001
264,0.089,1.27,78.0,10.08,1405.1,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.0817
265,0.053,1.27,78.0,9.91,1493.3,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.05727499999999999
266,1.215,2.5,77.03,10.18,1067.0,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,1.1285425000000002
268,0.266,2.5,77.03,10.12,1205.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.2831000000000002
269,0.119,2.5,77.03,10.12,1306.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.11607499999999991
270,0.04,2.5,77.03,9.85,1470.2,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training,0.052175000000000006
271,1.592,0.64,78.5,9.71,1086.7,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,1.346725
272,0.754,0.64,78.5,9.77,1138.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.8149425000000003
274,0.298,0.64,78.5,9.7,1233.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.28085
275,0.104,0.64,78.5,9.69,1330.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.11122500000000005
277,0.053,0.64,78.5,9.74,1432.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.061825
278,1.572,1.27,78.0,10.41,1066.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,1.3196700000000003
279,0.818,1.27,78.0,9.72,1112.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.8239375000000003
280,0.37,1.27,78.0,9.74,1187.0,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.3711749999999999
281,0.134,1.27,78.0,9.8,1288.6,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.15307500000000007
282,0.055,1.27,78.0,9.82,1388.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.06885000000000001
283,1.802,2.5,77.03,10.27,1060.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,1.3817175000000004
285,0.354,2.5,77.03,9.92,1195.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.3643
286,0.242,2.5,77.03,9.93,1256.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.21630000000000008
287,0.124,2.5,77.03,10.56,1329.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.10027500000000006
288,0.054,2.5,77.03,9.69,1449.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training,0.05829999999999999
291,2.0852,0.59,78.53,10.88,1017.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,2.1680800000000007
292,0.8717,0.59,78.53,10.88,1084.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,1.0940774999999996
294,0.2536,0.59,78.53,10.88,1237.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.24580750000000007
296,7.232,0.59,78.53,10.88,785.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,7.213412500000001
297,6.4533,0.59,78.53,10.88,844.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,7.057435000000003
299,4.25,0.59,78.53,10.88,933.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,4.001930000000001
301,0.3403,0.59,78.53,10.88,1161.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.48750499999999974
302,2.9961,0.59,78.53,10.88,965.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,2.83248625
306,5.7043,1.18,78.07,10.88,773.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,6.096797499999998
307,6.3575,1.18,78.07,10.88,829.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,6.147371249999999
308,4.5319,1.18,78.07,10.88,891.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,5.9846312500000005
309,2.4805,1.18,78.07,10.88,952.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,2.691985000000001
312,0.5424,1.18,78.07,10.88,1102.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.7396550000000002
314,0.2137,1.18,78.07,10.88,1226.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.27735
315,4.9193,1.76,77.61,10.88,795.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,5.4317087499999985
316,4.3233,1.76,77.61,10.88,749.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,5.334947499999998
318,4.9722,1.76,77.61,10.88,883.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,5.5148087499999985
319,1.9295,1.76,77.61,10.88,960.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,2.502482500000001
321,1.1586,1.76,77.61,10.88,1034.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,1.5545275
322,0.4712,1.76,77.61,10.88,1109.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.64608
324,10.0378,0.59,88.97,10.88,817.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,8.301317500000001
329,3.5289,0.59,88.97,10.88,958.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,3.205282499999999
331,0.1539,0.59,88.97,10.88,1295.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.19297250000000032
332,11.0094,0.59,88.97,10.88,901.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,7.881922500000002
335,2.5072,0.59,88.97,10.88,1008.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,2.4363475
343,2.2017,0.59,88.97,10.88,1059.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,1.9614700000000012
344,1.2128,0.59,88.97,10.88,1118.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,1.2487375000000005
345,0.6199,0.59,88.97,10.88,1211.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.44184124999999996
347,0.1167,0.59,88.97,10.88,1437.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.14168750000000024
348,11.3219,0.59,92.45,10.88,900.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,8.4036375
349,7.2795,0.59,92.45,10.88,939.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,5.0964825000000005
354,0.4796,0.59,92.45,10.88,1272.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.5859625000000004
355,0.6974,0.59,92.45,10.88,1191.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.8048237500000003
356,2.968,0.59,92.45,10.88,1039.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,2.4545912500000013
360,0.1929,0.59,92.45,10.88,1372.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,0.4801650000000005
362,1.9642,0.59,92.45,10.88,1122.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training,1.5263225
