train,split,model,type,seed,y,names,error_type,X_descriptors,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,alpha,shuffle,tol,early_stopping,beta_1,beta_2,epsilon,rmse
70,KN,NN,reg,19,IDT_ms,Point,rmse,"['X_Fuel', 'X_O2', 'X_N2', 'P']",8,[32],0.001,200,0.2,0.0001,True,0.0001,False,0.999,0.999,1e-08,2.1440037807610572
