Point,X_Fuel,X_O2,X_N2,X_Ar,X_He,P,T,PHI
482,1.368,20.72,77.91,0,0,16.9,1100,1
483,1.368,20.72,77.91,0,0,18.2,1106,1
484,1.368,20.72,77.91,0,0,18.1,1109,1
485,1.368,20.72,77.91,0,0,17.7,1117,1
486,1.368,20.72,77.91,0,0,19.2,1126,1
487,1.368,20.72,77.91,0,0,18.7,1138,1
488,1.368,20.72,77.91,0,0,18.1,1143,1
489,1.368,20.72,77.91,0,0,17.2,1145,1
490,1.368,20.72,77.91,0,0,18.1,1177,1
491,1.368,20.72,77.91,0,0,16.3,1187,1
492,1.368,20.72,77.91,0,0,16.5,1197,1
493,1.368,20.72,77.91,0,0,16.8,1222,1
494,1.368,20.72,77.91,0,0,36.6,741,1
495,1.368,20.72,77.91,0,0,40.3,763,1
496,1.368,20.72,77.91,0,0,38.5,812,1
497,1.368,20.72,77.91,0,0,36,832,1
498,1.368,20.72,77.91,0,0,40.1,848,1
499,1.368,20.72,77.91,0,0,36.9,852,1
500,1.368,20.72,77.91,0,0,36.9,854,1
501,1.368,20.72,77.91,0,0,35.7,855,1
502,1.368,20.72,77.91,0,0,39.3,888,1
503,1.368,20.72,77.91,0,0,38.1,896,1
504,1.368,20.72,77.91,0,0,34.5,904,1
505,1.368,20.72,77.91,0,0,39.9,916,1
506,1.368,20.72,77.91,0,0,36.5,945,1
507,1.368,20.72,77.91,0,0,41.1,964,1
508,1.368,20.72,77.91,0,0,40.2,978,1
509,1.368,20.72,77.91,0,0,38.8,1007,1
510,1.368,20.72,77.91,0,0,40.3,1008,1
511,1.368,20.72,77.91,0,0,38.8,1021,1
512,1.368,20.72,77.91,0,0,38.6,1030,1
513,1.368,20.72,77.91,0,0,40.9,1034,1
514,1.368,20.72,77.91,0,0,38.5,1054,1
515,1.368,20.72,77.91,0,0,40.2,1103,1
516,1.368,20.72,77.91,0,0,39.6,1132,1
517,1.368,20.72,77.91,0,0,40.3,1161,1
518,1.368,20.72,77.91,0,0,40.9,1162,1
519,1.368,20.72,77.91,0,0,38.7,1163,1
520,1.368,20.72,77.91,0,0,40.9,1224,1
521,1.368,20.72,77.91,0,0,38.8,1229,1
522,2.038,20.58,77.38,0,0,19.8,662,1.5
523,2.038,20.58,77.38,0,0,20,670,1.5
524,2.038,20.58,77.38,0,0,20.1,672,1.5
525,2.038,20.58,77.38,0,0,21.1,684,1.5
526,2.038,20.58,77.38,0,0,18.8,701,1.5
527,2.038,20.58,77.38,0,0,23,706,1.5
528,2.038,20.58,77.38,0,0,23.5,710,1.5
529,2.038,20.58,77.38,0,0,19.7,717,1.5
530,2.038,20.58,77.38,0,0,21.1,724,1.5
531,2.038,20.58,77.38,0,0,18.7,743,1.5
532,2.038,20.58,77.38,0,0,19.6,759,1.5
533,2.038,20.58,77.38,0,0,20.6,774,1.5
534,2.038,20.58,77.38,0,0,21,810,1.5
535,2.038,20.58,77.38,0,0,18.4,813,1.5
536,2.038,20.58,77.38,0,0,19.6,832,1.5
537,2.038,20.58,77.38,0,0,19.1,837,1.5
538,2.038,20.58,77.38,0,0,19.2,854,1.5
539,2.038,20.58,77.38,0,0,22.2,880,1.5
540,2.038,20.58,77.38,0,0,23.4,894,1.5
541,2.038,20.58,77.38,0,0,20.4,901,1.5
542,2.038,20.58,77.38,0,0,20.5,910,1.5
543,2.038,20.58,77.38,0,0,20.2,972,1.5
544,2.038,20.58,77.38,0,0,23.2,989,1.5
545,2.038,20.58,77.38,0,0,18.9,1004,1.5
546,2.038,20.58,77.38,0,0,21.2,1014,1.5
547,2.038,20.58,77.38,0,0,21.7,1014,1.5
548,2.038,20.58,77.38,0,0,20.9,1020,1.5
549,2.038,20.58,77.38,0,0,20.4,1021,1.5
550,2.038,20.58,77.38,0,0,22.4,1049,1.5
551,2.038,20.58,77.38,0,0,21.9,1075,1.5
552,2.038,20.58,77.38,0,0,22.3,1088,1.5
553,2.038,20.58,77.38,0,0,21.9,1101,1.5
554,2.038,20.58,77.38,0,0,23.4,1121,1.5
555,2.038,20.58,77.38,0,0,20.5,1142,1.5
556,2.038,20.58,77.38,0,0,18.9,1132,1.5
557,2.038,20.58,77.38,0,0,20.3,1157,1.5
558,2.038,20.58,77.38,0,0,19.9,1160,1.5
559,2.038,20.58,77.38,0,0,21.1,1185,1.5
560,1.171,20.76,78.07,0,0,20.2,673,1
561,1.171,20.76,78.07,0,0,22.5,700,1
562,1.171,20.76,78.07,0,0,20.6,717,1
563,1.171,20.76,78.07,0,0,20.1,732,1
564,1.171,20.76,78.07,0,0,19.6,759,1
565,1.171,20.76,78.07,0,0,20.3,804,1
566,1.171,20.76,78.07,0,0,20,832,1
567,1.171,20.76,78.07,0,0,19.8,857,1
568,1.171,20.76,78.07,0,0,18.7,870,1
569,1.171,20.76,78.07,0,0,18.7,926,1
570,1.171,20.76,78.07,0,0,20.9,942,1
571,1.171,20.76,78.07,0,0,20.1,956,1
572,1.171,20.76,78.07,0,0,19.6,1016,1
573,1.171,20.76,78.07,0,0,24,1044,1
574,1.171,20.76,78.07,0,0,20.8,1046,1
575,1.171,20.76,78.07,0,0,20,1066,1
576,1.171,20.76,78.07,0,0,19,1086,1
577,1.171,20.76,78.07,0,0,20.3,1119,1
578,1.171,20.76,78.07,0,0,19.8,1142,1
579,1.171,20.76,78.07,0,0,19.8,1179,1
580,1.171,20.76,78.07,0,0,20,1180,1
581,1.171,20.76,78.07,0,0,20.8,1260,1
582,1.286,20.74,77.97,0,0,19.2,651,1
583,1.286,20.74,77.97,0,0,19.8,689,1
584,1.286,20.74,77.97,0,0,18.5,715,1
585,1.286,20.74,77.97,0,0,20.6,733,1
586,1.286,20.74,77.97,0,0,18,808,1
587,1.286,20.74,77.97,0,0,21.4,811,1
588,1.286,20.74,77.97,0,0,21,880,1
589,1.286,20.74,77.97,0,0,20.2,904,1
590,1.286,20.74,77.97,0,0,22.5,942,1
591,1.286,20.74,77.97,0,0,21.8,1003,1
592,1.286,20.74,77.97,0,0,21.4,1072,1
593,1.286,20.74,77.97,0,0,22.3,1097,1
594,1.286,20.74,77.97,0,0,19.2,1112,1
595,1.286,20.74,77.97,0,0,19,1212,1
596,1.286,20.74,77.97,0,0,19.9,1290,1
597,1.258,20.74,78,0,0,21.5,681,1
598,1.258,20.74,78,0,0,20.4,687,1
599,1.258,20.74,78,0,0,20.4,734,1
600,1.258,20.74,78,0,0,20.6,805,1
601,1.258,20.74,78,0,0,20,869,1
602,1.258,20.74,78,0,0,20.2,914,1
603,1.258,20.74,78,0,0,20.2,977,1
604,1.258,20.74,78,0,0,20,989,1
605,1.258,20.74,78,0,0,20.4,1033,1
606,1.258,20.74,78,0,0,21.5,1080,1
607,1.258,20.74,78,0,0,20.3,1151,1
608,1.258,20.74,78,0,0,20.5,1213,1
609,1.258,20.74,78,0,0,20.8,1252,1
610,1.258,20.74,78,0,0,21.9,1323,1
611,0.59,20.88,78.53,0,0,10.88,921.5,0.5
612,0.59,20.88,78.53,0,0,10.88,968.9,0.5
613,0.59,20.88,78.53,0,0,10.88,1017.8,0.5
614,0.59,20.88,78.53,0,0,10.88,1084.6,0.5
615,0.59,20.88,78.53,0,0,10.88,1147.6,0.5
616,0.59,20.88,78.53,0,0,10.88,1237.2,0.5
617,0.59,20.88,78.53,0,0,10.88,1301.4,0.5
618,0.59,20.88,78.53,0,0,10.88,785.2,0.5
619,0.59,20.88,78.53,0,0,10.88,844.1,0.5
620,0.59,20.88,78.53,0,0,10.88,881.9,0.5
621,0.59,20.88,78.53,0,0,10.88,933,0.5
622,0.59,20.88,78.53,0,0,10.88,952.6,0.5
623,0.59,20.88,78.53,0,0,10.88,1161.7,0.5
624,0.59,20.88,78.53,0,0,10.88,965.6,0.5
625,0.59,20.88,78.53,0,0,10.88,999.8,0.5
626,0.59,20.88,78.53,0,0,10.88,1066.1,0.5
627,0.59,20.88,78.53,0,0,10.88,1233.8,0.5
628,1.18,20.75,78.07,0,0,10.88,773.2,1
629,1.18,20.75,78.07,0,0,10.88,829,1
630,1.18,20.75,78.07,0,0,10.88,891.7,1
631,1.18,20.75,78.07,0,0,10.88,952.1,1
632,1.18,20.75,78.07,0,0,10.88,996.1,1
633,1.18,20.75,78.07,0,0,10.88,1047.1,1
634,1.18,20.75,78.07,0,0,10.88,1102,1
635,1.18,20.75,78.07,0,0,10.88,1141.7,1
636,1.18,20.75,78.07,0,0,10.88,1226.5,1
637,1.76,20.63,77.61,0,0,10.88,795.9,1.5
638,1.76,20.63,77.61,0,0,10.88,749.4,1.5
639,1.76,20.63,77.61,0,0,10.88,832.7,1.5
640,1.76,20.63,77.61,0,0,10.88,883.7,1.5
641,1.76,20.63,77.61,0,0,10.88,960.8,1.5
642,1.76,20.63,77.61,0,0,10.88,962.7,1.5
643,1.76,20.63,77.61,0,0,10.88,1034.9,1.5
644,1.76,20.63,77.61,0,0,10.88,1109.6,1.5
645,1.76,20.63,77.61,0,0,10.88,1225.8,1.5
646,0.59,10.44,88.97,0,0,10.88,817,1
647,0.59,10.44,88.97,0,0,10.88,864.4,1
648,0.59,10.44,88.97,0,0,10.88,904.5,1
649,0.59,10.44,88.97,0,0,10.88,922.1,1
650,0.59,10.44,88.97,0,0,10.88,1157,1
651,0.59,10.44,88.97,0,0,10.88,958.6,1
652,0.59,10.44,88.97,0,0,10.88,1044.6,1
653,0.59,10.44,88.97,0,0,10.88,1295.3,1
654,0.59,10.44,88.97,0,0,10.88,901.8,1
655,0.59,10.44,88.97,0,0,10.88,908.8,1
656,0.59,10.44,88.97,0,0,10.88,947.6,1
657,0.59,10.44,88.97,0,0,10.88,1008.5,1
658,0.59,10.44,88.97,0,0,10.88,1099.5,1
659,0.59,10.44,88.97,0,0,10.88,1185.7,1
660,0.59,10.44,88.97,0,0,10.88,1302,1
661,0.59,10.44,88.97,0,0,10.88,1397.4,1
662,0.59,10.44,88.97,0,0,10.88,958.6,1
663,0.59,10.44,88.97,0,0,10.88,907,1
664,0.59,10.44,88.97,0,0,10.88,1004.5,1
665,0.59,10.44,88.97,0,0,10.88,1059.8,1
666,0.59,10.44,88.97,0,0,10.88,1118.9,1
667,0.59,10.44,88.97,0,0,10.88,1211.9,1
668,0.59,10.44,88.97,0,0,10.88,1335.3,1
669,0.59,10.44,88.97,0,0,10.88,1437.1,1
670,0.59,6.96,92.45,0,0,10.88,900.7,1.5
671,0.59,6.96,92.45,0,0,10.88,939.4,1.5
672,0.59,6.96,92.45,0,0,10.88,1030.8,1.5
673,0.59,6.96,92.45,0,0,10.88,979,1.5
674,0.59,6.96,92.45,0,0,10.88,1129.6,1.5
675,0.59,6.96,92.45,0,0,10.88,1065.3,1.5
676,0.59,6.96,92.45,0,0,10.88,1272.7,1.5
677,0.59,6.96,92.45,0,0,10.88,1191.8,1.5
678,0.59,6.96,92.45,0,0,10.88,1039,1.5
679,0.59,6.96,92.45,0,0,10.88,1103.6,1.5
680,0.59,6.96,92.45,0,0,10.88,1174.3,1.5
681,0.59,6.96,92.45,0,0,10.88,1280.4,1.5
682,0.59,6.96,92.45,0,0,10.88,1372.3,1.5
683,0.59,6.96,92.45,0,0,10.88,1058,1.5
684,0.59,6.96,92.45,0,0,10.88,1122.3,1.5
685,0.59,6.96,92.45,0,0,10.88,1197.7,1.5
686,0.59,6.96,92.45,0,0,10.88,1256.5,1.5
687,0.59,6.96,92.45,0,0,10.88,1251.7,1.5
688,0.59,6.96,92.45,0,0,10.88,1329.9,1.5
689,0.39,20.93,78.68,0,0,14.1,1169,0.3
690,0.39,20.93,78.68,0,0,15.2,1105.4,0.3
691,0.39,20.93,78.68,0,0,16.3,1034.3,0.3
692,0.39,20.93,78.68,0,0,29.6,1195.6,0.3
693,0.39,20.93,78.68,0,0,28.9,1171.8,0.3
694,0.39,20.93,78.68,0,0,27.5,1061.5,0.3
695,0.39,20.93,78.68,0,0,25.9,1036.8,0.3
696,0.39,20.93,78.68,0,0,28.1,974.5,0.3
697,0.39,20.93,78.68,0,0,24.8,928.5,0.3
698,0.39,20.93,78.68,0,0,27.7,874.9,0.3
699,0.39,20.93,78.68,0,0,30.4,854.6,0.3
700,0.39,20.93,78.68,0,0,25.5,848.4,0.3
701,0.39,20.93,78.68,0,0,31.5,814.8,0.3
702,1.28,20.74,77.98,0,0,16.8,1235.7,1
703,1.28,20.74,77.98,0,0,14.9,1174.3,1
704,1.28,20.74,77.98,0,0,16.1,1110.6,1
705,1.28,20.74,77.98,0,0,15.7,998.1,1
706,1.28,20.74,77.98,0,0,14.7,876.9,1
707,1.28,20.74,77.98,0,0,15.3,838.4,1
708,1.28,20.74,77.98,0,0,13.1,750,1
709,1.28,20.74,77.98,0,0,14.9,734.3,1
710,1.28,20.74,77.98,0,0,16.3,704.3,1
711,1.28,20.74,77.98,0,0,16.2,702.1,1
712,1.28,20.74,77.98,0,0,31,1194.5,1
713,1.28,20.74,77.98,0,0,30.5,1087.2,1
714,1.28,20.74,77.98,0,0,30.5,998,1
715,1.28,20.74,77.98,0,0,29.4,925.7,1
716,1.28,20.74,77.98,0,0,29,872.6,1
717,1.276,20.74,77.984,0,0,23.3,874,1
718,1.276,20.74,77.984,0,0,25.1,880,1
719,1.276,20.74,77.984,0,0,31.4,934,1
720,1.276,20.74,77.984,0,0,24,952,1
721,1.276,20.74,77.984,0,0,22.5,958,1
722,1.276,20.74,77.984,0,0,21.7,963,1
723,1.276,20.74,77.984,0,0,32.5,974,1
724,1.276,20.74,77.984,0,0,21.3,987,1
725,1.276,20.74,77.984,0,0,32.1,997,1
726,1.276,20.74,77.984,0,0,36.1,1022,1
727,1.276,20.74,77.984,0,0,21.9,1035,1
728,1.276,20.74,77.984,0,0,22,1042,1
729,1.276,20.74,77.984,0,0,28.3,1073,1
730,1.276,20.74,77.984,0,0,24.8,1130,1
731,1.276,20.74,77.984,0,0,29.4,1145,1
732,1.276,20.74,77.984,0,0,27,1192,1
733,1.276,20.74,77.984,0,0,29.2,1220,1
734,1.276,20.74,77.984,0,0,49.3,961,1
735,1.276,20.74,77.984,0,0,50.9,1009,1
736,1.276,20.74,77.984,0,0,50.5,1090,1
737,1.276,20.74,77.984,0,0,47.8,1124,1
738,0.615,10,89.385,0,0,18.9,1025,1
739,0.615,10,89.385,0,0,17.5,1057,1
740,0.615,10,89.385,0,0,19.7,1067,1
741,0.615,10,89.385,0,0,17.7,1072,1
742,0.615,10,89.385,0,0,18.3,1081,1
743,0.615,10,89.385,0,0,20.2,1092,1
744,0.615,10,89.385,0,0,17.7,1111,1
745,0.615,10,89.385,0,0,17.3,1124,1
746,0.615,10,89.385,0,0,17.7,1127,1
747,1.276,20.74,77.984,0,0,21.7,715,1
748,1.276,20.74,77.984,0,0,21.8,753,1
749,1.276,20.74,77.984,0,0,21.5,763,1
750,1.276,20.74,77.984,0,0,19.4,774,1
751,1.276,20.74,77.984,0,0,21.1,785,1
752,1.276,20.74,77.984,0,0,19.7,786,1
753,1.276,20.74,77.984,0,0,20.8,808,1
754,0.642,20.87,78.488,0,0,19.6,970,0.5
755,0.642,20.87,78.488,0,0,21,1032,0.5
756,0.642,20.87,78.488,0,0,19.9,1039,0.5
757,0.642,20.87,78.488,0,0,19.9,1081,0.5
758,0.642,20.87,78.488,0,0,22.2,1081,0.5
759,0.642,20.87,78.488,0,0,22.1,1187,0.5
760,1.276,20.74,77.984,0,0,26.4,1000,1
761,1.276,20.74,77.984,0,0,26.2,1100,1
762,1.276,20.74,77.984,0,0,25.5,1137,1
763,1.276,20.74,77.984,0,0,21.8,1145,1
764,1.276,20.74,77.984,0,0,26.1,1172,1
765,1.276,20.74,77.984,0,0,21.9,1187,1
766,1.276,20.74,77.984,0,0,22.2,1194,1
767,1.276,20.74,77.984,0,0,23.7,1229,1
768,1.1282,21,77.8718,0,0,2.69,1290,1.01
769,1.117,21,77.883,0,0,3.08,1232,1
770,1.1058,21,77.8942,0,0,2.99,1147,0.99
771,1.1058,21,77.8942,0,0,3.09,1210,0.99
772,1.0723,21,77.9277,0,0,2.52,1331,0.96
773,1.1952,21,77.8048,0,0,3.23,1221,1.07
774,1.0947,21,77.9053,0,0,6.64,1363,0.98
775,1.1393,21,77.8607,0,0,6.08,1244,1.02
776,1.1729,21,77.8272,0,0,6.81,1364,1.05
777,1.1282,21,77.8718,0,0,6.26,1168,1.01
778,1.1952,21,77.8048,0,0,7.39,1168,1.07
779,1.2399,21,77.7601,0,0,7.69,1127,1.11
780,1.2846,21,77.7155,0,0,8.27,1070,1.15
781,1.3627,21,77.6373,0,0,7.34,1217,1.22
782,1.0723,21,77.9277,0,0,8.15,1069,0.96
783,1.117,21,77.883,0,0,8.07,1070,1
784,0.5027,21,78.4974,0,0,6.59,1278,0.45
785,0.5585,21,78.4415,0,0,7.37,1173,0.5
786,0.6032,21,78.3968,0,0,7.74,1126,0.54
787,0.6367,21,78.3633,0,0,8.19,1053,0.57
788,2.4462,21,76.5538,0,0,8.2,1070,2.19
789,1.3828,21,77.6172,0,0,5.98,1201,1.07
790,1.4603,21,77.5397,0,0,6.12,1167,1.13
791,1.4732,21,77.5268,0,0,6.01,1128,1.14
792,1.3064,21,77.6936,0,0,5.92,1232,0.93
793,1.6575,21,77.3425,0,0,6.04,1175,1.18
794,1.798,21,77.202,0,0,5.98,1193,1.28
795,1.9104,21,77.0896,0,0,5.57,1065,1.36
796,1.5732,21,77.4268,0,0,6.17,1136,1.12
797,1.2034,21,77.7966,0,0,6.14,1210,1
798,1.0951,21,77.9049,0,0,6.27,1148,0.91
799,1.6246,21,77.3754,0,0,5.73,1055,1.35
800,1.408,21,77.592,0,0,6.36,1123,1.17
801,0.9463,21,78.0537,0,0,5.26,1095,0.81
802,1.3085,21,77.6915,0,0,5.23,1162,1.12
803,1.3085,21,77.6915,0,0,5.22,1225,1.12
804,1.0982,21,77.9018,0,0,5.76,1165,0.94
805,1.0398,21,77.9602,0,0,5.77,1133,0.89
806,1.6929,21,0,77.3071,0,16.1,1220,1.31
807,1.9772,21,0,77.0228,0,17.9,1120,1.53
808,1.8351,21,0,77.1649,0,17,1188,1.42
809,0.7754,21,0,78.2246,0,17.26,1054,0.6
810,1.0855,21,0,77.9145,0,17.3,1140,0.84
811,1.3957,21,0,77.6043,0,18.1,1105,1.08
812,1.3569,21,0,77.6431,0,18.2,1112,1.05
813,1.512,21,0,77.488,0,17.9,1108,1.17
814,1.3698,21,0,77.6302,0,34.11,1107,1.06
815,1.2535,21,0,77.7465,0,33.85,1092,0.97
816,1.2148,21,0,77.7852,0,34.59,1080,0.94
817,1.4215,21,0,77.5785,0,35.95,1022,1.1
818,0.2511,4,0,95.7489,0,11.96,1286,1.02
819,0.256,4,0,95.744,0,12.4,1205,1.04
820,0.2585,4,0,95.7415,0,12.26,1244,1.05
821,0.256,4,0,95.744,0,12.55,1155,1.04
822,0.2634,4,0,95.7366,0,12.42,1181,1.07
823,0.2732,4,0,95.7268,0,12.22,1290,1.11
824,0.2511,4,0,95.7489,0,12.35,1154,1.02
825,0.2486,4,0,95.7514,0,12.66,1240,1.01
826,0.2486,4,0,95.7514,0,12.87,1173,1.01
827,0.2732,4,0,95.7268,0,15.12,1317,1.11
828,0.2511,4,0,95.7489,0,14.8,1374,1.02
829,0.2732,4,0,95.7268,0,15.42,1274,1.11
830,0.2806,4,0,95.7194,0,15.56,1229,1.14
831,0.2757,4,0,95.7243,0,15.83,1198,1.12
832,0.2782,4,0,95.7218,0,15.98,1154,1.13
833,0.1058,4,0,95.8942,0,12.54,1231,0.43
834,0.1206,4,0,95.8794,0,12.65,1193,0.49
835,0.1206,4,0,95.8794,0,12.82,1182,0.49
836,0.1231,4,0,95.8769,0,13,1157,0.5
837,0.1206,4,0,95.8794,0,12.24,1284,0.49
838,0.1182,4,0,95.8818,0,12.16,1334,0.48
839,0.5268,4,0,95.4732,0,12.59,1186,2.14
840,0.5095,4,0,95.4905,0,12.27,1243,2.07
841,0.5268,4,0,95.4732,0,11.87,1324,2.14
842,0.5194,4,0,95.4806,0,12.4,1169,2.11
843,0.512,4,0,95.488,0,12.1,1248,2.08
844,0.5169,4,0,95.4831,0,11.61,1330,2.1
845,0.3077,4,0,95.6923,0,53.8,1110,1.25
846,0.2978,4,0,95.7022,0,50.09,1147,1.21
847,0.2978,4,0,95.7022,0,49.28,1235,1.21
848,0.2585,4,0,95.7415,0,51.99,1067,1.05
849,0.2609,4,0,95.7391,0,52.21,1030,1.06
850,1.2637,20.7429,77.9934,0,0,11.25,1169,0.99
851,1.1122,20.7747,78.113,0,0,11.89,1103,0.87
852,1.2007,20.7562,78.0432,0,0,12.8,1050,0.94
853,1.5402,20.6848,77.7749,0,0,11.35,1034,1.21
854,1.0996,20.7774,78.123,0,0,10.45,1174,0.86
855,1.2259,20.7509,78.0232,0,0,10.54,1162,0.96
856,1.2385,20.7482,78.0133,0,0,11.59,1052,0.97
857,1.3141,20.7323,77.9536,0,0,11.25,1101,1.03
858,1.3015,20.735,77.9635,0,0,10.57,1201,1.02
859,0.4761,20.9084,78.6155,0,0,10.34,1256,0.37
860,0.5401,20.8949,78.565,0,0,11.2,1161,0.42
861,0.5273,20.8976,78.5751,0,0,10.9,1148,0.41
862,0.5145,20.9003,78.5852,0,0,11.42,1087,0.4
863,0.5273,20.8976,78.5751,0,0,11.28,1120,0.41
864,0.4889,20.9057,78.6054,0,0,10.57,1200,0.38
865,1.087,20.7801,78.133,0,0,14.8,1008,0.85
866,1.2637,20.7429,77.9934,0,0,14.1,1109,0.99
867,1.2385,20.7482,78.0133,0,0,13,1247,0.97
868,1.3519,20.7244,77.9237,0,0,34.11,1107,1.06
869,1.2007,20.7562,78.0432,0,0,34.59,1080,0.94
870,1.4022,20.7138,77.884,0,0,35.95,1022,1.1
871,0.4761,20.9084,78.6155,0,0,10.34,1256,0.37
872,0.5401,20.8949,78.565,0,0,11.2,1161,0.42
873,0.5273,20.8976,78.5751,0,0,10.9,1148,0.41
874,0.5145,20.9003,78.5852,0,0,11.42,1087,0.4
875,0.5273,20.8976,78.5751,0,0,11.28,1120,0.41
876,0.4889,20.9057,78.6054,0,0,10.57,1200,0.38
877,0.9554,21,0,78.0446,0,15.8,1153,0.77
878,1.3897,21,0,77.6103,0,16.6,1072,1.12
879,1.4517,21,0,77.5483,0,17.05,1051,1.17
880,0.9182,21,0,78.0818,0,15.7,1209,0.74
881,1.3276,21,0,77.6724,0,16.4,1117,1.07
882,1.3897,21,0,77.6103,0,16.66,1073,1.12
883,0.943,21,0,78.057,0,15.8,1110,0.76
884,1.551,21,0,77.449,0,16.35,1126,1.25
885,1.6254,21,0,77.3746,0,16.6,1112,1.31
886,0.9926,21,0,78.0074,0,16.8,1051,0.8
887,0.2434,4,0,95.7566,0,12.81,1239,1.03
888,0.2482,4,0,95.7518,0,12.98,1190,1.05
889,0.234,4,0,95.766,0,12.39,1285,0.99
890,0.2482,4,0,95.7518,0,13.16,1145,1.05
891,0.2411,4,0,95.7589,0,12.31,1356,1.02
892,0.2245,4,0,95.7755,0,11.78,1411,0.95
893,0.2292,4,0,95.7708,0,15.02,1318,0.97
894,0.2198,4,0,95.7802,0,14.76,1373,0.93
895,0.2411,4,0,95.7589,0,15.33,1278,1.02
896,0.2458,4,0,95.7542,0,15.38,1229,1.04
897,0.234,4,0,95.766,0,15.93,1161,0.99
898,0.2363,4,0,95.7637,0,12.65,1264,1
899,0.2718,4,0,95.7282,0,12.95,1199,1.15
900,0.208,4,0,95.792,0,1.28,1483,0.88
901,0.1938,4,0,95.8062,0,1.34,1421,0.82
902,0.2434,4,0,95.7566,0,1.35,1338,1.03
903,0.2647,4,0,95.7353,0,1.38,1296,1.12
904,0.2623,4,0,95.7377,0,1.33,1356,1.11
905,0.208,4,0,95.792,0,1.28,1483,0.88
906,0.1938,4,0,95.8062,0,1.34,1421,0.82
907,0.2434,4,0,95.7566,0,1.35,1338,1.03
908,0.2647,4,0,95.7353,0,1.38,1296,1.12
909,0.2623,4,0,95.7377,0,1.33,1356,1.11
910,1.4435,20.7051,77.8513,0,0,11.61,1166,1.18
911,1.0684,20.784,78.1477,0,0,12.5,1024,0.87
912,1.3591,20.7229,77.918,0,0,9.86,1109,1.11
913,1.3832,20.7178,77.899,0,0,11.05,1031,1.13
914,1.2987,20.7356,77.9658,0,0,9.51,1253,1.06
915,1.3107,20.733,77.9562,0,0,10.24,1208,1.07
916,1.4194,20.7102,77.8704,0,0,11.03,1118,1.16
917,1.1897,20.7585,78.0518,0,0,11.65,1074,0.97
918,1.2745,20.7407,77.9849,0,0,15.2,1011,1.04
919,1.3712,20.7203,77.9085,0,0,14.4,1072,1.12
920,1.1607,21,0,77.8393,0,16.1,1116,0.97
921,1.4957,21,0,77.5043,0,17.2,1061,1.25
922,0.9573,21,0,78.0427,0,15.8,1194,0.8
923,1.2444,21,0,77.7556,0,17.1,1053,1.04
924,1.041,21,0,77.959,0,16.9,1085,0.87
925,1.3162,21,0,77.6838,0,17.2,1082,1.1
926,0.2325,4,0,95.7675,0,12.84,1185,1.02
927,0.2393,4,0,95.7607,0,13.11,1147,1.05
928,0.237,4,0,95.763,0,12.75,1242,1.04
929,0.2325,4,0,95.7675,0,12.44,1287,1.02
930,0.2165,4,0,95.7835,0,12.06,1342,0.95
931,0.2051,4,0,95.7949,0,11.82,1386,0.9
932,0.253,4,0,95.747,0,15.7,1146,1.11
933,0.2462,4,0,95.7538,0,15.45,1181,1.08
934,0.2621,4,0,95.7379,0,15.26,1219,1.15
935,0.2142,4,0,95.7858,0,15.17,1278,0.94
936,0.2416,4,0,95.7584,0,14.95,1313,1.06
937,0.2644,4,0,95.7356,0,14.99,1374,1.16
938,1.323,20.7305,77.9466,0,0,12.63,1024,1.12
939,1.019,20.7943,78.1867,0,0,11.99,1118,0.86
940,1.4045,20.7133,77.8822,0,0,10.93,1229,1.19
941,1.4859,20.6962,77.8179,0,0,30.63,1092,1.26
942,1.0776,20.782,78.1404,0,0,32.36,1029,0.91
943,1.4045,20.7133,77.8822,0,0,15.3,999,1.19
944,1.4394,20.706,77.8546,0,0,14.6,1087,1.22
945,1.4045,20.7133,77.8822,0,0,14.9,1015,1.19
946,1.5323,20.6865,77.7812,0,0,14,1138,1.3
947,0.2508,4,0,95.7492,0,12.51,1296,1.13
948,0.2308,4,0,95.7692,0,12.87,1248,1.04
949,0.2419,4,0,95.7581,0,12.35,1379,1.09
950,0.2308,4,0,95.7692,0,12.26,1410,1.04
951,0.233,4,0,95.767,0,13.03,1217,1.05
952,0.1997,4,0,95.8003,0,12.96,1209,0.9
953,0.1997,4,0,95.8003,0,13.07,1216,0.9
954,0.2352,4,0,95.7648,0,12.99,1216,1.06
955,0.2352,4,0,95.7648,0,13.28,1181,1.06
956,0.233,4,0,95.767,0,13.24,1202,1.05
957,0.1975,4,0,95.8025,0,1.09,1610,0.89
958,0.2042,4,0,95.7958,0,1.15,1563,0.92
959,0.2441,4,0,95.7559,0,1.08,1438,1.1
960,0.2508,4,0,95.7492,0,1.14,1436,1.13
961,0.213,4,0,95.787,0,1.12,1484,0.96
962,0.324,4,0,95.676,0,1.09,1537,1.46
963,0.2996,4,0,95.7004,0,1.14,1694,1.35
964,1.2545,20.7449,78.0007,0,0,10.8,1152,1.09
965,1.3566,20.7234,77.92,0,0,11.99,1010,1.18
966,1.0837,20.7807,78.1356,0,0,11.24,1091,0.94
967,1.1179,20.7735,78.1085,0,0,10.24,1233,0.97
968,1.1749,20.7616,78.0636,0,0,11.64,1056,1.02
969,0.2124,4,0,95.7876,0,1.16,1508,1.01
970,0.1934,4,0,95.8066,0,1.22,1608,0.92
971,0.1913,4,0,95.8087,0,1.21,1476,0.91
972,0.2418,4,0,95.7582,0,1.26,1512,1.15
973,0.1871,4,0,95.8129,0,1.21,1442,0.89
