Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,iso-alkanes,monicyclic-alkanes,polycyclic-alkanes,Aromatics,Others,Formula_H,Set,IDT_ms_pred
298,0.783,2.5,20.48,77.02,10.08,1103.4,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Training,1.2360542000000003
300,0.245,2.5,20.48,77.02,10.19,1224.4,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Training,0.3136500000000001
302,0.12,2.5,20.48,77.02,10.44,1323.9,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Training,0.17614999999999978
303,0.064,2.5,20.48,77.02,10.32,1419.0,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Training,0.09998000000000005
304,1.5,0.64,20.86,78.5,10.01,1100.6,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,1.293103
308,0.152,0.64,20.86,78.5,10.26,1314.7,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.1363279999999998
309,0.101,0.64,20.86,78.5,9.59,1373.2,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.09436790000000006
311,0.048,0.64,20.86,78.5,10.33,1473.0,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.054280121000001076
312,1.296,1.27,20.73,78.0,9.91,1076.0,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,1.2003550000000014
313,0.94,1.27,20.73,78.0,10.19,1109.3,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.8527729999999992
315,0.302,1.27,20.73,78.0,10.18,1208.8,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.29217399999999993
316,0.174,1.27,20.73,78.0,9.52,1272.5,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.181706
317,0.082,1.27,20.73,78.0,10.38,1357.2,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.09076700000000001
320,9.57,2.5,20.48,77.02,9.57,1130.5,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,8.72427000000001
321,9.99,2.5,20.48,77.02,9.99,1199.8,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,9.133010000000004
322,10.14,2.5,20.48,77.02,10.14,1257.0,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,8.997349999999997
324,9.97,2.5,20.48,77.02,9.97,1398.1,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,8.606100000000012
325,10.05,2.5,20.48,77.02,10.05,1453.3,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,8.545767
326,1.339,0.64,20.87,78.5,9.97,1098.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,1.243677
328,0.616,0.64,20.87,78.5,9.29,1163.0,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.5883619999999999
330,0.104,0.64,20.87,78.5,10.18,1360.7,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.10082399999999993
331,0.064,0.64,20.87,78.5,9.68,1477.3,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.06467790699999937
332,1.288,1.27,20.73,78.0,9.43,1074.3,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,1.2212709999999993
333,0.548,1.27,20.73,78.0,10.01,1150.4,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.5371200000000005
334,0.344,1.27,20.73,78.0,10.27,1213.6,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.29819461000000014
335,0.174,1.27,20.73,78.0,9.92,1295.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.16497635999999993
336,0.089,1.27,20.73,78.0,10.08,1405.1,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.07911990000000003
337,0.053,1.27,20.73,78.0,9.91,1493.3,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.05567378000000009
338,1.215,2.5,20.48,77.03,10.18,1067.0,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,1.4113590000000007
340,0.266,2.5,20.48,77.03,10.12,1205.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.49654999999999955
341,0.119,2.5,20.48,77.03,10.12,1306.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.14233235999999985
342,0.04,2.5,20.48,77.03,9.85,1470.2,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.05611951200000003
344,1.592,0.64,20.87,78.5,9.71,1086.7,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,1.4427640000000006
345,0.754,0.64,20.87,78.5,9.77,1138.8,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.7546299999999996
347,0.298,0.64,20.87,78.5,9.7,1233.2,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.2698039999999997
348,0.104,0.64,20.87,78.5,9.69,1330.9,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.1116078999999999
349,0.072,0.64,20.87,78.5,9.82,1388.7,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.07654289500000003
352,0.818,1.27,20.73,78.0,9.72,1112.2,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.7717141999999996
353,0.37,1.27,20.73,78.0,9.74,1187.0,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.3982276099999998
354,0.134,1.27,20.73,78.0,9.8,1288.6,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.14981000000000014
355,0.055,1.27,20.73,78.0,9.82,1388.8,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.06489000000000002
357,0.902,2.5,20.48,77.03,10.16,1106.8,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.9893884000000002
358,0.354,2.5,20.48,77.03,9.92,1195.9,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.5659550299999996
359,0.242,2.5,20.48,77.03,9.93,1256.5,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.43124999999999986
360,0.124,2.5,20.48,77.03,10.56,1329.9,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.12019900000000006
363,6.863,0.346,20.94,78.72,20.8,897.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.708920000000001
365,4.608,0.346,20.94,78.72,18.9,924.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.083629000000002
367,2.19,0.346,20.94,78.72,21.5,979.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.0174949999999994
369,1.067,0.346,20.94,78.72,18.7,1041.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.1968999999999979
370,1.094,0.346,20.94,78.72,22.3,1055.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.1264049999999988
371,0.823,0.346,20.94,78.72,21.1,1080.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.772905
374,0.45,0.346,20.94,78.72,20.7,1133.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.5418449999999999
375,0.272,0.346,20.94,78.72,20.9,1179.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.28724999999999945
376,0.153,0.346,20.94,78.72,21.1,1230.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.15204759999999987
378,0.075,0.346,20.94,78.72,20.5,1305.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.09896739999999962
380,3.035,0.689,20.86,78.45,20.8,743.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.1486400000000025
383,3.358,0.689,20.86,78.45,21.6,854.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.098100000000002
384,3.202,0.689,20.86,78.45,18.3,879.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.3156499999999993
385,2.347,0.689,20.86,78.45,21.0,930.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.686850000000002
387,1.239,0.689,20.86,78.45,18.5,995.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.2209500000000009
393,0.37,0.689,20.86,78.45,20.2,1113.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.35703999999999997
399,0.107,0.689,20.86,78.45,20.5,1215.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.11344999999999995
400,0.069,0.689,20.86,78.45,21.8,1263.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.08194999999999997
403,9.648,1.368,20.72,77.91,8.0,848.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,7.595154000000009
405,5.388,1.368,20.72,77.91,8.3,906.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.288508999999998
407,3.564,1.368,20.72,77.91,8.4,949.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.4734520000000018
410,1.921,1.368,20.72,77.91,8.4,1003.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.823288
414,0.617,1.368,20.72,77.91,8.0,1089.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.7425399999999996
417,0.371,1.368,20.72,77.91,6.1,1143.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.4254400000000001
421,0.041,1.368,20.72,77.91,8.2,1381.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.05840200000000005
423,5.43,1.368,20.72,77.91,11.3,754.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.601505000000002
426,4.261,1.368,20.72,77.91,10.1,866.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,4.843162000000007
427,2.803,1.368,20.72,77.91,11.5,904.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.9265399999999997
432,1.169,1.368,20.72,77.91,11.6,1021.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.3500089999999996
435,0.559,1.368,20.72,77.91,11.2,1077.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.7360460000000001
436,0.298,1.368,20.72,77.91,10.6,1136.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.36663999999999985
439,0.11,1.368,20.72,77.91,9.0,1240.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1415299999999999
440,0.052,1.368,20.72,77.91,9.0,1313.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.08841999999999989
443,5.821,1.368,20.72,77.91,21.3,681.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.02139000000001
445,4.216,1.368,20.72,77.91,23.7,703.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.536890000000004
452,1.788,1.368,20.72,77.91,21.2,755.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.825555000000001
457,1.625,1.368,20.72,77.91,23.2,803.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7852299999999997
459,2.102,1.368,20.72,77.91,19.1,820.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.070150000000001
460,1.896,1.368,20.72,77.91,21.2,826.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.8735099999999991
469,2.031,1.368,20.72,77.91,21.5,904.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.865880000000002
472,1.354,1.368,20.72,77.91,21.1,955.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.2843599999999995
475,1.05,1.368,20.72,77.91,18.9,991.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.0325899999999988
477,0.706,1.368,20.72,77.91,16.7,1043.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.744384000000001
478,0.563,1.368,20.72,77.91,21.6,1046.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.5426500000000004
481,0.375,1.368,20.72,77.91,19.1,1083.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.39078000000000024
486,0.225,1.368,20.72,77.91,17.7,1117.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.25634000000000023
489,0.176,1.368,20.72,77.91,18.1,1143.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1835950000000001
493,0.095,1.368,20.72,77.91,16.5,1197.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.13719361000000008
495,1.885,1.368,20.72,77.91,36.6,741.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.8644549999999993
496,1.707,1.368,20.72,77.91,40.3,763.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7279199999999977
499,1.727,1.368,20.72,77.91,40.1,848.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.6794750000000003
500,1.423,1.368,20.72,77.91,36.9,852.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.53119
503,1.55,1.368,20.72,77.91,39.3,888.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.6137399999999997
505,1.689,1.368,20.72,77.91,34.5,904.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.6689699999999987
507,1.192,1.368,20.72,77.91,36.5,945.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.243834999999999
509,0.821,1.368,20.72,77.91,40.2,978.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8464299999999991
512,0.462,1.368,20.72,77.91,38.8,1021.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.46591000000000016
516,0.169,1.368,20.72,77.91,40.2,1103.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.17766500000000007
518,0.092,1.368,20.72,77.91,40.3,1161.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1028550000000001
521,0.04,1.368,20.72,77.91,40.9,1224.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.048610000000000035
525,5.285,2.038,20.58,77.38,20.1,672.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,4.748650000000009
527,2.811,2.038,20.58,77.38,18.8,701.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.463780000000001
528,2.528,2.038,20.58,77.38,23.0,706.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.92499
534,1.481,2.038,20.58,77.38,20.6,774.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7454499999999988
538,1.761,2.038,20.58,77.38,19.1,837.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.9416699999999991
540,1.655,2.038,20.58,77.38,22.2,880.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.8094900000000003
542,1.931,2.038,20.58,77.38,20.4,901.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.8392100000000002
544,1.024,2.038,20.58,77.38,20.2,972.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.09287
548,0.522,2.038,20.58,77.38,21.7,1014.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.5740699999999995
552,0.279,2.038,20.58,77.38,21.9,1075.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.31671000000000005
555,0.14,2.038,20.58,77.38,23.4,1121.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.18106000000000017
558,0.119,2.038,20.58,77.38,20.3,1157.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.13249999999999998
559,0.114,2.038,20.58,77.38,19.9,1160.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1314900000000002
561,2.676,1.171,20.76,78.07,20.2,673.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,3.464969999999998
562,1.621,1.171,20.76,78.07,22.5,700.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,2.143210000000001
565,1.453,1.171,20.76,78.07,19.6,759.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.7332400000000003
567,1.295,1.171,20.76,78.07,20.0,832.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.652019999999999
572,1.037,1.171,20.76,78.07,20.1,956.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.1287200000000015
573,0.593,1.171,20.76,78.07,19.6,1016.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.6579400000000009
576,0.343,1.171,20.76,78.07,20.0,1066.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.44055000000000066
578,0.221,1.171,20.76,78.07,20.3,1119.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.2467200000000001
581,0.083,1.171,20.76,78.07,20.0,1180.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.13211159999999997
582,0.039,1.171,20.76,78.07,20.8,1260.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.07478819999999992
584,1.557,1.286,20.74,77.97,19.8,689.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,2.8246700000000007
585,1.161,1.286,20.74,77.97,18.5,715.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.744178
587,1.19,1.286,20.74,77.97,18.0,808.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.6106009999999993
588,0.99,1.286,20.74,77.97,21.4,811.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.1126849999999997
589,1.078,1.286,20.74,77.97,21.0,880.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.0755250000000007
591,1.001,1.286,20.74,77.97,22.5,942.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.0522200000000006
592,0.782,1.286,20.74,77.97,21.8,1003.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.8667199999999992
594,0.278,1.286,20.74,77.97,22.3,1097.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.2608399999999999
595,0.223,1.286,20.74,77.97,19.2,1112.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.23903
597,0.029,1.286,20.74,77.97,19.9,1290.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.06338553999999996
599,5.995,1.258,20.74,78.0,20.4,687.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,4.819910000000002
601,3.332,1.258,20.74,78.0,20.6,805.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,2.9379949999999986
602,2.686,1.258,20.74,78.0,20.0,869.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,2.690195000000002
604,1.162,1.258,20.74,78.0,20.2,977.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,1.1451200000000015
606,0.563,1.258,20.74,78.0,20.4,1033.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.5811400000000007
607,0.303,1.258,20.74,78.0,21.5,1080.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.32063000000000047
608,0.135,1.258,20.74,78.0,20.3,1151.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.1418399999999999
610,0.045,1.258,20.74,78.0,20.8,1252.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.059610000000000295
611,0.027,1.258,20.74,78.0,21.9,1323.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.05716757999999926
615,0.8717,0.59,20.88,78.53,10.88,1084.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.016619
616,0.5217,0.59,20.88,78.53,10.88,1147.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.5527516100000004
617,0.2536,0.59,20.88,78.53,10.88,1237.2,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.24792600999999984
618,0.1686,0.59,20.88,78.53,10.88,1301.4,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.15480100000000005
619,7.232,0.59,20.88,78.53,10.88,785.2,42.7,10.7,7.1,14.4,0.0,23.2,Training,6.616349500000001
620,6.4533,0.59,20.88,78.53,10.88,844.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,6.291960500000004
622,4.25,0.59,20.88,78.53,10.88,933.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,4.652050000000003
625,2.9961,0.59,20.88,78.53,10.88,965.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.8173310000000016
626,2.2723,0.59,20.88,78.53,10.88,999.8,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.134159000000002
629,5.7043,1.18,20.75,78.07,10.88,773.2,42.7,10.7,7.1,14.4,0.0,23.2,Training,5.719564499999999
630,6.3575,1.18,20.75,78.07,10.88,829.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,5.922884499999999
631,4.5319,1.18,20.75,78.07,10.88,891.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,4.691983000000002
634,0.9814,1.18,20.75,78.07,10.88,1047.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.0881679999999991
635,0.5424,1.18,20.75,78.07,10.88,1102.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.6812769600000003
637,0.2137,1.18,20.75,78.07,10.88,1226.5,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.2235979999999998
639,4.3233,1.76,20.63,77.61,10.88,749.4,42.7,10.7,7.1,14.4,0.0,23.2,Training,5.265698500000004
641,4.9722,1.76,20.63,77.61,10.88,883.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,4.827639499999996
643,2.3592,1.76,20.63,77.61,10.88,962.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.505397999999997
644,1.1586,1.76,20.63,77.61,10.88,1034.9,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.3379080000000014
647,10.0378,0.59,10.44,88.97,10.88,817.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,11.360075999999994
651,0.5574,0.59,10.44,88.97,10.88,1157.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.7155389900000008
652,3.5289,0.59,10.44,88.97,10.88,958.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,3.826799000000006
653,1.5373,0.59,10.44,88.97,10.88,1044.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.7082121999999984
655,11.0094,0.59,10.44,88.97,10.88,901.8,42.7,10.7,7.1,14.4,0.0,23.2,Training,9.368353000000011
658,2.5072,0.59,10.44,88.97,10.88,1008.5,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.374074000000002
659,1.0052,0.59,10.44,88.97,10.88,1099.5,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.093378000000001
661,0.2088,0.59,10.44,88.97,10.88,1302.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.23705931999999993
670,0.1167,0.59,10.44,88.97,10.88,1437.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.1022642949999981
672,7.2795,0.59,6.96,92.45,10.88,939.4,42.7,10.7,7.1,14.4,0.0,23.2,Training,7.258913666666659
674,5.1542,0.59,6.96,92.45,10.88,979.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,4.170860000000003
677,0.4796,0.59,6.96,92.45,10.88,1272.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.4286144299999999
679,2.968,0.59,6.96,92.45,10.88,1039.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.6997329999999984
681,0.9277,0.59,6.96,92.45,10.88,1174.3,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.9779113300000006
683,0.1929,0.59,6.96,92.45,10.88,1372.3,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.18305015599999827
685,1.9642,0.59,6.96,92.45,10.88,1122.3,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.5218042200000008
690,0.355,0.39,20.93,78.68,14.1,1169.0,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.35528099999999996
691,0.716,0.39,20.93,78.68,15.2,1105.4,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.7188192000000001
692,1.574,0.39,20.93,78.68,16.3,1034.3,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.475266
694,0.226,0.39,20.93,78.68,28.9,1171.8,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.24717999999999965
696,1.179,0.39,20.93,78.68,25.9,1036.8,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.2467400000000006
697,2.242,0.39,20.93,78.68,28.1,974.5,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.992890999999999
698,3.889,0.39,20.93,78.68,24.8,928.5,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.281975000000002
699,4.671,0.39,20.93,78.68,27.7,874.9,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.757104999999997
701,5.142,0.39,20.93,78.68,25.5,848.4,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.8985429999999965
702,4.777,0.39,20.93,78.68,31.5,814.8,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.747010999999993
703,0.064,1.28,20.74,77.98,16.8,1235.7,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.08285000000000002
704,0.175,1.28,20.74,77.98,14.9,1174.3,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.24551999999999996
705,0.266,1.28,20.74,77.98,16.1,1110.6,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.3518639999999999
706,0.931,1.28,20.74,77.98,15.7,998.1,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.1501579999999993
707,3.865,1.28,20.74,77.98,14.7,876.9,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.260526000000003
710,5.533,1.28,20.74,77.98,14.9,734.3,29.0,25.0,7.0,16.0,3.0,21.0,Training,5.573043000000004
712,8.176,1.28,20.74,77.98,16.2,702.1,29.0,25.0,7.0,16.0,3.0,21.0,Training,6.678213000000004
713,0.042,1.28,20.74,77.98,31.0,1194.5,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.06295000000000005
714,0.203,1.28,20.74,77.98,30.5,1087.2,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.21062499999999973
715,0.695,1.28,20.74,77.98,30.5,998.0,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.7553499999999993
716,1.759,1.28,20.74,77.98,29.4,925.7,29.0,25.0,7.0,16.0,3.0,21.0,Training,2.020779999999999
717,2.233,1.28,20.74,77.98,29.0,872.6,29.0,25.0,7.0,16.0,3.0,21.0,Training,2.2807700000000013
718,3.109,1.276,20.74,77.984,23.3,874.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.8360500000000015
722,1.287,1.276,20.74,77.984,22.5,958.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.2717600000000011
724,0.777,1.276,20.74,77.984,32.5,974.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8559900000000005
727,0.4,1.276,20.74,77.984,36.1,1022.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.45797999999999983
730,0.278,1.276,20.74,77.984,28.3,1073.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.2954299999999996
732,0.101,1.276,20.74,77.984,29.4,1145.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.10993000000000032
734,0.034,1.276,20.74,77.984,29.2,1220.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.044909999999999915
735,0.528,1.276,20.74,77.984,49.3,961.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.7387000000000005
737,0.115,1.276,20.74,77.984,50.5,1090.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.16078500000000048
738,0.08,1.276,20.74,77.984,47.8,1124.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1031800000000001
739,1.82,0.615,10.0,89.385,18.9,1025.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.749682999999998
742,1.137,0.615,10.0,89.385,17.7,1072.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.1981999999999995
744,0.818,0.615,10.0,89.385,20.2,1092.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8109901199999995
746,0.646,0.615,10.0,89.385,17.3,1124.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.6831084
