Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,iso-alkanes,monicyclic-alkanes,polycyclic-alkanes,Aromatics,Others,Formula_H,Set,IDT_ms_pred
313,0.94,1.27,20.73,78.0,10.19,1109.3,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.9293999999999999
315,0.302,1.27,20.73,78.0,10.18,1208.8,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.30200000000000005
316,0.174,1.27,20.73,78.0,9.52,1272.5,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.17959999999999998
317,0.082,1.27,20.73,78.0,10.38,1357.2,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,0.09060000000000001
320,9.57,2.5,20.48,77.02,9.57,1130.5,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,7.829600000000001
321,9.99,2.5,20.48,77.02,9.99,1199.8,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,8.0904
322,10.14,2.5,20.48,77.02,10.14,1257.0,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,8.076800000000004
324,9.97,2.5,20.48,77.02,9.97,1398.1,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,6.0480000000000045
325,10.05,2.5,20.48,77.02,10.05,1453.3,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Training,6.054000000000003
327,0.959,0.64,20.87,78.5,10.5,1122.4,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.9232
330,0.104,0.64,20.87,78.5,10.18,1360.7,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.10099999999999998
331,0.064,0.64,20.87,78.5,9.68,1477.3,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.05920000000000006
332,1.288,1.27,20.73,78.0,9.43,1074.3,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,1.2880000000000003
333,0.548,1.27,20.73,78.0,10.01,1150.4,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.46520000000000006
334,0.344,1.27,20.73,78.0,10.27,1213.6,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.30280000000000007
335,0.174,1.27,20.73,78.0,9.92,1295.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.1622
336,0.089,1.27,20.73,78.0,10.08,1405.1,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.089
337,0.053,1.27,20.73,78.0,9.91,1493.3,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.04963784000000005
338,1.215,2.5,20.48,77.03,10.18,1067.0,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,1.1524
340,0.266,2.5,20.48,77.03,10.12,1205.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.2624
341,0.119,2.5,20.48,77.03,10.12,1306.5,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.13019999999999995
342,0.04,2.5,20.48,77.03,9.85,1470.2,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Training,0.04823784000000006
344,1.592,0.64,20.87,78.5,9.71,1086.7,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,1.43754
345,0.754,0.64,20.87,78.5,9.77,1138.8,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.7340000000000001
347,0.298,0.64,20.87,78.5,9.7,1233.2,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.27720000000000006
348,0.104,0.64,20.87,78.5,9.69,1330.9,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.10699999999999998
349,0.072,0.64,20.87,78.5,9.82,1388.7,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.08839999999999999
351,1.572,1.27,20.73,78.0,10.41,1066.5,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,1.3376000000000001
352,0.818,1.27,20.73,78.0,9.72,1112.2,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.8870000000000001
353,0.37,1.27,20.73,78.0,9.74,1187.0,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.4582
354,0.134,1.27,20.73,78.0,9.8,1288.6,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.1448
355,0.055,1.27,20.73,78.0,9.82,1388.8,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.062
357,0.902,2.5,20.48,77.03,10.16,1106.8,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.7229192000000002
358,0.354,2.5,20.48,77.03,9.92,1195.9,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.39300000000000007
359,0.242,2.5,20.48,77.03,9.93,1256.5,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.2424
360,0.124,2.5,20.48,77.03,10.56,1329.9,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Training,0.10880000000000001
364,5.966,0.346,20.94,78.72,20.3,920.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.291600000000001
367,2.19,0.346,20.94,78.72,21.5,979.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.9556
369,1.067,0.346,20.94,78.72,18.7,1041.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.5688
371,0.823,0.346,20.94,78.72,21.1,1080.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.6764000000000001
374,0.45,0.346,20.94,78.72,20.7,1133.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.41700000000000004
375,0.272,0.346,20.94,78.72,20.9,1179.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.3076000000000001
378,0.075,0.346,20.94,78.72,20.5,1305.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.08960000000000001
380,3.035,0.689,20.86,78.45,20.8,743.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.1590000000000003
383,3.358,0.689,20.86,78.45,21.6,854.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.2472000000000003
384,3.202,0.689,20.86,78.45,18.3,879.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.1933999999999996
385,2.347,0.689,20.86,78.45,21.0,930.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.9742000000000002
387,1.239,0.689,20.86,78.45,18.5,995.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.1906
389,0.997,0.689,20.86,78.45,17.5,1031.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.0453999999999999
393,0.37,0.689,20.86,78.45,20.2,1113.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.2718
400,0.069,0.689,20.86,78.45,21.8,1263.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.08479999999999993
403,9.648,1.368,20.72,77.91,8.0,848.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,7.727
405,5.388,1.368,20.72,77.91,8.3,906.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,7.1004
408,2.486,1.368,20.72,77.91,8.4,968.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.3510000000000004
411,1.811,1.368,20.72,77.91,8.1,1018.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.5606
413,0.877,1.368,20.72,77.91,8.3,1052.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.052
415,0.538,1.368,20.72,77.91,7.8,1097.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8088000000000002
417,0.371,1.368,20.72,77.91,6.1,1143.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.4378
420,0.07,1.368,20.72,77.91,8.3,1327.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.08360000000000001
423,5.43,1.368,20.72,77.91,11.3,754.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.748200000000001
424,6.762,1.368,20.72,77.91,10.7,792.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,6.3062000000000005
426,4.261,1.368,20.72,77.91,10.1,866.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,4.1918
427,2.803,1.368,20.72,77.91,11.5,904.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.8369999999999997
430,1.668,1.368,20.72,77.91,12.0,978.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.0238
434,0.818,1.368,20.72,77.91,11.5,1046.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.0284
436,0.298,1.368,20.72,77.91,10.6,1136.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.37640000000000007
439,0.11,1.368,20.72,77.91,9.0,1240.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1754
443,5.821,1.368,20.72,77.91,21.3,681.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.8284
445,4.216,1.368,20.72,77.91,23.7,703.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.2268000000000003
452,1.788,1.368,20.72,77.91,21.2,755.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7977
457,1.625,1.368,20.72,77.91,23.2,803.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7266000000000004
462,2.038,1.368,20.72,77.91,20.5,836.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.9054
465,1.897,1.368,20.72,77.91,22.1,849.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7266000000000004
469,2.031,1.368,20.72,77.91,21.5,904.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7586000000000004
473,1.236,1.368,20.72,77.91,21.7,973.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.2271999999999998
476,0.816,1.368,20.72,77.91,19.2,1025.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.6941999999999999
477,0.706,1.368,20.72,77.91,16.7,1043.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.6744
478,0.563,1.368,20.72,77.91,21.6,1046.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.4406
481,0.375,1.368,20.72,77.91,19.1,1083.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.3998
486,0.225,1.368,20.72,77.91,17.7,1117.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1994
489,0.176,1.368,20.72,77.91,18.1,1143.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.15559999999999996
493,0.095,1.368,20.72,77.91,16.5,1197.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1492
495,1.885,1.368,20.72,77.91,36.6,741.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.8045000000000002
496,1.707,1.368,20.72,77.91,40.3,763.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7034
499,1.727,1.368,20.72,77.91,40.1,848.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7154
500,1.423,1.368,20.72,77.91,36.9,852.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.5370000000000001
503,1.55,1.368,20.72,77.91,39.3,888.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.5524
505,1.689,1.368,20.72,77.91,34.5,904.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.5826000000000002
507,1.192,1.368,20.72,77.91,36.5,945.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.0844
509,0.821,1.368,20.72,77.91,40.2,978.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8234
512,0.462,1.368,20.72,77.91,38.8,1021.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.44020000000000004
516,0.169,1.368,20.72,77.91,40.2,1103.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.15980000000000005
518,0.092,1.368,20.72,77.91,40.3,1161.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.11540000000000002
520,0.096,1.368,20.72,77.91,38.7,1163.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.11540000000000002
521,0.04,1.368,20.72,77.91,40.9,1224.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.04320000000000001
522,0.038,1.368,20.72,77.91,38.8,1229.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.04420000000000002
525,5.285,2.038,20.58,77.38,20.1,672.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,5.285
527,2.811,2.038,20.58,77.38,18.8,701.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.5868
528,2.528,2.038,20.58,77.38,23.0,706.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.2570000000000006
533,1.832,2.038,20.58,77.38,19.6,759.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.8892000000000004
537,2.052,2.038,20.58,77.38,19.6,832.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.9204
542,1.931,2.038,20.58,77.38,20.4,901.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.9176000000000002
544,1.024,2.038,20.58,77.38,20.2,972.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.1424
545,0.816,2.038,20.58,77.38,23.2,989.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8170000000000001
547,0.628,2.038,20.58,77.38,21.2,1014.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.5404000000000001
553,0.291,2.038,20.58,77.38,22.3,1088.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.247
558,0.119,2.038,20.58,77.38,20.3,1157.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.119
561,2.676,1.171,20.76,78.07,20.2,673.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,4.0982
562,1.621,1.171,20.76,78.07,22.5,700.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.5558
565,1.453,1.171,20.76,78.07,19.6,759.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.3498
567,1.295,1.171,20.76,78.07,20.0,832.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.3392
572,1.037,1.171,20.76,78.07,20.1,956.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,1.0226
575,0.387,1.171,20.76,78.07,20.8,1046.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.387
577,0.292,1.171,20.76,78.07,19.0,1086.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.39380000000000004
580,0.103,1.171,20.76,78.07,19.8,1179.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.12960000000000002
582,0.039,1.171,20.76,78.07,20.8,1260.0,82.0,0.0,0.0,0.0,0.0,24.9,Training,0.1071802
583,3.562,1.286,20.74,77.97,19.2,651.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,4.345400000000001
584,1.557,1.286,20.74,77.97,19.8,689.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,3.628
586,1.094,1.286,20.74,77.97,20.6,733.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.4165999999999999
587,1.19,1.286,20.74,77.97,18.0,808.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.15
588,0.99,1.286,20.74,77.97,21.4,811.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.1962
589,1.078,1.286,20.74,77.97,21.0,880.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.1962
591,1.001,1.286,20.74,77.97,22.5,942.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.119
592,0.782,1.286,20.74,77.97,21.8,1003.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.782
594,0.278,1.286,20.74,77.97,22.3,1097.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.24140000000000003
595,0.223,1.286,20.74,77.97,19.2,1112.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.21400000000000002
597,0.029,1.286,20.74,77.97,19.9,1290.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.03740000000000005
598,6.642,1.258,20.74,78.0,21.5,681.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,6.477800000000001
600,3.06,1.258,20.74,78.0,20.4,734.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,3.0848
601,3.332,1.258,20.74,78.0,20.6,805.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,3.1767999999999996
602,2.686,1.258,20.74,78.0,20.0,869.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,2.864
603,1.91,1.258,20.74,78.0,20.2,914.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,2.5378000000000003
604,1.162,1.258,20.74,78.0,20.2,977.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.8527999999999999
606,0.563,1.258,20.74,78.0,20.4,1033.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.5809999999999998
607,0.303,1.258,20.74,78.0,21.5,1080.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.282
608,0.135,1.258,20.74,78.0,20.3,1151.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.1318
610,0.045,1.258,20.74,78.0,20.8,1252.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.043800000000000006
611,0.027,1.258,20.74,78.0,21.9,1323.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.03359999999999999
615,0.8717,0.59,20.88,78.53,10.88,1084.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.84056
616,0.5217,0.59,20.88,78.53,10.88,1147.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.5675600000000001
617,0.2536,0.59,20.88,78.53,10.88,1237.2,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.23986000000000002
618,0.1686,0.59,20.88,78.53,10.88,1301.4,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.13964000000000001
619,7.232,0.59,20.88,78.53,10.88,785.2,42.7,10.7,7.1,14.4,0.0,23.2,Training,7.618260000000001
620,6.4533,0.59,20.88,78.53,10.88,844.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,7.32594
623,3.2964,0.59,20.88,78.53,10.88,952.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.9295000000000004
626,2.2723,0.59,20.88,78.53,10.88,999.8,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.7116
629,5.7043,1.18,20.75,78.07,10.88,773.2,42.7,10.7,7.1,14.4,0.0,23.2,Training,6.446020000000001
630,6.3575,1.18,20.75,78.07,10.88,829.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,6.532400000000002
631,4.5319,1.18,20.75,78.07,10.88,891.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,6.376820000000001
633,1.6625,1.18,20.75,78.07,10.88,996.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.461
634,0.9814,1.18,20.75,78.07,10.88,1047.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.07324
635,0.5424,1.18,20.75,78.07,10.88,1102.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.59512
637,0.2137,1.18,20.75,78.07,10.88,1226.5,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.22582000000000002
639,4.3233,1.76,20.63,77.61,10.88,749.4,42.7,10.7,7.1,14.4,0.0,23.2,Training,4.716820000000001
641,4.9722,1.76,20.63,77.61,10.88,883.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,4.349500000000001
643,2.3592,1.76,20.63,77.61,10.88,962.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.41352
644,1.1586,1.76,20.63,77.61,10.88,1034.9,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.2745600000000001
647,10.0378,0.59,10.44,88.97,10.88,817.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,8.76924
651,0.5574,0.59,10.44,88.97,10.88,1157.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.5949
652,3.5289,0.59,10.44,88.97,10.88,958.6,42.7,10.7,7.1,14.4,0.0,23.2,Training,3.5160600000000004
656,8.9756,0.59,10.44,88.97,10.88,908.8,42.7,10.7,7.1,14.4,0.0,23.2,Training,7.255019999999999
658,2.5072,0.59,10.44,88.97,10.88,1008.5,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.6868700000000008
661,0.2088,0.59,10.44,88.97,10.88,1302.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.24672000000000002
666,2.2017,0.59,10.44,88.97,10.88,1059.8,42.7,10.7,7.1,14.4,0.0,23.2,Training,2.09721
668,0.6199,0.59,10.44,88.97,10.88,1211.9,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.6074
670,0.1167,0.59,10.44,88.97,10.88,1437.1,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.10836000000000001
672,7.2795,0.59,6.96,92.45,10.88,939.4,42.7,10.7,7.1,14.4,0.0,23.2,Training,6.103480000000001
674,5.1542,0.59,6.96,92.45,10.88,979.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,5.363580000000001
677,0.4796,0.59,6.96,92.45,10.88,1272.7,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.32128
679,2.968,0.59,6.96,92.45,10.88,1039.0,42.7,10.7,7.1,14.4,0.0,23.2,Training,3.51994
681,0.9277,0.59,6.96,92.45,10.88,1174.3,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.3422999999999998
683,0.1929,0.59,6.96,92.45,10.88,1372.3,42.7,10.7,7.1,14.4,0.0,23.2,Training,0.19290000000000002
685,1.9642,0.59,6.96,92.45,10.88,1122.3,42.7,10.7,7.1,14.4,0.0,23.2,Training,1.5495999999999999
690,0.355,0.39,20.93,78.68,14.1,1169.0,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.33840000000000003
691,0.716,0.39,20.93,78.68,15.2,1105.4,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.6591999999999992
692,1.574,0.39,20.93,78.68,16.3,1034.3,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.2512
694,0.226,0.39,20.93,78.68,28.9,1171.8,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.4456000000000005
696,1.179,0.39,20.93,78.68,25.9,1036.8,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.1110000000000002
697,2.242,0.39,20.93,78.68,28.1,974.5,29.0,25.0,7.0,16.0,3.0,21.0,Training,2.5396
698,3.889,0.39,20.93,78.68,24.8,928.5,29.0,25.0,7.0,16.0,3.0,21.0,Training,3.593
699,4.671,0.39,20.93,78.68,27.7,874.9,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.7736
702,4.777,0.39,20.93,78.68,31.5,814.8,29.0,25.0,7.0,16.0,3.0,21.0,Training,4.5782
703,0.064,1.28,20.74,77.98,16.8,1235.7,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.0704
704,0.175,1.28,20.74,77.98,14.9,1174.3,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.42080000000000006
705,0.266,1.28,20.74,77.98,16.1,1110.6,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.5534000000000001
706,0.931,1.28,20.74,77.98,15.7,998.1,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.0891999999999997
707,3.865,1.28,20.74,77.98,14.7,876.9,29.0,25.0,7.0,16.0,3.0,21.0,Training,3.7326
711,8.428,1.28,20.74,77.98,16.3,704.3,29.0,25.0,7.0,16.0,3.0,21.0,Training,5.404800000000001
713,0.042,1.28,20.74,77.98,31.0,1194.5,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.09460000000000002
714,0.203,1.28,20.74,77.98,30.5,1087.2,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.20009999999999764
715,0.695,1.28,20.74,77.98,30.5,998.0,29.0,25.0,7.0,16.0,3.0,21.0,Training,0.7505999999999999
716,1.759,1.28,20.74,77.98,29.4,925.7,29.0,25.0,7.0,16.0,3.0,21.0,Training,1.4746
719,2.355,1.276,20.74,77.984,25.1,880.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.8024
722,1.287,1.276,20.74,77.984,22.5,958.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.2768
724,0.777,1.276,20.74,77.984,32.5,974.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.7272000000000003
727,0.4,1.276,20.74,77.984,36.1,1022.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.4124000000000001
730,0.278,1.276,20.74,77.984,28.3,1073.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.3708
732,0.101,1.276,20.74,77.984,29.4,1145.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.11160000000000002
734,0.034,1.276,20.74,77.984,29.2,1220.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.04120000000000001
735,0.528,1.276,20.74,77.984,49.3,961.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.6798000000000001
737,0.115,1.276,20.74,77.984,50.5,1090.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.145
738,0.08,1.276,20.74,77.984,47.8,1124.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.1166
740,1.34,0.615,10.0,89.385,17.5,1057.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.7741000000000018
744,0.818,0.615,10.0,89.385,20.2,1092.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.7492000000000018
746,0.646,0.615,10.0,89.385,17.3,1124.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.5712
748,3.286,1.276,20.74,77.984,21.7,715.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,3.0998
753,2.742,1.276,20.74,77.984,19.7,786.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,2.8508000000000004
755,1.961,0.642,20.87,78.488,19.6,970.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.6154000000000002
757,0.873,0.642,20.87,78.488,19.9,1039.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,1.1596
759,0.463,0.642,20.87,78.488,22.2,1081.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.5154000000000001
760,0.11,0.642,20.87,78.488,22.1,1187.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.11000000000000001
761,0.973,1.276,20.74,77.984,26.4,1000.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.8618000000000001
763,0.123,1.276,20.74,77.984,25.5,1137.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.11440000000000002
764,0.131,1.276,20.74,77.984,21.8,1145.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.131
765,0.072,1.276,20.74,77.984,26.1,1172.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.085
766,0.07,1.276,20.74,77.984,21.9,1187.0,29.0,25.0,7.0,16.0,3.0,19.91,Training,0.0902
769,0.567,1.1282,21.0,77.8718,2.69,1290.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.4252
771,1.417,1.1058,21.0,77.8942,2.99,1147.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.4376
772,0.878,1.1058,21.0,77.8942,3.09,1210.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.7224
776,0.268,1.1393,21.0,77.8607,6.08,1244.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.268
777,0.1062,1.1729,21.0,77.8272,6.81,1364.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.18004
779,0.393,1.1952,21.0,77.8048,7.39,1168.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.37640000000000007
781,1.118,1.2846,21.0,77.7155,8.27,1070.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.1762000000000004
782,0.265,1.3627,21.0,77.6373,7.34,1217.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.2662
