Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,iso-alkanes,monicyclic-alkanes,polycyclic-alkanes,Aromatics,Others,Formula_H,Set,IDT_ms_pred
784,1.164,1.117,21.0,77.883,8.07,1070.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.263
785,0.196,0.5027,21.0,78.4974,6.59,1278.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.24260000000000004
786,0.451,0.5585,21.0,78.4415,7.37,1173.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.451
787,0.714,0.6032,21.0,78.3968,7.74,1126.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.194
788,1.515,0.6367,21.0,78.3633,8.19,1053.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.4736
789,1.231,2.4462,21.0,76.5538,8.2,1070.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.2214000000000003
790,0.348,1.3828,21.0,77.6172,5.98,1201.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.35240000000000005
792,0.813,1.4732,21.0,77.5268,6.01,1128.0,77.0,15.0,1.6,0.9,0.0,23.57,Training,0.8307999999999999
793,0.257,1.3064,21.0,77.6936,5.92,1232.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.2508
794,0.533,1.6575,21.0,77.3425,6.04,1175.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,0.47940000000000005
796,2.488,1.9104,21.0,77.0896,5.57,1065.0,42.0,1.0,0.0,0.0,0.0,22.88,Training,1.6502
798,0.272,1.2034,21.0,77.7966,6.14,1210.0,89.2,2.0,0.0,0.0,0.0,24.6,Training,0.2906000000000001
799,0.511,1.0951,21.0,77.9049,6.27,1148.0,89.2,2.0,0.0,0.0,0.0,24.6,Training,0.4650000000000001
800,1.681,1.6246,21.0,77.3754,5.73,1055.0,89.2,2.0,0.0,0.0,0.0,24.6,Training,1.810399999999999
801,0.703,1.408,21.0,77.592,6.36,1123.0,89.2,2.0,0.0,0.0,0.0,24.6,Training,0.920599999999999
802,1.422,0.9463,21.0,78.0537,5.26,1095.0,79.8,10.0,0.0,0.0,0.0,25.5,Training,0.9964800000000005
803,0.633,1.3085,21.0,77.6915,5.23,1162.0,79.8,10.0,0.0,0.0,0.0,25.5,Training,0.523
804,0.279,1.3085,21.0,77.6915,5.22,1225.0,79.8,10.0,0.0,0.0,0.0,25.5,Training,0.29059999999999997
806,0.833,1.0398,21.0,77.9602,5.77,1133.0,79.8,10.0,0.0,0.0,0.0,25.5,Training,0.7810000000000002
807,0.112,1.6929,21.0,0.0,16.1,1220.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.10519999999999992
809,0.149,1.8351,21.0,0.0,17.0,1188.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.211
810,0.729,0.7754,21.0,0.0,17.26,1054.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.6783999999999999
811,0.299,1.0855,21.0,0.0,17.3,1140.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.328
812,0.296,1.3957,21.0,0.0,18.1,1105.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.2396
815,0.19,1.3698,21.0,0.0,34.11,1107.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.18909999999999766
816,0.187,1.2535,21.0,0.0,33.85,1092.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.1974999999999976
818,0.418,1.4215,21.0,0.0,35.95,1022.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.4174
819,0.532,0.2511,4.0,0.0,11.96,1286.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.5805999999999999
821,0.783,0.2585,4.0,0.0,12.26,1244.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.7144
827,2.039,0.2486,4.0,0.0,12.87,1173.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,2.0246
828,0.365,0.2732,4.0,0.0,15.12,1317.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.5428
829,0.232,0.2511,4.0,0.0,14.8,1374.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.4365999999999999
832,1.05,0.2757,4.0,0.0,15.83,1198.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.4188
833,2.2,0.2782,4.0,0.0,15.98,1154.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.5854000000000001
835,1.279,0.1206,4.0,0.0,12.65,1193.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.7174
839,0.215,0.1182,4.0,0.0,12.16,1334.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.5016
840,1.715,0.5268,4.0,0.0,12.59,1186.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.4236
841,0.942,0.5095,4.0,0.0,12.27,1243.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.86
842,0.403,0.5268,4.0,0.0,11.87,1324.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.8217999999999999
846,0.822,0.3077,4.0,0.0,53.8,1110.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.0301999999999996
847,0.599,0.2978,4.0,0.0,50.09,1147.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.9772000000000001
848,0.253,0.2978,4.0,0.0,49.28,1235.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.4968
849,1.573,0.2585,4.0,0.0,51.99,1067.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.2844000000000002
852,0.793,1.1122,20.7747,78.113,11.89,1103.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.6656000000000001
854,1.593,1.5402,20.6848,77.7749,11.35,1034.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.41632
856,0.357,1.2259,20.7509,78.0232,10.54,1162.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.3674
857,1.385,1.2385,20.7482,78.0133,11.59,1052.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.3682
858,0.792,1.3141,20.7323,77.9536,11.25,1101.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.7192000000000001
859,0.233,1.3015,20.735,77.9635,10.57,1201.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.23740000000000003
860,0.125,0.4761,20.9084,78.6155,10.34,1256.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.167
861,0.43,0.5401,20.8949,78.565,11.2,1161.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.3907999999999996
863,1.3,0.5145,20.9003,78.5852,11.42,1087.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.9378000000000001
865,0.255,0.4889,20.9057,78.6054,10.57,1200.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.24680000000000002
866,1.545,1.087,20.7801,78.133,14.8,1008.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,1.3006000000000002
869,0.18,1.3519,20.7244,77.9237,34.11,1107.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.18629999999999766
870,0.245,1.2007,20.7562,78.0432,34.59,1080.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.3272
871,0.415,1.4022,20.7138,77.884,35.95,1022.0,22.52,30.58,11.23,19.52,0.0,22.0,Training,0.4244
878,0.303,0.9554,21.0,0.0,15.8,1153.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.36779999999999996
881,0.152,0.9182,21.0,0.0,15.7,1209.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.2066
883,0.438,1.3897,21.0,0.0,16.66,1073.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.4060000000000001
884,0.417,0.943,21.0,0.0,15.8,1110.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.38680000000000003
886,0.314,1.6254,21.0,0.0,16.6,1112.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.2964
887,0.611,0.9926,21.0,0.0,16.8,1051.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.611
891,2.711,0.2482,4.0,0.0,13.16,1145.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.8244
892,0.267,0.2411,4.0,0.0,12.31,1356.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.24218000000000003
893,0.17,0.2245,4.0,0.0,11.78,1411.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.24980000000000002
895,0.217,0.2198,4.0,0.0,14.76,1373.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.22218000000000002
896,0.497,0.2411,4.0,0.0,15.33,1278.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.5496000000000001
897,0.76,0.2458,4.0,0.0,15.38,1229.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.76
898,2.094,0.234,4.0,0.0,15.93,1161.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.8765999999999998
899,0.702,0.2363,4.0,0.0,12.65,1264.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.6609999999999999
900,1.535,0.2718,4.0,0.0,12.95,1199.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.3704
901,0.164,0.208,4.0,0.0,1.28,1483.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.17660000000000003
902,0.431,0.1938,4.0,0.0,1.34,1421.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.2312
903,1.185,0.2434,4.0,0.0,1.35,1338.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.0342
911,0.296,1.4435,20.7051,77.8513,11.61,1166.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.30820000000000003
912,1.645,1.0684,20.784,78.1477,12.5,1024.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.5602
914,1.44,1.3832,20.7178,77.899,11.05,1031.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.4523999999999997
915,0.115,1.2987,20.7356,77.9658,9.51,1253.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.1386
918,0.93,1.1897,20.7585,78.0518,11.65,1074.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.9266000000000001
919,1.221,1.2745,20.7407,77.9849,15.2,1011.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,1.3103999999999998
920,0.715,1.3712,20.7203,77.9085,14.4,1072.0,29.0,25.0,7.0,16.0,3.0,21.7,Training,0.8835999999999999
922,0.458,1.4957,21.0,0.0,17.2,1061.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.47320000000000084
923,0.16,0.9573,21.0,0.0,15.8,1194.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.18980000000000008
924,0.506,1.2444,21.0,0.0,17.1,1053.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.5038000000000008
925,0.444,1.041,21.0,0.0,16.9,1085.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.398
928,2.623,0.2393,4.0,0.0,13.11,1147.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,1.9846000000000001
929,0.8,0.237,4.0,0.0,12.75,1242.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.6532000000000001
931,0.32,0.2165,4.0,0.0,12.06,1342.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.31560000000000005
934,1.24,0.2462,4.0,0.0,15.45,1181.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,1.7893999999999999
936,0.507,0.2142,4.0,0.0,15.17,1278.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.7802000000000001
939,1.381,1.323,20.7305,77.9466,12.63,1024.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,1.471
940,0.64,1.019,20.7943,78.1867,11.99,1118.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.6228000000000001
941,0.134,1.4045,20.7133,77.8822,10.93,1229.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.13740000000000002
942,0.199,1.4859,20.6962,77.8179,30.63,1092.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.2060999999999975
943,0.517,1.0776,20.782,78.1404,32.36,1029.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.5448000000000002
944,1.452,1.4045,20.7133,77.8822,15.3,999.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,1.4088000000000003
945,0.498,1.4394,20.706,77.8546,14.6,1087.0,18.1,26.56,20.84,20.6,0.0,22.3,Training,0.6794000000000001
948,0.566,0.2508,4.0,0.0,12.51,1296.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.741736
951,0.192,0.2308,4.0,0.0,12.26,1410.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.40759999999999996
952,1.007,0.233,4.0,0.0,13.03,1217.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.9575999999999999
958,0.061,0.1975,4.0,0.0,1.09,1610.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.08380000000000001
959,0.099,0.2042,4.0,0.0,1.15,1563.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.0914
960,0.465,0.2441,4.0,0.0,1.08,1438.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.5543999999999999
962,0.35,0.213,4.0,0.0,1.12,1484.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.31479999999999997
964,0.053,0.2996,4.0,0.0,1.14,1694.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.3967999999999999
966,1.703,1.3566,20.7234,77.92,11.99,1010.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,1.3788
967,0.806,1.0837,20.7807,78.1356,11.24,1091.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.7654000000000001
968,0.144,1.1179,20.7735,78.1085,10.24,1233.0,36.6,41.0,19.7,0.3,0.0,24.1,Training,0.1842
970,0.174,0.2124,4.0,0.0,1.16,1508.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.172
974,0.382,0.1871,4.0,0.0,1.21,1442.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.2968
975,0.671,0.1955,4.0,0.0,1.28,1385.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.30258000000000007
976,0.088,0.1934,4.0,0.0,1.23,1572.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.1246
977,1.883,0.2145,4.0,0.0,1.43,1284.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,1.3056
978,1.277,1.0598,20.7858,78.1545,11.85,1030.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,1.2766000000000002
979,0.309,1.0057,20.7971,78.1972,10.65,1174.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.34280000000000005
980,1.037,1.049,20.788,78.163,11.21,1084.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,1.0324
981,0.426,1.1893,20.7585,78.0521,10.75,1153.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.4138
983,0.723,1.2863,20.7382,77.9756,11.36,1100.0,39.7,18.0,28.2,0.7,0.0,25.6,Training,0.7782800000000004
985,21.52,0.51,9.9,89.59,17.027,847.4,99.6,0.0,0.0,0.0,0.4,26.4,Training,19.310000000000002
986,24.42,0.51,9.9,89.59,17.035,847.6,99.6,0.0,0.0,0.0,0.4,26.4,Training,19.89
989,11.45,0.51,9.9,89.59,16.935,886.7,99.6,0.0,0.0,0.0,0.4,26.4,Training,12.688
991,7.34,0.51,9.9,89.59,16.399,924.7,99.6,0.0,0.0,0.0,0.4,26.4,Training,6.464
994,5.15,0.51,9.9,89.59,18.889,973.4,99.6,0.0,0.0,0.0,0.4,26.4,Training,5.149999999999998
995,4.08,0.51,9.9,89.59,16.167,982.9,99.6,0.0,0.0,0.0,0.4,26.4,Training,4.508
997,2.42,0.51,9.9,89.59,14.306,1021.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,2.6608400000000003
1000,1.35,0.51,9.9,89.59,16.452,1078.5,99.6,0.0,0.0,0.0,0.4,26.4,Training,2.1479592000000003
1002,0.92542,0.51,9.9,89.59,15.731,1128.2,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.4325832
1003,0.53416,0.51,9.9,89.59,16.495,1210.6,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.7804359999999999
1005,0.38468,0.51,9.9,89.59,16.142,1274.6,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.508608
1006,0.18554,0.51,9.9,89.59,16.666,1388.9,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.12008100000000005
1007,0.11695,0.51,9.9,89.59,18.31,1448.5,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.08292300000000002
1008,0.06834,0.51,9.9,89.59,18.176,1508.7,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.08292300000000002
1010,0.0269614,0.51,9.9,89.59,19.002,1712.1,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.061510560000000006
1012,6.34,1.0,9.8,89.2,17.059,922.7,99.6,0.0,0.0,0.0,0.4,26.4,Training,4.0206
1013,4.67,1.0,9.8,89.2,17.9277,944.8,99.6,0.0,0.0,0.0,0.4,26.4,Training,2.7848400000000004
1016,2.0,1.0,9.8,89.2,15.9807,1038.3,99.6,0.0,0.0,0.0,0.4,26.4,Training,1.8052600000000003
1020,0.925596,1.0,9.8,89.2,16.4639,1109.8,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.8251576
1024,0.590361,1.0,9.8,89.2,14.2725,1193.6,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.6189966
1027,0.373901,1.0,9.8,89.2,16.1852,1257.2,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.27162400000000003
1029,0.269318,1.0,9.8,89.2,17.7899,1309.6,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.27336900000000003
1032,0.18499,1.0,9.8,89.2,14.5907,1402.5,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.176992
1034,0.0959756,1.0,9.8,89.2,11.39,1552.0,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.07008192000000127
1036,0.0570556,1.0,9.8,89.2,18.6344,1565.6,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.062297920000001276
1037,0.0491892,1.0,9.8,89.2,15.5223,1586.9,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.05915136000000128
1039,0.041365,1.0,9.8,89.2,16.1256,1616.2,99.6,0.0,0.0,0.0,0.4,26.4,Training,0.049994960000001275
1042,0.457,1.224,20.751,78.025,10.7,1148.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.4516000000000001
1052,0.806,1.224,20.751,78.025,10.6,1089.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.78554
1054,1.301,1.224,20.751,78.025,10.6,1040.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,1.3070000000000002
1056,1.121,1.224,20.751,78.025,9.5,1067.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,1.1580000000000001
1059,0.373,1.224,20.751,78.025,9.4,1191.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.37240000000000006
1063,0.16,1.224,20.751,78.025,23.7,1154.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.16040000000000007
1065,0.305,1.224,20.751,78.025,24.5,1096.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.29300000000000004
1067,0.71,1.224,20.751,78.025,25.0,987.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.8158
1071,0.265,0.616,20.87,78.505,10.1,1208.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.24819999999999998
1073,0.592,0.616,20.87,78.505,10.0,1144.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.5549999999999992
1076,0.804,0.616,20.87,78.505,11.0,1098.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,1.1632000000000002
1077,2.044,0.616,20.87,78.505,10.7,1022.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,1.9692
1080,0.148,0.616,20.87,78.505,25.0,1193.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.18280000000000007
1081,0.316,0.616,20.87,78.505,25.1,1128.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,0.40140000000000015
1084,1.68,0.616,20.87,78.505,25.8,972.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,1.7036000000000002
1086,3.081,0.616,20.87,78.505,20.0,790.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,3.0873999999999997
1088,3.159,0.616,20.87,78.505,19.2,842.0,31.5,25.0,5.8,16.5,0.0,26.4,Training,3.1433999999999997
1092,0.296,1.1521,20.7664,78.0815,10.2,1204.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.27320000000000005
1093,0.175,1.1521,20.7664,78.0815,9.7,1264.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.20840000000000003
1094,1.039,1.1521,20.7664,78.0815,11.0,1052.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,1.2298
1097,0.648,1.1521,20.7664,78.0815,10.3,1115.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.7010000000000001
1098,0.557,1.1521,20.7664,78.0815,24.0,1025.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.557
1101,0.283,1.1521,20.7664,78.0815,23.2,1115.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.2818
1102,0.197,1.1521,20.7664,78.0815,21.7,1170.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.18139999999999953
1103,0.848,1.1521,20.7664,78.0815,24.4,976.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.7345999999999999
1111,0.343,0.5794,20.8867,78.5339,9.7,1199.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.541
1112,0.637,0.5794,20.8867,78.5339,10.2,1128.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.7784000000000001
1113,1.333,0.5794,20.8867,78.5339,10.5,1056.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,1.5044
1114,0.307,0.5794,20.8867,78.5339,25.3,1122.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.3931999999999998
1115,0.511,0.5794,20.8867,78.5339,24.7,1066.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.7320000000000001
1117,0.849,0.5794,20.8867,78.5339,25.7,1013.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,0.9473999999999999
1119,3.633,0.5794,20.8867,78.5339,17.4,882.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,3.5451
1120,4.136,0.5794,20.8867,78.5339,16.0,785.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,5.2660599999999995
1138,0.337,0.5794,20.8867,78.5339,20.3,885.0,37.2,40.0,22.1,0.2,0.0,24.1,Training,2.4161
