train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
60,KN,MVL,reg,233,IDT_ms,Point,rmse,"['X_Fuel', 'X_O2', 'X_N2', 'P', 'T', 'Formula_H']",1.8265136050020594
