Point,IDT_ms,X_Fuel,X_N2,P,T,Formula_C,n-C9,n-C14,n-C15,n-C18,mono-c-C12,mono-c-C15,poly-c-C14,poly-c-C15,aro-C11,aro-C13,Set
157,0.107,2.5,77.03,9.8,1348.3,11.237,1.470850995,1.239943509,0.361005011,0.008540586,4.032195763,0.395770795,1.75017473,0.503022943,0.19329253,0.610733767,Training
158,0.065,2.5,77.03,10.54,1443.5,11.237,1.470850995,1.239943509,0.361005011,0.008540586,4.032195763,0.395770795,1.75017473,0.503022943,0.19329253,0.610733767,Training
160,1.462,0.61,78.52,2.77,1155.0,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
161,1.278,0.61,78.52,2.84,1171.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
163,0.628,0.61,78.52,3.22,1237.6,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
164,0.372,0.61,78.52,3.02,1304.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
165,0.236,0.61,78.52,3.2,1339.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
166,0.158,0.61,78.52,3.05,1411.6,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
169,0.244,0.61,78.52,11.2,1261.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
170,0.298,0.61,78.52,10.67,1234.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
171,0.176,0.61,78.52,10.01,1300.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
172,1.496,0.61,78.52,9.73,1087.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
173,0.774,0.61,78.52,8.79,1135.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
174,0.09,0.61,78.52,9.89,1392.7,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
175,0.062,0.61,78.52,9.98,1448.9,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
176,0.704,0.61,78.52,9.3,1144.2,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
177,0.5,0.61,78.52,9.84,1172.0,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
178,0.934,1.25,78.01,2.89,1181.0,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
179,0.28,1.25,78.01,3.17,1331.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
180,0.106,1.25,78.01,3.32,1466.8,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
181,0.24,1.25,78.01,2.73,1342.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
182,0.084,1.25,78.01,3.0,1499.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
183,0.108,1.25,78.01,3.26,1455.1,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
185,0.426,1.25,78.01,3.24,1282.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
186,0.724,1.25,78.01,3.13,1221.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
187,1.464,1.25,78.01,3.1,1156.0,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
188,0.188,1.25,78.01,2.92,1383.1,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
189,0.646,1.25,78.01,10.67,1130.2,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
190,0.492,1.25,78.01,9.19,1158.2,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
191,1.438,1.25,78.01,10.38,1065.6,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
192,0.114,1.25,78.01,10.35,1319.8,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
193,0.058,1.25,78.01,10.26,1416.4,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
194,0.3,1.25,78.01,10.05,1202.8,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
195,0.217,1.25,78.01,9.91,1245.2,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
196,0.07,1.25,78.01,10.65,1389.2,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
197,0.514,2.47,77.05,3.3,1248.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
198,1.418,2.47,77.05,3.27,1137.1,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
199,0.39,2.47,77.05,2.9,1281.7,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
200,0.251,2.47,77.05,3.16,1328.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
201,0.166,2.47,77.05,2.97,1394.6,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
202,0.08,2.47,77.05,3.11,1474.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
203,0.643,2.47,77.05,3.09,1214.1,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
204,0.81,2.47,77.05,2.92,1187.0,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
205,0.346,2.47,77.05,9.43,1171.8,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
206,0.482,2.47,77.05,10.97,1115.8,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
207,1.021,2.47,77.05,10.34,1063.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
208,0.166,2.47,77.05,10.85,1241.1,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
209,0.056,2.47,77.05,10.22,1392.9,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
210,0.084,2.47,77.05,10.54,1329.8,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
211,0.278,2.47,77.05,10.2,1209.5,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
212,1.519,0.64,78.5,2.95,1141.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
213,0.849,0.64,78.5,3.03,1205.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
215,0.259,0.64,78.5,2.98,1320.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
216,0.138,0.64,78.5,3.04,1409.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
217,0.071,0.64,78.5,2.9,1475.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
218,1.54,0.64,78.5,10.03,1081.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
219,0.985,0.64,78.5,9.57,1128.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
220,0.497,0.64,78.5,9.85,1192.5,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
221,0.27,0.64,78.5,10.35,1248.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
222,0.222,0.64,78.5,10.29,1276.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
223,0.145,0.64,78.5,10.43,1324.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
224,0.093,0.64,78.5,9.7,1380.2,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
225,0.068,0.64,78.5,9.84,1439.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
226,1.18,1.27,78.0,3.02,1173.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
227,0.997,1.27,78.0,2.94,1189.2,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
228,0.655,1.27,78.0,3.02,1224.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
229,0.326,1.27,78.0,2.94,1288.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
230,0.207,1.27,78.0,3.04,1356.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
231,0.124,1.27,78.0,3.04,1408.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
232,0.06,1.27,78.0,3.0,1499.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
233,1.18,1.27,78.0,9.91,1096.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
234,0.57,1.27,78.0,9.93,1146.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
235,0.38,1.27,78.0,9.86,1192.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
236,0.226,1.27,78.0,9.98,1248.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
237,0.17,1.27,78.0,9.99,1299.2,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
239,0.065,1.27,78.0,10.06,1423.7,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
240,1.47,2.5,77.02,2.96,1143.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
241,0.974,2.5,77.02,2.91,1186.2,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
242,0.49,2.5,77.02,3.04,1257.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
244,0.192,2.5,77.02,2.93,1365.5,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
245,0.13,2.5,77.02,2.88,1414.1,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
246,0.072,2.5,77.02,2.97,1494.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
247,1.34,2.5,77.02,9.89,1045.8,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
248,0.783,2.5,77.02,10.08,1103.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
249,0.405,2.5,77.02,10.07,1173.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
250,0.245,2.5,77.02,10.19,1224.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
251,0.18,2.5,77.02,9.98,1268.7,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Validation
252,0.12,2.5,77.02,10.44,1323.9,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Training
254,1.339,0.64,78.5,9.97,1098.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
256,0.616,0.64,78.5,9.29,1163.0,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
257,0.304,0.64,78.5,9.8,1238.8,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
258,0.104,0.64,78.5,10.18,1360.7,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
259,0.064,0.64,78.5,9.68,1477.3,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
260,1.288,1.27,78.0,9.43,1074.3,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
261,0.548,1.27,78.0,10.01,1150.4,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
262,0.344,1.27,78.0,10.27,1213.6,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
264,0.089,1.27,78.0,10.08,1405.1,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
265,0.053,1.27,78.0,9.91,1493.3,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
266,1.215,2.5,77.03,10.18,1067.0,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
267,0.684,2.5,77.03,10.14,1105.7,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Validation
268,0.266,2.5,77.03,10.12,1205.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
269,0.119,2.5,77.03,10.12,1306.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
270,0.04,2.5,77.03,9.85,1470.2,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Training
271,1.592,0.64,78.5,9.71,1086.7,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
272,0.754,0.64,78.5,9.77,1138.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
273,0.504,0.64,78.5,9.55,1176.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Validation
274,0.298,0.64,78.5,9.7,1233.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
275,0.104,0.64,78.5,9.69,1330.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
276,0.072,0.64,78.5,9.82,1388.7,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Validation
277,0.053,0.64,78.5,9.74,1432.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
278,1.572,1.27,78.0,10.41,1066.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
279,0.818,1.27,78.0,9.72,1112.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
280,0.37,1.27,78.0,9.74,1187.0,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
281,0.134,1.27,78.0,9.8,1288.6,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
282,0.055,1.27,78.0,9.82,1388.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
283,1.802,2.5,77.03,10.27,1060.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
284,0.902,2.5,77.03,10.16,1106.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Validation
285,0.354,2.5,77.03,9.92,1195.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
286,0.242,2.5,77.03,9.93,1256.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
287,0.124,2.5,77.03,10.56,1329.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
288,0.054,2.5,77.03,9.69,1449.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
289,6.9798,0.59,78.53,10.88,921.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
290,3.2174,0.59,78.53,10.88,968.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
291,2.0852,0.59,78.53,10.88,1017.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
292,0.8717,0.59,78.53,10.88,1084.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
294,0.2536,0.59,78.53,10.88,1237.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
296,7.232,0.59,78.53,10.88,785.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
297,6.4533,0.59,78.53,10.88,844.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
298,6.7579,0.59,78.53,10.88,881.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
299,4.25,0.59,78.53,10.88,933.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
300,3.2964,0.59,78.53,10.88,952.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
301,0.3403,0.59,78.53,10.88,1161.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
302,2.9961,0.59,78.53,10.88,965.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
303,2.2723,0.59,78.53,10.88,999.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
304,0.8375,0.59,78.53,10.88,1066.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
305,0.1575,0.59,78.53,10.88,1233.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
306,5.7043,1.18,78.07,10.88,773.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
307,6.3575,1.18,78.07,10.88,829.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
308,4.5319,1.18,78.07,10.88,891.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
309,2.4805,1.18,78.07,10.88,952.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
311,0.9814,1.18,78.07,10.88,1047.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
312,0.5424,1.18,78.07,10.88,1102.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
313,0.3977,1.18,78.07,10.88,1141.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
314,0.2137,1.18,78.07,10.88,1226.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
315,4.9193,1.76,77.61,10.88,795.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
316,4.3233,1.76,77.61,10.88,749.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
317,5.8276,1.76,77.61,10.88,832.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
318,4.9722,1.76,77.61,10.88,883.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
319,1.9295,1.76,77.61,10.88,960.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
321,1.1586,1.76,77.61,10.88,1034.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
322,0.4712,1.76,77.61,10.88,1109.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
324,10.0378,0.59,88.97,10.88,817.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
325,8.8067,0.59,88.97,10.88,864.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
326,6.7526,0.59,88.97,10.88,904.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
327,6.2996,0.59,88.97,10.88,922.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
328,0.5574,0.59,88.97,10.88,1157.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
329,3.5289,0.59,88.97,10.88,958.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
330,1.5373,0.59,88.97,10.88,1044.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
331,0.1539,0.59,88.97,10.88,1295.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
332,11.0094,0.59,88.97,10.88,901.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
