train,split,model,type,seed,y,names,error_type,X_descriptors,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,ccp_alpha,oob_score,max_samples,rmse
90,KN,RF,reg,19,IDT_ms,Point,rmse,"['X_Fuel', 'X_N2', 'P', 'T']",100,60,0.5,2,1,0,0,True,0.5,0.8597702728059371
