Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,n-i-alkanes,cyclic-alkanes,Aromatics,Formula_H,Set,IDT_ms_pred
360,0.054,2.5,20.48,77.03,9.69,1449.5,85.64918,8.76981,4.1087,26.77,Training,0.2940607318050223
361,7.565,0.346,20.94,78.72,21.1,892.0,49.0,32.0,16.0,19.91,Training,6.727204084372559
364,4.608,0.346,20.94,78.72,18.9,924.0,49.0,32.0,16.0,19.91,Training,4.544906389113077
367,1.525,0.346,20.94,78.72,21.3,1016.0,49.0,32.0,16.0,19.91,Training,1.348605803238596
368,1.067,0.346,20.94,78.72,18.7,1041.0,49.0,32.0,16.0,19.91,Training,1.1569866979055907
369,1.094,0.346,20.94,78.72,22.3,1055.0,49.0,32.0,16.0,19.91,Training,1.0948385151949083
373,0.45,0.346,20.94,78.72,20.7,1133.0,49.0,32.0,16.0,19.91,Training,0.45734783731310547
375,0.153,0.346,20.94,78.72,21.1,1230.0,49.0,32.0,16.0,19.91,Training,0.2838413901876545
377,0.075,0.346,20.94,78.72,20.5,1305.0,49.0,32.0,16.0,19.91,Training,0.2438538397314056
379,3.035,0.689,20.86,78.45,20.8,743.0,49.0,32.0,16.0,19.91,Training,2.9911787298495
380,3.594,0.689,20.86,78.45,19.6,785.0,49.0,32.0,16.0,19.91,Training,2.9911787298495
382,3.358,0.689,20.86,78.45,21.6,854.0,49.0,32.0,16.0,19.91,Training,2.976608256844832
383,3.202,0.689,20.86,78.45,18.3,879.0,49.0,32.0,16.0,19.91,Training,3.0250255589970276
385,2.165,0.689,20.86,78.45,20.1,950.0,49.0,32.0,16.0,19.91,Training,1.8708258901918975
388,0.997,0.689,20.86,78.45,17.5,1031.0,49.0,32.0,16.0,19.91,Training,1.0384773250459678
391,0.609,0.689,20.86,78.45,20.8,1083.0,49.0,32.0,16.0,19.91,Training,0.6542930835319024
393,0.298,0.689,20.86,78.45,20.3,1125.0,49.0,32.0,16.0,19.91,Training,0.4354040957013469
395,0.18,0.689,20.86,78.45,19.0,1179.0,49.0,32.0,16.0,19.91,Training,0.3186321905475529
396,0.156,0.689,20.86,78.45,22.5,1182.0,49.0,32.0,16.0,19.91,Training,0.28424223183963127
398,0.107,0.689,20.86,78.45,20.5,1215.0,49.0,32.0,16.0,19.91,Training,0.2757893627282146
401,0.056,0.689,20.86,78.45,21.4,1304.0,49.0,32.0,16.0,19.91,Training,0.23274413081729198
403,7.204,1.368,20.72,77.91,7.7,866.0,49.0,32.0,16.0,19.91,Training,6.202350961566746
405,5.07,1.368,20.72,77.91,8.8,907.0,49.0,32.0,16.0,19.91,Training,4.302091612466901
407,2.486,1.368,20.72,77.91,8.4,968.0,49.0,32.0,16.0,19.91,Training,2.1156321244541716
410,1.811,1.368,20.72,77.91,8.1,1018.0,49.0,32.0,16.0,19.91,Training,1.4262685145145773
414,0.538,1.368,20.72,77.91,7.8,1097.0,49.0,32.0,16.0,19.91,Training,0.7309128559166314
416,0.371,1.368,20.72,77.91,6.1,1143.0,49.0,32.0,16.0,19.91,Training,0.6542458241660831
419,0.07,1.368,20.72,77.91,8.3,1327.0,49.0,32.0,16.0,19.91,Training,0.22221652061574812
420,0.041,1.368,20.72,77.91,8.2,1381.0,49.0,32.0,16.0,19.91,Training,0.17263497764860233
421,5.617,1.368,20.72,77.91,12.7,744.0,49.0,32.0,16.0,19.91,Training,5.068535624608661
423,6.762,1.368,20.72,77.91,10.7,792.0,49.0,32.0,16.0,19.91,Training,5.676151371277869
426,2.803,1.368,20.72,77.91,11.5,904.0,49.0,32.0,16.0,19.91,Training,3.5802643644169234
431,1.169,1.368,20.72,77.91,11.6,1021.0,49.0,32.0,16.0,19.91,Training,1.259241352151186
434,0.559,1.368,20.72,77.91,11.2,1077.0,49.0,32.0,16.0,19.91,Training,0.8740454959637779
435,0.298,1.368,20.72,77.91,10.6,1136.0,49.0,32.0,16.0,19.91,Training,0.5646563567444136
438,0.11,1.368,20.72,77.91,9.0,1240.0,49.0,32.0,16.0,19.91,Training,0.2859031423777445
442,5.821,1.368,20.72,77.91,21.3,681.0,49.0,32.0,16.0,19.91,Training,5.216173484251507
445,3.204,1.368,20.72,77.91,23.4,704.0,49.0,32.0,16.0,19.91,Training,2.6674954202763344
449,1.842,1.368,20.72,77.91,20.9,750.0,49.0,32.0,16.0,19.91,Training,2.1568255718918405
453,1.618,1.368,20.72,77.91,23.0,797.0,49.0,32.0,16.0,19.91,Training,2.106549550243617
461,2.038,1.368,20.72,77.91,20.5,836.0,49.0,32.0,16.0,19.91,Training,2.075323182190446
465,1.908,1.368,20.72,77.91,21.8,851.0,49.0,32.0,16.0,19.91,Training,2.075323182190446
468,2.031,1.368,20.72,77.91,21.5,904.0,49.0,32.0,16.0,19.91,Training,1.8374142804200726
472,1.236,1.368,20.72,77.91,21.7,973.0,49.0,32.0,16.0,19.91,Training,1.0662427506173906
474,1.05,1.368,20.72,77.91,18.9,991.0,49.0,32.0,16.0,19.91,Training,0.8443095192286443
477,0.563,1.368,20.72,77.91,21.6,1046.0,49.0,32.0,16.0,19.91,Training,0.6719486621343591
479,0.464,1.368,20.72,77.91,19.3,1072.0,49.0,32.0,16.0,19.91,Training,0.5446871704002574
484,0.249,1.368,20.72,77.91,18.1,1109.0,49.0,32.0,16.0,19.91,Training,0.31981250589418525
488,0.176,1.368,20.72,77.91,18.1,1143.0,49.0,32.0,16.0,19.91,Training,0.3172768495355595
492,0.095,1.368,20.72,77.91,16.5,1197.0,49.0,32.0,16.0,19.91,Training,0.25251446065559874
494,1.885,1.368,20.72,77.91,36.6,741.0,49.0,32.0,16.0,19.91,Training,1.92760335487552
495,1.707,1.368,20.72,77.91,40.3,763.0,49.0,32.0,16.0,19.91,Training,1.8905520474712452
496,1.644,1.368,20.72,77.91,38.5,812.0,49.0,32.0,16.0,19.91,Training,1.8090496577698505
499,1.423,1.368,20.72,77.91,36.9,852.0,49.0,32.0,16.0,19.91,Training,1.7836241815953728
502,1.55,1.368,20.72,77.91,39.3,888.0,49.0,32.0,16.0,19.91,Training,1.677102373998531
504,1.689,1.368,20.72,77.91,34.5,904.0,49.0,32.0,16.0,19.91,Training,1.68565776956229
505,1.483,1.368,20.72,77.91,39.9,916.0,49.0,32.0,16.0,19.91,Training,1.5464488706604744
506,1.192,1.368,20.72,77.91,36.5,945.0,49.0,32.0,16.0,19.91,Training,1.031169476465962
507,0.819,1.368,20.72,77.91,41.1,964.0,49.0,32.0,16.0,19.91,Training,0.8650571581897772
510,0.689,1.368,20.72,77.91,40.3,1008.0,49.0,32.0,16.0,19.91,Training,0.6601917339128197
512,0.456,1.368,20.72,77.91,38.6,1030.0,49.0,32.0,16.0,19.91,Training,0.6185688855506302
515,0.169,1.368,20.72,77.91,40.2,1103.0,49.0,32.0,16.0,19.91,Training,0.24432233397665876
517,0.092,1.368,20.72,77.91,40.3,1161.0,49.0,32.0,16.0,19.91,Training,0.16575680211861668
519,0.096,1.368,20.72,77.91,38.7,1163.0,49.0,32.0,16.0,19.91,Training,0.16575680211861668
520,0.04,1.368,20.72,77.91,40.9,1224.0,49.0,32.0,16.0,19.91,Training,0.1299921039215591
524,5.285,2.038,20.58,77.38,20.1,672.0,49.0,32.0,16.0,19.91,Training,4.8243344313851475
526,2.811,2.038,20.58,77.38,18.8,701.0,49.0,32.0,16.0,19.91,Training,2.6562507389111434
530,1.973,2.038,20.58,77.38,21.1,724.0,49.0,32.0,16.0,19.91,Training,2.075094751525964
532,1.832,2.038,20.58,77.38,19.6,759.0,49.0,32.0,16.0,19.91,Training,2.075094751525964
534,1.678,2.038,20.58,77.38,21.0,810.0,49.0,32.0,16.0,19.91,Training,1.99359236182457
537,1.761,2.038,20.58,77.38,19.1,837.0,49.0,32.0,16.0,19.91,Training,1.99359236182457
539,1.655,2.038,20.58,77.38,22.2,880.0,49.0,32.0,16.0,19.91,Training,1.9941973023037662
542,1.612,2.038,20.58,77.38,20.5,910.0,49.0,32.0,16.0,19.91,Training,1.7352566889225318
544,0.816,2.038,20.58,77.38,23.2,989.0,49.0,32.0,16.0,19.91,Training,0.8133690067033256
545,0.756,2.038,20.58,77.38,18.9,1004.0,49.0,32.0,16.0,19.91,Training,0.7746801298950536
546,0.628,2.038,20.58,77.38,21.2,1014.0,49.0,32.0,16.0,19.91,Training,0.7437396173697349
552,0.291,2.038,20.58,77.38,22.3,1088.0,49.0,32.0,16.0,19.91,Training,0.48872352219798865
558,0.114,2.038,20.58,77.38,19.9,1160.0,49.0,32.0,16.0,19.91,Training,0.2412469740361431
561,1.621,1.171,20.76,78.07,22.5,700.0,100.0,0.0,0.0,24.9,Training,1.6807141767880505
563,1.245,1.171,20.76,78.07,20.1,732.0,100.0,0.0,0.0,24.9,Training,1.6080420884142679
566,1.295,1.171,20.76,78.07,20.0,832.0,100.0,0.0,0.0,24.9,Training,1.5197470485531264
567,1.674,1.171,20.76,78.07,19.8,857.0,100.0,0.0,0.0,24.9,Training,1.6379846210795599
571,1.037,1.171,20.76,78.07,20.1,956.0,100.0,0.0,0.0,24.9,Training,1.0084685955065866
572,0.593,1.171,20.76,78.07,19.6,1016.0,100.0,0.0,0.0,24.9,Training,0.7177766762854717
573,0.423,1.171,20.76,78.07,24.0,1044.0,100.0,0.0,0.0,24.9,Training,0.6200379676905351
575,0.343,1.171,20.76,78.07,20.0,1066.0,100.0,0.0,0.0,24.9,Training,0.6398292796487541
577,0.221,1.171,20.76,78.07,20.3,1119.0,100.0,0.0,0.0,24.9,Training,0.3520735594722924
580,0.083,1.171,20.76,78.07,20.0,1180.0,100.0,0.0,0.0,24.9,Training,0.2742554828740313
581,0.039,1.171,20.76,78.07,20.8,1260.0,100.0,0.0,0.0,24.9,Training,0.2122126518546025
583,1.557,1.286,20.74,77.97,19.8,689.0,99.0,1.0,0.0,22.88,Training,1.6549734294455165
586,1.19,1.286,20.74,77.97,18.0,808.0,99.0,1.0,0.0,22.88,Training,1.3144787073528286
587,0.99,1.286,20.74,77.97,21.4,811.0,99.0,1.0,0.0,22.88,Training,1.2119253391963813
588,1.078,1.286,20.74,77.97,21.0,880.0,99.0,1.0,0.0,22.88,Training,1.2119253391963813
590,1.001,1.286,20.74,77.97,22.5,942.0,99.0,1.0,0.0,22.88,Training,1.1417767811976227
593,0.278,1.286,20.74,77.97,22.3,1097.0,99.0,1.0,0.0,22.88,Training,0.2952834153935638
594,0.223,1.286,20.74,77.97,19.2,1112.0,99.0,1.0,0.0,22.88,Training,0.3198640287310088
595,0.074,1.286,20.74,77.97,19.0,1212.0,99.0,1.0,0.0,22.88,Training,0.1982117763630797
596,0.029,1.286,20.74,77.97,19.9,1290.0,99.0,1.0,0.0,22.88,Training,0.18141631476870088
598,5.995,1.258,20.74,78.0,20.4,687.0,82.5,16.6,0.9,23.57,Training,5.4027617308892175
599,3.06,1.258,20.74,78.0,20.4,734.0,82.5,16.6,0.9,23.57,Training,2.611314751330919
600,3.332,1.258,20.74,78.0,20.6,805.0,82.5,16.6,0.9,23.57,Training,2.5912301784854717
601,2.686,1.258,20.74,78.0,20.0,869.0,82.5,16.6,0.9,23.57,Training,2.5600038104323
603,1.162,1.258,20.74,78.0,20.2,977.0,82.5,16.6,0.9,23.57,Training,1.2404229125656194
605,0.563,1.258,20.74,78.0,20.4,1033.0,82.5,16.6,0.9,23.57,Training,0.7830547558587556
607,0.135,1.258,20.74,78.0,20.3,1151.0,82.5,16.6,0.9,23.57,Training,0.3524738222340436
609,0.045,1.258,20.74,78.0,20.8,1252.0,82.5,16.6,0.9,23.57,Training,0.2525508025594577
610,0.027,1.258,20.74,78.0,21.9,1323.0,82.5,16.6,0.9,23.57,Training,0.19446540461362144
611,6.9798,0.59,20.88,78.53,10.88,921.5,67.8,17.8,14.4,23.2,Training,6.0669406412844475
614,0.8717,0.59,20.88,78.53,10.88,1084.6,67.8,17.8,14.4,23.2,Training,1.1714759796905287
616,0.2536,0.59,20.88,78.53,10.88,1237.2,67.8,17.8,14.4,23.2,Training,0.4289799814109363
618,7.232,0.59,20.88,78.53,10.88,785.2,67.8,17.8,14.4,23.2,Training,6.823132949094525
620,6.7579,0.59,20.88,78.53,10.88,881.9,67.8,17.8,14.4,23.2,Training,6.2897054265438435
623,0.3403,0.59,20.88,78.53,10.88,1161.7,67.8,17.8,14.4,23.2,Training,0.5719243589665581
624,2.9961,0.59,20.88,78.53,10.88,965.6,67.8,17.8,14.4,23.2,Training,2.885812950593879
625,2.2723,0.59,20.88,78.53,10.88,999.8,67.8,17.8,14.4,23.2,Training,2.1312083497136727
628,5.7043,1.18,20.75,78.07,10.88,773.2,67.8,17.8,14.4,23.2,Training,5.546877486399673
629,6.3575,1.18,20.75,78.07,10.88,829.0,67.8,17.8,14.4,23.2,Training,5.639938774550976
630,4.5319,1.18,20.75,78.07,10.88,891.7,67.8,17.8,14.4,23.2,Training,4.489477735061344
631,2.4805,1.18,20.75,78.07,10.88,952.1,67.8,17.8,14.4,23.2,Training,2.2861505283525583
633,0.9814,1.18,20.75,78.07,10.88,1047.1,67.8,17.8,14.4,23.2,Training,1.2735608199124693
634,0.5424,1.18,20.75,78.07,10.88,1102.0,67.8,17.8,14.4,23.2,Training,0.7281270207448372
636,0.2137,1.18,20.75,78.07,10.88,1226.5,67.8,17.8,14.4,23.2,Training,0.4018360453187941
637,4.9193,1.76,20.63,77.61,10.88,795.9,67.8,17.8,14.4,23.2,Training,4.84182398869542
638,4.3233,1.76,20.63,77.61,10.88,749.4,67.8,17.8,14.4,23.2,Training,4.737286629502846
640,4.9722,1.76,20.63,77.61,10.88,883.7,67.8,17.8,14.4,23.2,Training,4.325860655506823
641,1.9295,1.76,20.63,77.61,10.88,960.8,67.8,17.8,14.4,23.2,Training,2.0114450650989677
644,0.4712,1.76,20.63,77.61,10.88,1109.6,67.8,17.8,14.4,23.2,Training,0.6486064110127903
645,0.2169,1.76,20.63,77.61,10.88,1225.8,67.8,17.8,14.4,23.2,Training,0.32866595968141055
646,10.0378,0.59,10.44,88.97,10.88,817.0,67.8,17.8,14.4,23.2,Training,9.270561930071908
648,6.7526,0.59,10.44,88.97,10.88,904.5,67.8,17.8,14.4,23.2,Training,6.573894389894711
651,3.5289,0.59,10.44,88.97,10.88,958.6,67.8,17.8,14.4,23.2,Training,3.585377639126904
652,1.5373,0.59,10.44,88.97,10.88,1044.6,67.8,17.8,14.4,23.2,Training,1.3974358488653686
658,1.0052,0.59,10.44,88.97,10.88,1099.5,67.8,17.8,14.4,23.2,Training,0.996775337617162
659,0.5186,0.59,10.44,88.97,10.88,1185.7,67.8,17.8,14.4,23.2,Training,0.6116461946157925
660,0.2088,0.59,10.44,88.97,10.88,1302.0,67.8,17.8,14.4,23.2,Training,0.34863325409261753
661,0.0827,0.59,10.44,88.97,10.88,1397.4,67.8,17.8,14.4,23.2,Training,0.2856057291035742
671,7.2795,0.59,6.96,92.45,10.88,939.4,67.8,17.8,14.4,23.2,Training,6.778524483725173
673,5.1542,0.59,6.96,92.45,10.88,979.0,67.8,17.8,14.4,23.2,Training,4.930064870742395
674,1.2998,0.59,6.96,92.45,10.88,1129.6,67.8,17.8,14.4,23.2,Training,1.1873803199148638
677,0.6974,0.59,6.96,92.45,10.88,1191.8,67.8,17.8,14.4,23.2,Training,0.7538164692935041
678,2.968,0.59,6.96,92.45,10.88,1039.0,67.8,17.8,14.4,23.2,Training,2.7825120093707234
686,0.5366,0.59,6.96,92.45,10.88,1256.5,67.8,17.8,14.4,23.2,Training,0.5783125772919537
689,0.355,0.39,20.93,78.68,14.1,1169.0,49.0,32.0,16.0,21.0,Training,0.48237743015153817
690,0.716,0.39,20.93,78.68,15.2,1105.4,49.0,32.0,16.0,21.0,Training,0.7169111944484486
691,1.574,0.39,20.93,78.68,16.3,1034.3,49.0,32.0,16.0,21.0,Training,1.5139970525042588
693,0.226,0.39,20.93,78.68,28.9,1171.8,49.0,32.0,16.0,21.0,Training,0.35899811432446566
695,1.179,0.39,20.93,78.68,25.9,1036.8,49.0,32.0,16.0,21.0,Training,1.2139982019511575
696,2.242,0.39,20.93,78.68,28.1,974.5,49.0,32.0,16.0,21.0,Training,2.346323130355988
697,3.889,0.39,20.93,78.68,24.8,928.5,49.0,32.0,16.0,21.0,Training,3.8286891835399413
698,4.671,0.39,20.93,78.68,27.7,874.9,49.0,32.0,16.0,21.0,Training,4.394610741262469
699,4.025,0.39,20.93,78.68,30.4,854.6,49.0,32.0,16.0,21.0,Training,4.255112347134534
700,5.142,0.39,20.93,78.68,25.5,848.4,49.0,32.0,16.0,21.0,Training,4.59881239642528
701,4.777,0.39,20.93,78.68,31.5,814.8,49.0,32.0,16.0,21.0,Training,4.443531740137848
702,0.064,1.28,20.74,77.98,16.8,1235.7,49.0,32.0,16.0,21.0,Training,0.2377564649086617
703,0.175,1.28,20.74,77.98,14.9,1174.3,49.0,32.0,16.0,21.0,Training,0.3954684921045542
704,0.266,1.28,20.74,77.98,16.1,1110.6,49.0,32.0,16.0,21.0,Training,0.43503174480208734
705,0.931,1.28,20.74,77.98,15.7,998.1,49.0,32.0,16.0,21.0,Training,1.1875043537945973
706,3.865,1.28,20.74,77.98,14.7,876.9,49.0,32.0,16.0,21.0,Training,4.226658612635917
708,5.535,1.28,20.74,77.98,13.1,750.0,49.0,32.0,16.0,21.0,Training,5.188728934613139
711,8.176,1.28,20.74,77.98,16.2,702.1,49.0,32.0,16.0,21.0,Training,7.183667183661889
712,0.042,1.28,20.74,77.98,31.0,1194.5,49.0,32.0,16.0,21.0,Training,0.15304796760616274
713,0.203,1.28,20.74,77.98,30.5,1087.2,49.0,32.0,16.0,21.0,Training,0.42953194420792823
714,0.695,1.28,20.74,77.98,30.5,998.0,49.0,32.0,16.0,21.0,Training,0.7715907354465257
715,1.759,1.28,20.74,77.98,29.4,925.7,49.0,32.0,16.0,21.0,Training,1.6730338385379524
716,2.233,1.28,20.74,77.98,29.0,872.6,49.0,32.0,16.0,21.0,Training,2.151263834797821
717,3.109,1.276,20.74,77.984,23.3,874.0,49.0,32.0,16.0,19.91,Training,2.391845960425621
719,1.23,1.276,20.74,77.984,31.4,934.0,49.0,32.0,16.0,19.91,Training,1.4152541144869923
720,1.358,1.276,20.74,77.984,24.0,952.0,49.0,32.0,16.0,19.91,Training,1.2696052699233709
723,0.777,1.276,20.74,77.984,32.5,974.0,49.0,32.0,16.0,19.91,Training,0.9284741099578266
726,0.4,1.276,20.74,77.984,36.1,1022.0,49.0,32.0,16.0,19.91,Training,0.6151435143218303
730,0.138,1.276,20.74,77.984,24.8,1130.0,49.0,32.0,16.0,19.91,Training,0.24817528150243467
732,0.052,1.276,20.74,77.984,27.0,1192.0,49.0,32.0,16.0,19.91,Training,0.16224147435223357
733,0.034,1.276,20.74,77.984,29.2,1220.0,49.0,32.0,16.0,19.91,Training,0.13384505144733502
734,0.528,1.276,20.74,77.984,49.3,961.0,49.0,32.0,16.0,19.91,Training,0.8544767384260844
735,0.286,1.276,20.74,77.984,50.9,1009.0,49.0,32.0,16.0,19.91,Training,0.5950456097785253
737,0.08,1.276,20.74,77.984,47.8,1124.0,49.0,32.0,16.0,19.91,Training,0.2217314416030305
740,1.109,0.615,10.0,89.385,19.7,1067.0,49.0,32.0,16.0,19.91,Training,1.0133677852193912
741,1.137,0.615,10.0,89.385,17.7,1072.0,49.0,32.0,16.0,19.91,Training,1.0381049403280098
746,0.569,0.615,10.0,89.385,17.7,1127.0,49.0,32.0,16.0,19.91,Training,0.714448975000388
748,2.584,1.276,20.74,77.984,21.8,753.0,49.0,32.0,16.0,19.91,Training,2.476360600596063
752,2.742,1.276,20.74,77.984,19.7,786.0,49.0,32.0,16.0,19.91,Training,2.476360600596063
754,1.961,0.642,20.87,78.488,19.6,970.0,49.0,32.0,16.0,19.91,Training,1.7789467751079846
756,0.873,0.642,20.87,78.488,19.9,1039.0,49.0,32.0,16.0,19.91,Training,0.9600797828726526
760,0.973,1.276,20.74,77.984,26.4,1000.0,49.0,32.0,16.0,19.91,Training,0.79689804278839
761,0.208,1.276,20.74,77.984,26.2,1100.0,49.0,32.0,16.0,19.91,Training,0.24817528150243467
765,0.07,1.276,20.74,77.984,21.9,1187.0,49.0,32.0,16.0,19.91,Training,0.2186284236833675
768,0.567,1.1282,21.0,77.8718,2.69,1290.0,99.6,0.0,0.0,26.4,Training,0.5119321706618444
769,0.778,1.117,21.0,77.883,3.08,1232.0,99.6,0.0,0.0,26.4,Training,0.5830169834643374
770,1.417,1.1058,21.0,77.8942,2.99,1147.0,99.6,0.0,0.0,26.4,Training,1.1705536856647138
775,0.268,1.1393,21.0,77.8607,6.08,1244.0,99.6,0.0,0.0,26.4,Training,0.3619760558076577
776,0.1062,1.1729,21.0,77.8272,6.81,1364.0,99.6,0.0,0.0,26.4,Training,0.21729508675432682
778,0.393,1.1952,21.0,77.8048,7.39,1168.0,99.6,0.0,0.0,26.4,Training,0.5202864533450302
780,1.118,1.2846,21.0,77.7155,8.27,1070.0,99.6,0.0,0.0,26.4,Training,1.246652610444184
782,1.227,1.0723,21.0,77.9277,8.15,1069.0,99.6,0.0,0.0,26.4,Training,1.2761989478955504
784,0.196,0.5027,21.0,78.4974,6.59,1278.0,99.6,0.0,0.0,26.4,Training,0.3032582107929278
785,0.451,0.5585,21.0,78.4415,7.37,1173.0,99.6,0.0,0.0,26.4,Training,0.5405823618475337
787,1.515,0.6367,21.0,78.3633,8.19,1053.0,99.6,0.0,0.0,26.4,Training,1.3452905406792743
788,1.231,2.4462,21.0,76.5538,8.2,1070.0,99.6,0.0,0.0,26.4,Training,1.1632575036347488
789,0.348,1.3828,21.0,77.6172,5.98,1201.0,82.5,16.6,0.9,23.57,Training,0.42936447210097833
791,0.813,1.4732,21.0,77.5268,6.01,1128.0,82.5,16.6,0.9,23.57,Training,0.9063365768400768
793,0.533,1.6575,21.0,77.3425,6.04,1175.0,99.0,1.0,0.0,22.88,Training,0.5533369122564923
795,2.488,1.9104,21.0,77.0896,5.57,1065.0,99.0,1.0,0.0,22.88,Training,1.794260025299052
796,0.859,1.5732,21.0,77.4268,6.17,1136.0,99.0,1.0,0.0,22.88,Training,0.7991241610196879
797,0.272,1.2034,21.0,77.7966,6.14,1210.0,98.0,2.0,0.0,24.6,Training,0.37248674867965853
798,0.511,1.0951,21.0,77.9049,6.27,1148.0,98.0,2.0,0.0,24.6,Training,0.7542667344051838
799,1.681,1.6246,21.0,77.3754,5.73,1055.0,98.0,2.0,0.0,24.6,Training,1.5187365676446185
800,0.703,1.408,21.0,77.592,6.36,1123.0,98.0,2.0,0.0,24.6,Training,0.8299213596762917
801,1.422,0.9463,21.0,78.0537,5.26,1095.0,90.0,10.0,0.0,25.5,Training,1.2936917888594934
802,0.633,1.3085,21.0,77.6915,5.23,1162.0,90.0,10.0,0.0,25.5,Training,0.7239926057832229
803,0.279,1.3085,21.0,77.6915,5.22,1225.0,90.0,10.0,0.0,25.5,Training,0.47535081350097014
804,0.518,1.0982,21.0,77.9018,5.76,1165.0,90.0,10.0,0.0,25.5,Training,0.5846771979813358
806,0.112,1.6929,21.0,0.0,16.1,1220.0,38.66,41.81,19.52,22.0,Training,0.19343998956496639
807,0.257,1.9772,21.0,0.0,17.9,1120.0,38.66,41.81,19.52,22.0,Training,0.27441291597996803
808,0.149,1.8351,21.0,0.0,17.0,1188.0,38.66,41.81,19.52,22.0,Training,0.20832733602371564
809,0.729,0.7754,21.0,0.0,17.26,1054.0,38.66,41.81,19.52,22.0,Training,0.6021839038571278
810,0.299,1.0855,21.0,0.0,17.3,1140.0,38.66,41.81,19.52,22.0,Training,0.34174864055472953
811,0.296,1.3957,21.0,0.0,18.1,1105.0,38.66,41.81,19.52,22.0,Training,0.3073724870045472
814,0.19,1.3698,21.0,0.0,34.11,1107.0,38.66,41.81,19.52,22.0,Training,0.2805632115654478
816,0.25,1.2148,21.0,0.0,34.59,1080.0,38.66,41.81,19.52,22.0,Training,0.3202938189433998
817,0.418,1.4215,21.0,0.0,35.95,1022.0,38.66,41.81,19.52,22.0,Training,0.4825248981999853
818,0.532,0.2511,4.0,0.0,11.96,1286.0,38.66,41.81,19.52,22.0,Training,0.5682539867249847
825,0.77,0.2486,4.0,0.0,12.66,1240.0,38.66,41.81,19.52,22.0,Training,0.7692155921253728
826,2.039,0.2486,4.0,0.0,12.87,1173.0,38.66,41.81,19.52,22.0,Training,1.6058506625892688
827,0.365,0.2732,4.0,0.0,15.12,1317.0,38.66,41.81,19.52,22.0,Training,0.585346421671136
828,0.232,0.2511,4.0,0.0,14.8,1374.0,38.66,41.81,19.52,22.0,Training,0.42071859620793606
831,1.05,0.2757,4.0,0.0,15.83,1198.0,38.66,41.81,19.52,22.0,Training,1.1500965036429827
833,0.653,0.1058,4.0,0.0,12.54,1231.0,38.66,41.81,19.52,22.0,Training,0.723312531988937
835,1.403,0.1206,4.0,0.0,12.82,1182.0,38.66,41.81,19.52,22.0,Training,1.442531719872144
838,0.215,0.1182,4.0,0.0,12.16,1334.0,38.66,41.81,19.52,22.0,Training,0.485861501505726
840,0.942,0.5095,4.0,0.0,12.27,1243.0,38.66,41.81,19.52,22.0,Training,0.6440488183968924
841,0.403,0.5268,4.0,0.0,11.87,1324.0,38.66,41.81,19.52,22.0,Training,0.539604635016412
842,1.967,0.5194,4.0,0.0,12.4,1169.0,38.66,41.81,19.52,22.0,Training,1.3289579830926492
845,0.822,0.3077,4.0,0.0,53.8,1110.0,38.66,41.81,19.52,22.0,Training,0.9984888629329752
846,0.599,0.2978,4.0,0.0,50.09,1147.0,38.66,41.81,19.52,22.0,Training,0.9588838583894645
847,0.253,0.2978,4.0,0.0,49.28,1235.0,38.66,41.81,19.52,22.0,Training,0.48144987970768854
849,2.613,0.2609,4.0,0.0,52.21,1030.0,38.66,41.81,19.52,22.0,Training,2.3053761839978715
850,0.343,1.2637,20.7429,77.9934,11.25,1169.0,38.66,41.81,19.52,22.0,Training,0.4077591947390009
851,0.793,1.1122,20.7747,78.113,11.89,1103.0,38.66,41.81,19.52,22.0,Training,0.665502247643218
853,1.593,1.5402,20.6848,77.7749,11.35,1034.0,38.66,41.81,19.52,22.0,Training,1.3907873408717395
854,0.355,1.0996,20.7774,78.123,10.45,1174.0,38.66,41.81,19.52,22.0,Training,0.41896906602388634
856,1.385,1.2385,20.7482,78.0133,11.59,1052.0,38.66,41.81,19.52,22.0,Training,1.2229573196707815
859,0.125,0.4761,20.9084,78.6155,10.34,1256.0,38.66,41.81,19.52,22.0,Training,0.27526530643577335
860,0.43,0.5401,20.8949,78.565,11.2,1161.0,38.66,41.81,19.52,22.0,Training,0.5418482041884649
862,1.3,0.5145,20.9003,78.5852,11.42,1087.0,38.66,41.81,19.52,22.0,Training,1.0848162488562538
863,0.8,0.5273,20.8976,78.5751,11.28,1120.0,38.66,41.81,19.52,22.0,Training,0.8054570114786936
864,0.255,0.4889,20.9057,78.6054,10.57,1200.0,38.66,41.81,19.52,22.0,Training,0.3469377377892531
865,1.545,1.087,20.7801,78.133,14.8,1008.0,38.66,41.81,19.52,22.0,Training,1.3272420864065606
866,0.517,1.2637,20.7429,77.9934,14.1,1109.0,38.66,41.81,19.52,22.0,Training,0.6039353956964171
867,0.133,1.2385,20.7482,78.0133,13.0,1247.0,38.66,41.81,19.52,22.0,Training,0.2580377106150052
869,0.245,1.2007,20.7562,78.0432,34.59,1080.0,38.66,41.81,19.52,22.0,Training,0.3982362371146214
870,0.415,1.4022,20.7138,77.884,35.95,1022.0,38.66,41.81,19.52,22.0,Training,0.6027997940604278
877,0.303,0.9554,21.0,0.0,15.8,1153.0,49.0,32.0,16.0,21.7,Training,0.6749483438115735
878,0.452,1.3897,21.0,0.0,16.6,1072.0,49.0,32.0,16.0,21.7,Training,0.6675912359374798
