Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,n-i-alkanes,cyclic-alkanes,Aromatics,Formula_H,Set,IDT_ms_pred
880,0.152,0.9182,21.0,0.0,15.7,1209.0,49.0,32.0,16.0,21.7,Training,0.5221345578805815
885,0.314,1.6254,21.0,0.0,16.6,1112.0,49.0,32.0,16.0,21.7,Training,0.5441553269588097
889,0.523,0.234,4.0,0.0,12.39,1285.0,49.0,32.0,16.0,21.7,Training,0.6466052196955592
890,2.711,0.2482,4.0,0.0,13.16,1145.0,49.0,32.0,16.0,21.7,Training,1.7220760950865037
891,0.267,0.2411,4.0,0.0,12.31,1356.0,49.0,32.0,16.0,21.7,Training,0.48376678940075124
892,0.17,0.2245,4.0,0.0,11.78,1411.0,49.0,32.0,16.0,21.7,Training,0.4709705916624229
895,0.497,0.2411,4.0,0.0,15.33,1278.0,49.0,32.0,16.0,21.7,Training,0.7429192497914137
896,0.76,0.2458,4.0,0.0,15.38,1229.0,49.0,32.0,16.0,21.7,Training,0.806219054535343
897,2.094,0.234,4.0,0.0,15.93,1161.0,49.0,32.0,16.0,21.7,Training,1.5975629397849456
899,1.535,0.2718,4.0,0.0,12.95,1199.0,49.0,32.0,16.0,21.7,Training,1.3403938392652242
900,0.164,0.208,4.0,0.0,1.28,1483.0,49.0,32.0,16.0,21.7,Training,0.45447533148772445
901,0.431,0.1938,4.0,0.0,1.34,1421.0,49.0,32.0,16.0,21.7,Training,0.531637442689937
902,1.185,0.2434,4.0,0.0,1.35,1338.0,49.0,32.0,16.0,21.7,Training,0.9180242754097441
910,0.296,1.4435,20.7051,77.8513,11.61,1166.0,49.0,32.0,16.0,21.7,Training,0.40824218425632963
912,0.718,1.3591,20.7229,77.918,9.86,1109.0,49.0,32.0,16.0,21.7,Training,0.6320380895755645
913,1.44,1.3832,20.7178,77.899,11.05,1031.0,49.0,32.0,16.0,21.7,Training,1.2871855313255869
915,0.21,1.3107,20.733,77.9562,10.24,1208.0,49.0,32.0,16.0,21.7,Training,0.2725041587234012
917,0.93,1.1897,20.7585,78.0518,11.65,1074.0,49.0,32.0,16.0,21.7,Training,0.9184782110107977
918,1.221,1.2745,20.7407,77.9849,15.2,1011.0,49.0,32.0,16.0,21.7,Training,1.1844546639337858
919,0.715,1.3712,20.7203,77.9085,14.4,1072.0,49.0,32.0,16.0,21.7,Training,0.8422136737369417
921,0.458,1.4957,21.0,0.0,17.2,1061.0,32.0,47.4,20.6,22.3,Training,0.5050897209833535
922,0.16,0.9573,21.0,0.0,15.8,1194.0,32.0,47.4,20.6,22.3,Training,0.43745851132821356
923,0.506,1.2444,21.0,0.0,17.1,1053.0,32.0,47.4,20.6,22.3,Training,0.5562200219051084
924,0.444,1.041,21.0,0.0,16.9,1085.0,32.0,47.4,20.6,22.3,Training,0.40096830224162266
926,1.754,0.2325,4.0,0.0,12.84,1185.0,32.0,47.4,20.6,22.3,Training,1.4985505725597223
928,0.8,0.237,4.0,0.0,12.75,1242.0,32.0,47.4,20.6,22.3,Training,0.7692155921253728
931,0.237,0.2051,4.0,0.0,11.82,1386.0,32.0,47.4,20.6,22.3,Training,0.34036648005575043
932,2.275,0.253,4.0,0.0,15.7,1146.0,32.0,47.4,20.6,22.3,Training,1.8285567637361009
934,0.815,0.2621,4.0,0.0,15.26,1219.0,32.0,47.4,20.6,22.3,Training,0.7758291480869958
935,0.507,0.2142,4.0,0.0,15.17,1278.0,32.0,47.4,20.6,22.3,Training,0.6119091664219325
937,0.23,0.2644,4.0,0.0,14.99,1374.0,32.0,47.4,20.6,22.3,Training,0.4287607464848338
938,1.381,1.323,20.7305,77.9466,12.63,1024.0,32.0,47.4,20.6,22.3,Training,1.3390863378251767
939,0.64,1.019,20.7943,78.1867,11.99,1118.0,32.0,47.4,20.6,22.3,Training,0.6760057709603186
941,0.199,1.4859,20.6962,77.8179,30.63,1092.0,32.0,47.4,20.6,22.3,Training,0.3338517926506781
942,0.517,1.0776,20.782,78.1404,32.36,1029.0,32.0,47.4,20.6,22.3,Training,0.6428253563708592
943,1.452,1.4045,20.7133,77.8822,15.3,999.0,32.0,47.4,20.6,22.3,Training,1.3268299730778543
944,0.498,1.4394,20.706,77.8546,14.6,1087.0,32.0,47.4,20.6,22.3,Training,0.7455774364788643
946,0.377,1.5323,20.6865,77.7812,14.0,1138.0,32.0,47.4,20.6,22.3,Training,0.5313305882269481
947,0.566,0.2508,4.0,0.0,12.51,1296.0,39.0,60.7,0.3,24.1,Training,0.6373338207108921
949,0.26,0.2419,4.0,0.0,12.35,1379.0,39.0,60.7,0.3,24.1,Training,0.39241126618765626
951,1.007,0.233,4.0,0.0,13.03,1217.0,39.0,60.7,0.3,24.1,Training,0.899998808032962
957,0.061,0.1975,4.0,0.0,1.09,1610.0,39.0,60.7,0.3,24.1,Training,0.24666304675421072
960,0.515,0.2508,4.0,0.0,1.14,1436.0,39.0,60.7,0.3,24.1,Training,0.38414891591468003
962,0.231,0.324,4.0,0.0,1.09,1537.0,39.0,60.7,0.3,24.1,Training,0.2985898509618361
963,0.053,0.2996,4.0,0.0,1.14,1694.0,39.0,60.7,0.3,24.1,Training,0.28047568828833597
964,0.349,1.2545,20.7449,78.0007,10.8,1152.0,39.0,60.7,0.3,24.1,Training,0.49368004651118896
965,1.703,1.3566,20.7234,77.92,11.99,1010.0,39.0,60.7,0.3,24.1,Training,1.3790598557253086
967,0.144,1.1179,20.7735,78.1085,10.24,1233.0,39.0,60.7,0.3,24.1,Training,0.28089078196038375
969,0.174,0.2124,4.0,0.0,1.16,1508.0,53.1,46.2,0.7,25.6,Training,0.4318620015306531
970,0.041,0.1934,4.0,0.0,1.22,1608.0,53.1,46.2,0.7,25.6,Training,0.4300717469966665
973,0.382,0.1871,4.0,0.0,1.21,1442.0,53.1,46.2,0.7,25.6,Training,0.5025989658712889
974,0.671,0.1955,4.0,0.0,1.28,1385.0,53.1,46.2,0.7,25.6,Training,0.5450338816791439
976,1.883,0.2145,4.0,0.0,1.43,1284.0,53.1,46.2,0.7,25.6,Training,1.1540545256097654
977,1.277,1.0598,20.7858,78.1545,11.85,1030.0,53.1,46.2,0.7,25.6,Training,1.278935244266862
978,0.309,1.0057,20.7971,78.1972,10.65,1174.0,53.1,46.2,0.7,25.6,Training,0.47465986224247675
984,21.52,0.51,9.9,89.59,17.027,847.4,99.6,0.0,0.0,26.4,Training,20.68536410489935
985,24.42,0.51,9.9,89.59,17.035,847.6,99.6,0.0,0.0,26.4,Training,23.131776290646634
989,9.69,0.51,9.9,89.59,17.271,891.9,99.6,0.0,0.0,26.4,Training,9.240378198135575
992,4.24,0.51,9.9,89.59,18.325,962.6,99.6,0.0,0.0,26.4,Training,3.97014662655643
994,4.08,0.51,9.9,89.59,16.167,982.9,99.6,0.0,0.0,26.4,Training,3.987405104214511
996,2.42,0.51,9.9,89.59,14.306,1021.0,99.6,0.0,0.0,26.4,Training,2.355382952979778
997,1.85,0.51,9.9,89.59,17.014,1042.3,99.6,0.0,0.0,26.4,Training,1.8266595060222681
1000,1.4,0.51,9.9,89.59,14.461,1078.9,99.6,0.0,0.0,26.4,Training,1.3167765669897722
1001,0.92542,0.51,9.9,89.59,15.731,1128.2,99.6,0.0,0.0,26.4,Training,0.971685373229309
1002,0.53416,0.51,9.9,89.59,16.495,1210.6,99.6,0.0,0.0,26.4,Training,0.3864621029495553
1003,0.36966,0.51,9.9,89.59,16.06,1271.9,99.6,0.0,0.0,26.4,Training,0.4211756653643085
1005,0.18554,0.51,9.9,89.59,16.666,1388.9,99.6,0.0,0.0,26.4,Training,0.251729082891857
1006,0.11695,0.51,9.9,89.59,18.31,1448.5,99.6,0.0,0.0,26.4,Training,0.12858501995763355
1007,0.06834,0.51,9.9,89.59,18.176,1508.7,99.6,0.0,0.0,26.4,Training,0.12346088217906799
1009,0.0269614,0.51,9.9,89.59,19.002,1712.1,99.6,0.0,0.0,26.4,Training,0.2538622936781863
1010,7.94,1.0,9.8,89.2,16.9702,893.9,99.6,0.0,0.0,26.4,Training,7.45109578033282
1012,4.67,1.0,9.8,89.2,17.9277,944.8,99.6,0.0,0.0,26.4,Training,4.467355858179424
1014,3.25,1.0,9.8,89.2,15.5522,999.2,99.6,0.0,0.0,26.4,Training,2.7224939079981736
1017,1.43,1.0,9.8,89.2,15.9668,1071.5,99.6,0.0,0.0,26.4,Training,1.3931857217145094
1019,0.925596,1.0,9.8,89.2,16.4639,1109.8,99.6,0.0,0.0,26.4,Training,0.8794074588318488
1023,0.590361,1.0,9.8,89.2,14.2725,1193.6,99.6,0.0,0.0,26.4,Training,0.5840011502211541
1025,0.37485,1.0,9.8,89.2,15.9366,1250.7,99.6,0.0,0.0,26.4,Training,0.3579523394473664
1028,0.269318,1.0,9.8,89.2,17.7899,1309.6,99.6,0.0,0.0,26.4,Training,0.2559665451677243
1030,0.219633,1.0,9.8,89.2,16.6895,1351.9,99.6,0.0,0.0,26.4,Training,0.2268299775687949
1031,0.18499,1.0,9.8,89.2,14.5907,1402.5,99.6,0.0,0.0,26.4,Training,0.25948105963811385
1032,0.118375,1.0,9.8,89.2,15.8992,1458.7,99.6,0.0,0.0,26.4,Training,0.25770226879082153
1033,0.0959756,1.0,9.8,89.2,11.39,1552.0,99.6,0.0,0.0,26.4,Training,0.23501406145130765
1034,0.0718422,1.0,9.8,89.2,17.7198,1531.5,99.6,0.0,0.0,26.4,Training,0.21125571056948736
1037,0.0482995,1.0,9.8,89.2,15.9881,1607.2,99.6,0.0,0.0,26.4,Training,0.24338820324276703
1041,0.457,1.224,20.751,78.025,10.7,1148.0,52.7,30.8,16.5,26.4,Training,0.6486539642710842
1047,0.802,1.224,20.751,78.025,10.3,1099.0,52.7,30.8,16.5,26.4,Training,0.715300336538599
1050,0.348,1.224,20.751,78.025,12.3,1156.0,52.7,30.8,16.5,26.4,Training,0.5475453854968964
1053,1.301,1.224,20.751,78.025,10.6,1040.0,52.7,30.8,16.5,26.4,Training,1.2866228812346703
1056,1.14,1.224,20.751,78.025,7.6,1085.0,52.7,30.8,16.5,26.4,Training,1.0391780783001165
1058,0.373,1.224,20.751,78.025,9.4,1191.0,52.7,30.8,16.5,26.4,Training,0.4756603143317937
1061,0.332,1.224,20.751,78.025,24.8,1076.0,52.7,30.8,16.5,26.4,Training,0.46868677969346795
1063,0.216,1.224,20.751,78.025,24.6,1125.0,52.7,30.8,16.5,26.4,Training,0.29492972294071435
1066,0.71,1.224,20.751,78.025,25.0,987.0,52.7,30.8,16.5,26.4,Training,0.8126116849070186
1067,0.525,1.224,20.751,78.025,24.8,1021.0,52.7,30.8,16.5,26.4,Training,0.6693411018384068
1069,0.181,0.616,20.87,78.505,9.9,1252.0,52.7,30.8,16.5,26.4,Training,0.3280387718338371
1071,0.857,0.616,20.87,78.505,10.1,1106.0,52.7,30.8,16.5,26.4,Training,0.808817805785755
1072,0.592,0.616,20.87,78.505,10.0,1144.0,52.7,30.8,16.5,26.4,Training,0.7508166623476373
1076,2.044,0.616,20.87,78.505,10.7,1022.0,52.7,30.8,16.5,26.4,Training,1.6103639295344834
1079,0.148,0.616,20.87,78.505,25.0,1193.0,52.7,30.8,16.5,26.4,Training,0.25862765581408215
1080,0.316,0.616,20.87,78.505,25.1,1128.0,52.7,30.8,16.5,26.4,Training,0.3936149506226701
1081,1.001,0.616,20.87,78.505,26.1,1010.0,52.7,30.8,16.5,26.4,Training,0.9801705029350944
1084,0.241,0.616,20.87,78.505,22.6,1160.0,52.7,30.8,16.5,26.4,Training,0.32987260599540863
1085,3.081,0.616,20.87,78.505,20.0,790.0,52.7,30.8,16.5,26.4,Training,2.9830440048429576
1088,3.311,0.616,20.87,78.505,19.6,883.0,52.7,30.8,16.5,26.4,Training,2.9653801364632963
1090,0.688,1.1521,20.7664,78.0815,10.6,1106.0,37.7,62.1,0.2,24.1,Training,0.7064751112596878
1092,0.175,1.1521,20.7664,78.0815,9.7,1264.0,37.7,62.1,0.2,24.1,Training,0.20680715245706965
1094,1.534,1.1521,20.7664,78.0815,10.5,1013.0,37.7,62.1,0.2,24.1,Training,1.4059077044910133
1098,0.656,1.1521,20.7664,78.0815,24.2,1005.0,37.7,62.1,0.2,24.1,Training,0.6890184258578563
1100,0.283,1.1521,20.7664,78.0815,23.2,1115.0,37.7,62.1,0.2,24.1,Training,0.35356521126085816
1101,0.197,1.1521,20.7664,78.0815,21.7,1170.0,37.7,62.1,0.2,24.1,Training,0.2512680643789984
1105,2.141,0.5794,20.8867,78.5339,10.3,1024.0,37.7,62.1,0.2,24.1,Training,1.7230121586894702
1108,0.886,0.5794,20.8867,78.5339,9.4,1103.0,37.7,62.1,0.2,24.1,Training,0.8694810399213849
1109,1.258,0.5794,20.8867,78.5339,10.2,1065.0,37.7,62.1,0.2,24.1,Training,1.371620848467226
1110,0.343,0.5794,20.8867,78.5339,9.7,1199.0,37.7,62.1,0.2,24.1,Training,0.5674885607599006
1114,0.511,0.5794,20.8867,78.5339,24.7,1066.0,37.7,62.1,0.2,24.1,Training,0.7593369517812927
1115,0.229,0.5794,20.8867,78.5339,24.1,1155.0,37.7,62.1,0.2,24.1,Training,0.3397741727703725
1116,0.849,0.5794,20.8867,78.5339,25.7,1013.0,37.7,62.1,0.2,24.1,Training,0.9526644110521886
1119,4.136,0.5794,20.8867,78.5339,16.0,785.0,37.7,62.1,0.2,24.1,Training,4.244485776812027
1120,0.337,0.5794,20.8867,78.5339,20.3,885.0,37.7,62.1,0.2,24.1,Training,0.9651788657669956
