y,ignore,names,csv_name
IDT_ms,['Point'],Point,/home/xb/wqd2023/ML_NSFC_2024/ML_JetFuel/IDT-2025.08/2D_GC/TEST_2/CURATE/Ignition_2D_GC_ML_CURATE.csv
