train,split,model,type,seed,y,names,error_type,X_descriptors,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,alpha,shuffle,tol,early_stopping,beta_1,beta_2,epsilon,rmse
80,KN,NN,reg,8,IDT_ms,Point,rmse,"['X_Fuel', 'X_O2', 'X_N2', 'P', 'T', 'iso-alkanes', 'monicyclic-alkanes', 'polycyclic-alkanes', 'Aromatics', 'Others', 'Formula_H']",4,"[8, 8, 8]",0.01,200,0.1,0.0001,False,0.0001,False,0.999,0.999,1e-08,0.7411572328865597
