train,split,model,type,seed,y,names,error_type,X_descriptors,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,alpha,shuffle,tol,early_stopping,beta_1,beta_2,epsilon,rmse
80,KN,NN,reg,233,IDT_ms,Point,rmse,"['X_Fuel', 'X_O2', 'X_N2', 'P', 'T', 'n-i-alkanes']",32,"[16, 16]",0.001,200,0.2,0.0001,False,0.0001,False,0.999,0.999,1e-08,0.792241067138947
