Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,Formula_H,Set,IDT_ms_pred
605,0.563,1.258,20.74,78.0,20.4,1033.0,23.57,Training,0.5921833333333333
606,0.303,1.258,20.74,78.0,21.5,1080.0,23.57,Training,0.33995000000000025
607,0.135,1.258,20.74,78.0,20.3,1151.0,23.57,Training,0.19254166666666622
609,0.045,1.258,20.74,78.0,20.8,1252.0,23.57,Training,0.07084965
610,0.027,1.258,20.74,78.0,21.9,1323.0,23.57,Training,0.06395388333333356
611,6.9798,0.59,20.88,78.53,10.88,921.5,23.2,Training,5.925612500000003
612,3.2174,0.59,20.88,78.53,10.88,968.9,23.2,Training,2.8746833333333335
614,0.8717,0.59,20.88,78.53,10.88,1084.6,23.2,Training,1.0286116666666671
616,0.2536,0.59,20.88,78.53,10.88,1237.2,23.2,Training,0.24805166666666675
618,7.232,0.59,20.88,78.53,10.88,785.2,23.2,Training,6.841988333333343
619,6.4533,0.59,20.88,78.53,10.88,844.1,23.2,Training,6.666389166666672
620,6.7579,0.59,20.88,78.53,10.88,881.9,23.2,Training,6.741515000000005
623,0.3403,0.59,20.88,78.53,10.88,1161.7,23.2,Training,0.38389166666666635
628,5.7043,1.18,20.75,78.07,10.88,773.2,23.2,Training,5.8348749999999985
629,6.3575,1.18,20.75,78.07,10.88,829.0,23.2,Training,5.9083450000000015
630,4.5319,1.18,20.75,78.07,10.88,891.7,23.2,Training,4.780185000000002
631,2.4805,1.18,20.75,78.07,10.88,952.1,23.2,Training,2.3049850000000016
633,0.9814,1.18,20.75,78.07,10.88,1047.1,23.2,Training,1.2675550000000002
634,0.5424,1.18,20.75,78.07,10.88,1102.0,23.2,Training,0.6276833333333336
636,0.2137,1.18,20.75,78.07,10.88,1226.5,23.2,Training,0.22435833333333344
637,4.9193,1.76,20.63,77.61,10.88,795.9,23.2,Training,4.997318333333331
638,4.3233,1.76,20.63,77.61,10.88,749.4,23.2,Training,4.807082499999999
640,4.9722,1.76,20.63,77.61,10.88,883.7,23.2,Training,4.611824999999998
641,1.9295,1.76,20.63,77.61,10.88,960.8,23.2,Training,2.026648333333335
644,0.4712,1.76,20.63,77.61,10.88,1109.6,23.2,Training,0.4861799999999999
645,0.2169,1.76,20.63,77.61,10.88,1225.8,23.2,Training,0.23267833333333338
646,10.0378,0.59,10.44,88.97,10.88,817.0,23.2,Training,10.26436583333333
647,8.8067,0.59,10.44,88.97,10.88,864.4,23.2,Training,9.045010833333327
651,3.5289,0.59,10.44,88.97,10.88,958.6,23.2,Training,3.739785833333331
652,1.5373,0.59,10.44,88.97,10.88,1044.6,23.2,Training,1.8552700000000004
655,8.9756,0.59,10.44,88.97,10.88,908.8,23.2,Training,8.114679999999995
657,2.5072,0.59,10.44,88.97,10.88,1008.5,23.2,Training,2.4045458333333323
658,1.0052,0.59,10.44,88.97,10.88,1099.5,23.2,Training,1.0275705166666669
659,0.5186,0.59,10.44,88.97,10.88,1185.7,23.2,Training,0.5600429833333338
660,0.2088,0.59,10.44,88.97,10.88,1302.0,23.2,Training,0.2221765333333335
661,0.0827,0.59,10.44,88.97,10.88,1397.4,23.2,Training,0.12783520333333137
671,7.2795,0.59,6.96,92.45,10.88,939.4,23.2,Training,6.2267350000000015
674,1.2998,0.59,6.96,92.45,10.88,1129.6,23.2,Training,1.0835025999999999
677,0.6974,0.59,6.96,92.45,10.88,1191.8,23.2,Training,0.6732237500000005
678,2.968,0.59,6.96,92.45,10.88,1039.0,23.2,Training,2.521101666666666
686,0.5366,0.59,6.96,92.45,10.88,1256.5,23.2,Training,0.6688478833333334
689,0.355,0.39,20.93,78.68,14.1,1169.0,21.0,Training,0.37137425000000013
690,0.716,0.39,20.93,78.68,15.2,1105.4,21.0,Training,0.730911666666667
691,1.574,0.39,20.93,78.68,16.3,1034.3,21.0,Training,1.4622666666666664
693,0.226,0.39,20.93,78.68,28.9,1171.8,21.0,Training,0.2826228333333334
694,0.755,0.39,20.93,78.68,27.5,1061.5,21.0,Training,1.0140333333333338
695,1.179,0.39,20.93,78.68,25.9,1036.8,21.0,Training,1.2008416666666664
696,2.242,0.39,20.93,78.68,28.1,974.5,21.0,Training,1.979056666666668
697,3.889,0.39,20.93,78.68,24.8,928.5,21.0,Training,3.916540000000003
698,4.671,0.39,20.93,78.68,27.7,874.9,21.0,Training,4.813394999999999
699,4.025,0.39,20.93,78.68,30.4,854.6,21.0,Training,5.19175
700,5.142,0.39,20.93,78.68,25.5,848.4,21.0,Training,5.5745499999999995
702,0.064,1.28,20.74,77.98,16.8,1235.7,21.0,Training,0.07841666666666665
703,0.175,1.28,20.74,77.98,14.9,1174.3,21.0,Training,0.2170000000000001
704,0.266,1.28,20.74,77.98,16.1,1110.6,21.0,Training,0.32770666666666637
705,0.931,1.28,20.74,77.98,15.7,998.1,21.0,Training,1.2166916666666663
706,3.865,1.28,20.74,77.98,14.7,876.9,21.0,Training,4.654398333333335
708,5.535,1.28,20.74,77.98,13.1,750.0,21.0,Training,5.544940000000002
709,5.533,1.28,20.74,77.98,14.9,734.3,21.0,Training,5.700813333333333
711,8.176,1.28,20.74,77.98,16.2,702.1,21.0,Training,7.157104999999998
712,0.042,1.28,20.74,77.98,31.0,1194.5,21.0,Training,0.07193333333333267
713,0.203,1.28,20.74,77.98,30.5,1087.2,21.0,Training,0.2269749999999999
714,0.695,1.28,20.74,77.98,30.5,998.0,21.0,Training,0.7612666666666666
715,1.759,1.28,20.74,77.98,29.4,925.7,21.0,Training,1.7584333333333335
716,2.233,1.28,20.74,77.98,29.0,872.6,21.0,Training,2.2875500000000004
717,3.109,1.276,20.74,77.984,23.3,874.0,19.91,Training,2.682591666666668
719,1.23,1.276,20.74,77.984,31.4,934.0,19.91,Training,1.7624166666666663
720,1.358,1.276,20.74,77.984,24.0,952.0,19.91,Training,1.357341666666667
723,0.777,1.276,20.74,77.984,32.5,974.0,19.91,Training,0.8542833333333331
726,0.4,1.276,20.74,77.984,36.1,1022.0,19.91,Training,0.4283999999999998
727,0.539,1.276,20.74,77.984,21.9,1035.0,19.91,Training,0.5314833333333336
732,0.052,1.276,20.74,77.984,27.0,1192.0,19.91,Training,0.06946666666666663
733,0.034,1.276,20.74,77.984,29.2,1220.0,19.91,Training,0.053716666666666565
734,0.528,1.276,20.74,77.984,49.3,961.0,19.91,Training,0.7425166666666666
735,0.286,1.276,20.74,77.984,50.9,1009.0,19.91,Training,0.501133333333335
737,0.08,1.276,20.74,77.984,47.8,1124.0,19.91,Training,0.12264166666666627
738,1.82,0.615,10.0,89.385,18.9,1025.0,19.91,Training,1.7756549999999984
740,1.109,0.615,10.0,89.385,19.7,1067.0,19.91,Training,1.200716666666667
741,1.137,0.615,10.0,89.385,17.7,1072.0,19.91,Training,1.2073566000000002
746,0.569,0.615,10.0,89.385,17.7,1127.0,19.91,Training,0.6904906000000013
752,2.742,1.276,20.74,77.984,19.7,786.0,19.91,Training,2.666566666666666
753,2.628,1.276,20.74,77.984,20.8,808.0,19.91,Training,2.569391666666668
756,0.873,0.642,20.87,78.488,19.9,1039.0,19.91,Training,0.8598333333333329
760,0.973,1.276,20.74,77.984,26.4,1000.0,19.91,Training,0.8772166666666663
762,0.123,1.276,20.74,77.984,25.5,1137.0,19.91,Training,0.14155000000000004
763,0.131,1.276,20.74,77.984,21.8,1145.0,19.91,Training,0.1426166666666667
765,0.07,1.276,20.74,77.984,21.9,1187.0,19.91,Training,0.08761666666666663
768,0.567,1.1282,21.0,77.8718,2.69,1290.0,26.4,Training,0.48226500000000294
769,0.778,1.117,21.0,77.883,3.08,1232.0,26.4,Training,0.6499666666666665
770,1.417,1.1058,21.0,77.8942,2.99,1147.0,26.4,Training,1.3099500000000004
772,0.368,1.0723,21.0,77.9277,2.52,1331.0,26.4,Training,0.32126888333333325
775,0.268,1.1393,21.0,77.8607,6.08,1244.0,26.4,Training,0.31258666666666957
776,0.1062,1.1729,21.0,77.8272,6.81,1364.0,26.4,Training,0.1389800000000021
777,0.492,1.1282,21.0,77.8718,6.26,1168.0,26.4,Training,0.47744666666666685
779,0.57,1.2399,21.0,77.7601,7.69,1127.0,26.4,Training,0.6535000000000001
780,1.118,1.2846,21.0,77.7155,8.27,1070.0,26.4,Training,1.177633333333333
782,1.227,1.0723,21.0,77.9277,8.15,1069.0,26.4,Training,1.2074899999999993
784,0.196,0.5027,21.0,78.4974,6.59,1278.0,26.4,Training,0.23627666666666938
785,0.451,0.5585,21.0,78.4415,7.37,1173.0,26.4,Training,0.4429710000000001
786,0.714,0.6032,21.0,78.3968,7.74,1126.0,26.4,Training,0.7688069999999996
787,1.515,0.6367,21.0,78.3633,8.19,1053.0,26.4,Training,1.483928333333333
788,1.231,2.4462,21.0,76.5538,8.2,1070.0,26.4,Training,1.1251833333333336
789,0.348,1.3828,21.0,77.6172,5.98,1201.0,23.57,Training,0.4074316666666666
791,0.813,1.4732,21.0,77.5268,6.01,1128.0,23.57,Training,0.7282000000000002
793,0.533,1.6575,21.0,77.3425,6.04,1175.0,22.88,Training,0.4749
794,0.471,1.798,21.0,77.202,5.98,1193.0,22.88,Training,0.47003333333333336
795,2.488,1.9104,21.0,77.0896,5.57,1065.0,22.88,Training,1.8478833333333327
797,0.272,1.2034,21.0,77.7966,6.14,1210.0,24.6,Training,0.35096666666666654
798,0.511,1.0951,21.0,77.9049,6.27,1148.0,24.6,Training,0.6567666666666668
799,1.681,1.6246,21.0,77.3754,5.73,1055.0,24.6,Training,1.681866666666666
800,0.703,1.408,21.0,77.592,6.36,1123.0,24.6,Training,0.7162333333333335
802,0.633,1.3085,21.0,77.6915,5.23,1162.0,25.5,Training,0.58685
803,0.279,1.3085,21.0,77.6915,5.22,1225.0,25.5,Training,0.40499999999999986
805,0.833,1.0398,21.0,77.9602,5.77,1133.0,25.5,Training,0.9116499999999996
806,0.112,1.6929,21.0,0.0,16.1,1220.0,22.0,Training,0.15161500000000003
807,0.257,1.9772,21.0,0.0,17.9,1120.0,22.0,Training,0.27230833333333315
808,0.149,1.8351,21.0,0.0,17.0,1188.0,22.0,Training,0.17364999999999986
809,0.729,0.7754,21.0,0.0,17.26,1054.0,22.0,Training,0.7014649999999998
810,0.299,1.0855,21.0,0.0,17.3,1140.0,22.0,Training,0.2950733333333332
811,0.296,1.3957,21.0,0.0,18.1,1105.0,22.0,Training,0.31228333333333325
815,0.187,1.2535,21.0,0.0,33.85,1092.0,22.0,Training,0.2545083333333334
817,0.418,1.4215,21.0,0.0,35.95,1022.0,22.0,Training,0.526833333333333
821,2.498,0.256,4.0,0.0,12.55,1155.0,22.0,Training,2.183400000000002
822,1.806,0.2634,4.0,0.0,12.42,1181.0,22.0,Training,1.6262099999999995
825,0.77,0.2486,4.0,0.0,12.66,1240.0,22.0,Training,0.8414166666666668
827,0.365,0.2732,4.0,0.0,15.12,1317.0,22.0,Training,0.44548333333333306
828,0.232,0.2511,4.0,0.0,14.8,1374.0,22.0,Training,0.27269999999999983
829,0.53,0.2732,4.0,0.0,15.42,1274.0,22.0,Training,0.6223260166666672
830,0.79,0.2806,4.0,0.0,15.56,1229.0,22.0,Training,0.7974999999999997
831,1.05,0.2757,4.0,0.0,15.83,1198.0,22.0,Training,1.145433333333333
832,2.2,0.2782,4.0,0.0,15.98,1154.0,22.0,Training,1.8026500000000014
834,1.279,0.1206,4.0,0.0,12.65,1193.0,22.0,Training,1.2919433333333326
836,2.12,0.1231,4.0,0.0,13.0,1157.0,22.0,Training,2.047783333333334
837,0.379,0.1206,4.0,0.0,12.24,1284.0,22.0,Training,0.5295500000000003
840,0.942,0.5095,4.0,0.0,12.27,1243.0,22.0,Training,0.7344416833333335
841,0.403,0.5268,4.0,0.0,11.87,1324.0,22.0,Training,0.38874834999999985
842,1.967,0.5194,4.0,0.0,12.4,1169.0,22.0,Training,1.4697316666666658
845,0.822,0.3077,4.0,0.0,53.8,1110.0,22.0,Training,0.9540800000000019
846,0.599,0.2978,4.0,0.0,50.09,1147.0,22.0,Training,0.8893966666666678
847,0.253,0.2978,4.0,0.0,49.28,1235.0,22.0,Training,0.5509000000000003
849,2.613,0.2609,4.0,0.0,52.21,1030.0,22.0,Training,2.155550000000001
851,0.793,1.1122,20.7747,78.113,11.89,1103.0,22.0,Training,0.7327033333333333
853,1.593,1.5402,20.6848,77.7749,11.35,1034.0,22.0,Training,1.4688333333333337
855,0.357,1.2259,20.7509,78.0232,10.54,1162.0,22.0,Training,0.35397833333333334
856,1.385,1.2385,20.7482,78.0133,11.59,1052.0,22.0,Training,1.3080000000000007
858,0.233,1.3015,20.735,77.9635,10.57,1201.0,22.0,Training,0.25311666666666677
859,0.125,0.4761,20.9084,78.6155,10.34,1256.0,22.0,Training,0.18978000000000003
860,0.43,0.5401,20.8949,78.565,11.2,1161.0,22.0,Training,0.3879149999999998
862,1.3,0.5145,20.9003,78.5852,11.42,1087.0,22.0,Training,1.1275069999999996
863,0.8,0.5273,20.8976,78.5751,11.28,1120.0,22.0,Training,0.7757066666666664
864,0.255,0.4889,20.9057,78.6054,10.57,1200.0,22.0,Training,0.27931000000000017
865,1.545,1.087,20.7801,78.133,14.8,1008.0,22.0,Training,1.4207566666666676
866,0.517,1.2637,20.7429,77.9934,14.1,1109.0,22.0,Training,0.4793566666666666
867,0.133,1.2385,20.7482,78.0133,13.0,1247.0,22.0,Training,0.17428798333333342
868,0.18,1.3519,20.7244,77.9237,34.11,1107.0,22.0,Training,0.21238333333333287
869,0.245,1.2007,20.7562,78.0432,34.59,1080.0,22.0,Training,0.28218999999999994
870,0.415,1.4022,20.7138,77.884,35.95,1022.0,22.0,Training,0.4296833333333329
877,0.303,0.9554,21.0,0.0,15.8,1153.0,21.7,Training,0.3410233333333336
878,0.452,1.3897,21.0,0.0,16.6,1072.0,21.7,Training,0.5865316666666669
880,0.152,0.9182,21.0,0.0,15.7,1209.0,21.7,Training,0.21312833333333325
881,0.344,1.3276,21.0,0.0,16.4,1117.0,21.7,Training,0.32770833333333327
883,0.417,0.943,21.0,0.0,15.8,1110.0,21.7,Training,0.43417333333333363
885,0.314,1.6254,21.0,0.0,16.6,1112.0,21.7,Training,0.3269833333333334
888,1.673,0.2482,4.0,0.0,12.98,1190.0,21.7,Training,1.4583166666666667
889,0.523,0.234,4.0,0.0,12.39,1285.0,21.7,Training,0.6062250000000001
891,0.267,0.2411,4.0,0.0,12.31,1356.0,21.7,Training,0.3433666666666665
892,0.17,0.2245,4.0,0.0,11.78,1411.0,21.7,Training,0.26449166666666657
900,0.164,0.208,4.0,0.0,1.28,1483.0,21.7,Training,0.25089166666666657
901,0.431,0.1938,4.0,0.0,1.34,1421.0,21.7,Training,0.42990833333333356
903,1.795,0.2647,4.0,0.0,1.38,1296.0,21.7,Training,1.4028833333333344
904,1.02,0.2623,4.0,0.0,1.33,1356.0,21.7,Training,0.7768333333333335
910,0.296,1.4435,20.7051,77.8513,11.61,1166.0,21.7,Training,0.30356666666666665
912,0.718,1.3591,20.7229,77.918,9.86,1109.0,21.7,Training,0.6628166666666665
913,1.44,1.3832,20.7178,77.899,11.05,1031.0,21.7,Training,1.4286833333333326
918,1.221,1.2745,20.7407,77.9849,15.2,1011.0,21.7,Training,1.3248500000000012
919,0.715,1.3712,20.7203,77.9085,14.4,1072.0,21.7,Training,0.7298900000000001
921,0.458,1.4957,21.0,0.0,17.2,1061.0,22.3,Training,0.5388666666666666
922,0.16,0.9573,21.0,0.0,15.8,1194.0,22.3,Training,0.1918166666666667
923,0.506,1.2444,21.0,0.0,17.1,1053.0,22.3,Training,0.5878166666666667
924,0.444,1.041,21.0,0.0,16.9,1085.0,22.3,Training,0.4491183333333333
930,0.32,0.2165,4.0,0.0,12.06,1342.0,22.3,Training,0.3386272166666667
931,0.237,0.2051,4.0,0.0,11.82,1386.0,22.3,Training,0.27228333333333327
935,0.507,0.2142,4.0,0.0,15.17,1278.0,22.3,Training,0.5663443333333339
938,1.381,1.323,20.7305,77.9466,12.63,1024.0,22.3,Training,1.4410083333333334
939,0.64,1.019,20.7943,78.1867,11.99,1118.0,22.3,Training,0.6793236666666669
941,0.199,1.4859,20.6962,77.8179,30.63,1092.0,22.3,Training,0.22291666666666637
942,0.517,1.0776,20.782,78.1404,32.36,1029.0,22.3,Training,0.5280499999999997
943,1.452,1.4045,20.7133,77.8822,15.3,999.0,22.3,Training,1.4433749999999994
944,0.498,1.4394,20.706,77.8546,14.6,1087.0,22.3,Training,0.5714666666666667
946,0.377,1.5323,20.6865,77.7812,14.0,1138.0,22.3,Training,0.3730683333333333
947,0.566,0.2508,4.0,0.0,12.51,1296.0,24.1,Training,0.7383600000000003
949,0.26,0.2419,4.0,0.0,12.35,1379.0,24.1,Training,0.3029500000000001
951,1.007,0.233,4.0,0.0,13.03,1217.0,24.1,Training,0.9964
957,0.061,0.1975,4.0,0.0,1.09,1610.0,24.1,Training,0.17705
960,0.515,0.2508,4.0,0.0,1.14,1436.0,24.1,Training,0.44405
962,0.231,0.324,4.0,0.0,1.09,1537.0,24.1,Training,0.20238333333333328
963,0.053,0.2996,4.0,0.0,1.14,1694.0,24.1,Training,0.12285000000000024
964,0.349,1.2545,20.7449,78.0007,10.8,1152.0,24.1,Training,0.39498666666666643
965,1.703,1.3566,20.7234,77.92,11.99,1010.0,24.1,Training,1.5475666666666674
967,0.144,1.1179,20.7735,78.1085,10.24,1233.0,24.1,Training,0.20608500000000005
969,0.174,0.2124,4.0,0.0,1.16,1508.0,25.6,Training,0.24973333333333314
970,0.041,0.1934,4.0,0.0,1.22,1608.0,25.6,Training,0.21626666666666697
973,0.382,0.1871,4.0,0.0,1.21,1442.0,25.6,Training,0.3976000000000001
974,0.671,0.1955,4.0,0.0,1.28,1385.0,25.6,Training,0.5499333333333334
976,1.883,0.2145,4.0,0.0,1.43,1284.0,25.6,Training,1.3331933333333341
977,1.277,1.0598,20.7858,78.1545,11.85,1030.0,25.6,Training,1.3257666666666672
978,0.309,1.0057,20.7971,78.1972,10.65,1174.0,25.6,Training,0.3500868333333333
979,1.037,1.049,20.788,78.163,11.21,1084.0,25.6,Training,0.9411499333333333
981,0.249,1.1354,20.7699,78.0947,10.47,1196.0,25.6,Training,0.28087833333333334
984,21.52,0.51,9.9,89.59,17.027,847.4,26.4,Training,19.9282
985,24.42,0.51,9.9,89.59,17.035,847.6,26.4,Training,19.502482690000004
989,9.69,0.51,9.9,89.59,17.271,891.9,26.4,Training,13.092016023333336
992,4.24,0.51,9.9,89.59,18.325,962.6,26.4,Training,3.5466303800000025
994,4.08,0.51,9.9,89.59,16.167,982.9,26.4,Training,3.343039333333333
996,2.42,0.51,9.9,89.59,14.306,1021.0,26.4,Training,2.38701
997,1.85,0.51,9.9,89.59,17.014,1042.3,26.4,Training,2.3408773333333324
1000,1.4,0.51,9.9,89.59,14.461,1078.9,26.4,Training,1.4008134666666667
1001,0.92542,0.51,9.9,89.59,15.731,1128.2,26.4,Training,0.9387829000000005
1002,0.53416,0.51,9.9,89.59,16.495,1210.6,26.4,Training,0.4824320833333342
1003,0.36966,0.51,9.9,89.59,16.06,1271.9,26.4,Training,0.4114453166666666
1005,0.18554,0.51,9.9,89.59,16.666,1388.9,26.4,Training,0.22442848499999987
1006,0.11695,0.51,9.9,89.59,18.31,1448.5,26.4,Training,0.18058093666666009
1007,0.06834,0.51,9.9,89.59,18.176,1508.7,26.4,Training,0.07875459333332079
1009,0.0269614,0.51,9.9,89.59,19.002,1712.1,26.4,Training,0.1281309433333242
1010,7.94,1.0,9.8,89.2,16.9702,893.9,26.4,Training,8.724296666666667
1012,4.67,1.0,9.8,89.2,17.9277,944.8,26.4,Training,4.192014999999997
1014,3.25,1.0,9.8,89.2,15.5522,999.2,26.4,Training,2.7589066666666664
1016,1.48,1.0,9.8,89.2,14.125,1072.5,26.4,Training,1.443519866666667
1017,1.43,1.0,9.8,89.2,15.9668,1071.5,26.4,Training,1.3727701333333342
1019,0.925596,1.0,9.8,89.2,16.4639,1109.8,26.4,Training,0.9450839666666658
1021,0.71721,1.0,9.8,89.2,13.6671,1175.3,26.4,Training,0.6934027
1022,0.691245,1.0,9.8,89.2,15.6458,1180.2,26.4,Training,0.6587216999999995
1024,0.468979,1.0,9.8,89.2,14.3536,1267.7,26.4,Training,0.42179035000000015
1026,0.373901,1.0,9.8,89.2,16.1852,1257.2,26.4,Training,0.40142355999999996
1028,0.269318,1.0,9.8,89.2,17.7899,1309.6,26.4,Training,0.24366216000000007
1030,0.219633,1.0,9.8,89.2,16.6895,1351.9,26.4,Training,0.20355995166666707
1031,0.18499,1.0,9.8,89.2,14.5907,1402.5,26.4,Training,0.16836378500000004
1032,0.118375,1.0,9.8,89.2,15.8992,1458.7,26.4,Training,0.27318327666666725
1033,0.0959756,1.0,9.8,89.2,11.39,1552.0,26.4,Training,0.10190549999999998
1034,0.0718422,1.0,9.8,89.2,17.7198,1531.5,26.4,Training,0.0880131883333337
1036,0.0491892,1.0,9.8,89.2,15.5223,1586.9,26.4,Training,0.06426696166666931
1038,0.041365,1.0,9.8,89.2,16.1256,1616.2,26.4,Training,0.06142299166666852
1040,0.467,1.224,20.751,78.025,11.1,1138.0,26.4,Training,0.4818449999999997
1043,0.458,1.224,20.751,78.025,10.1,1162.0,26.4,Training,0.41945333333333307
1045,0.24,1.224,20.751,78.025,9.9,1214.0,26.4,Training,0.27108835000000014
1047,0.802,1.224,20.751,78.025,10.3,1099.0,26.4,Training,0.7879883333333331
1053,1.301,1.224,20.751,78.025,10.6,1040.0,26.4,Training,1.2960633333333338
1055,1.121,1.224,20.751,78.025,9.5,1067.0,26.4,Training,1.1417783333333336
1058,0.373,1.224,20.751,78.025,9.4,1191.0,26.4,Training,0.37885833333333335
1061,0.332,1.224,20.751,78.025,24.8,1076.0,26.4,Training,0.38166666666666677
1063,0.216,1.224,20.751,78.025,24.6,1125.0,26.4,Training,0.24689999999999998
1066,0.71,1.224,20.751,78.025,25.0,987.0,26.4,Training,0.83074
1067,0.525,1.224,20.751,78.025,24.8,1021.0,26.4,Training,0.5482666666666663
1070,0.265,0.616,20.87,78.505,10.1,1208.0,26.4,Training,0.2889910000000001
1071,0.857,0.616,20.87,78.505,10.1,1106.0,26.4,Training,0.8903666666666666
1072,0.592,0.616,20.87,78.505,10.0,1144.0,26.4,Training,0.6219771666666664
1076,2.044,0.616,20.87,78.505,10.7,1022.0,26.4,Training,1.7615499999999995
1079,0.148,0.616,20.87,78.505,25.0,1193.0,26.4,Training,0.17870529999999976
1080,0.316,0.616,20.87,78.505,25.1,1128.0,26.4,Training,0.3390666666666666
1081,1.001,0.616,20.87,78.505,26.1,1010.0,26.4,Training,1.1378933333333336
1082,0.539,0.616,20.87,78.505,25.8,1078.0,26.4,Training,0.6237166666666673
1084,0.241,0.616,20.87,78.505,22.6,1160.0,26.4,Training,0.2518421333333331
1085,3.081,0.616,20.87,78.505,20.0,790.0,26.4,Training,3.525531666666666
1088,3.311,0.616,20.87,78.505,19.6,883.0,26.4,Training,3.25668
1090,0.688,1.1521,20.7664,78.0815,10.6,1106.0,24.1,Training,0.6947503333333335
1092,0.175,1.1521,20.7664,78.0815,9.7,1264.0,24.1,Training,0.1752833333333334
1094,1.534,1.1521,20.7664,78.0815,10.5,1013.0,24.1,Training,1.4564950000000008
1095,0.776,1.1521,20.7664,78.0815,10.9,1085.0,24.1,Training,0.835631666666667
1098,0.656,1.1521,20.7664,78.0815,24.2,1005.0,24.1,Training,0.7372166666666664
1100,0.283,1.1521,20.7664,78.0815,23.2,1115.0,24.1,Training,0.29197333333333336
1101,0.197,1.1521,20.7664,78.0815,21.7,1170.0,24.1,Training,0.18949999999999984
1103,0.223,0.5794,20.8867,78.5339,9.7,1239.0,24.1,Training,0.23919833333333354
1105,2.141,0.5794,20.8867,78.5339,10.3,1024.0,24.1,Training,1.8897316666666673
1108,0.886,0.5794,20.8867,78.5339,9.4,1103.0,24.1,Training,0.9170066666666673
1109,1.258,0.5794,20.8867,78.5339,10.2,1065.0,24.1,Training,1.3255116666666669
1110,0.343,0.5794,20.8867,78.5339,9.7,1199.0,24.1,Training,0.3295816666666666
1114,0.511,0.5794,20.8867,78.5339,24.7,1066.0,24.1,Training,0.6737333333333334
1115,0.229,0.5794,20.8867,78.5339,24.1,1155.0,24.1,Training,0.3224193733333308
1116,0.849,0.5794,20.8867,78.5339,25.7,1013.0,24.1,Training,1.0229166666666654
1119,4.136,0.5794,20.8867,78.5339,16.0,785.0,24.1,Training,5.497140833333337
1120,0.337,0.5794,20.8867,78.5339,20.3,885.0,24.1,Training,2.2830383333333337
