Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,Formula_H,Set,IDT_ms_pred
595,0.074,1.286,20.74,77.97,19.0,1212.0,22.88,Training,0.2469140534460751
596,0.029,1.286,20.74,77.97,19.9,1290.0,22.88,Training,0.16821378161214945
598,5.995,1.258,20.74,78.0,20.4,687.0,23.57,Training,3.942352205882353
599,3.06,1.258,20.74,78.0,20.4,734.0,23.57,Training,2.2966472959724427
600,3.332,1.258,20.74,78.0,20.6,805.0,23.57,Training,2.2966472959724427
601,2.686,1.258,20.74,78.0,20.0,869.0,23.57,Training,2.2966472959724427
603,1.162,1.258,20.74,78.0,20.2,977.0,23.57,Training,1.2004487130287216
605,0.563,1.258,20.74,78.0,20.4,1033.0,23.57,Training,0.7532241515731475
606,0.303,1.258,20.74,78.0,21.5,1080.0,23.57,Training,0.4789252079910985
607,0.135,1.258,20.74,78.0,20.3,1151.0,23.57,Training,0.45019367742667654
609,0.045,1.258,20.74,78.0,20.8,1252.0,23.57,Training,0.20341848752124092
610,0.027,1.258,20.74,78.0,21.9,1323.0,23.57,Training,0.14513418997578573
611,6.9798,0.59,20.88,78.53,10.88,921.5,23.2,Training,6.042837142857145
614,0.8717,0.59,20.88,78.53,10.88,1084.6,23.2,Training,0.8255685054870945
616,0.2536,0.59,20.88,78.53,10.88,1237.2,23.2,Training,0.20341848752124092
618,7.232,0.59,20.88,78.53,10.88,785.2,23.2,Training,6.211334642857143
620,6.7579,0.59,20.88,78.53,10.88,881.9,23.2,Training,6.042837142857145
623,0.3403,0.59,20.88,78.53,10.88,1161.7,23.2,Training,0.4026188068164649
624,2.9961,0.59,20.88,78.53,10.88,965.6,23.2,Training,1.7692562956989246
625,2.2723,0.59,20.88,78.53,10.88,999.8,23.2,Training,1.7692562956989246
628,5.7043,1.18,20.75,78.07,10.88,773.2,23.2,Training,5.5793879761904766
629,6.3575,1.18,20.75,78.07,10.88,829.0,23.2,Training,5.5793879761904766
630,4.5319,1.18,20.75,78.07,10.88,891.7,23.2,Training,4.373543142857144
631,2.4805,1.18,20.75,78.07,10.88,952.1,23.2,Training,2.358889456618465
633,0.9814,1.18,20.75,78.07,10.88,1047.1,23.2,Training,1.1614722664534367
634,0.5424,1.18,20.75,78.07,10.88,1102.0,23.2,Training,0.45019367742667654
636,0.2137,1.18,20.75,78.07,10.88,1226.5,23.2,Training,0.2469140534460751
637,4.9193,1.76,20.63,77.61,10.88,795.9,23.2,Training,5.5793879761904766
638,4.3233,1.76,20.63,77.61,10.88,749.4,23.2,Training,5.401657976190477
640,4.9722,1.76,20.63,77.61,10.88,883.7,23.2,Training,4.221343142857144
641,1.9295,1.76,20.63,77.61,10.88,960.8,23.2,Training,2.086852789951798
644,0.4712,1.76,20.63,77.61,10.88,1109.6,23.2,Training,0.45019367742667654
645,0.2169,1.76,20.63,77.61,10.88,1225.8,23.2,Training,0.2469140534460751
646,10.0378,0.59,10.44,88.97,10.88,817.0,23.2,Training,9.517265
648,6.7526,0.59,10.44,88.97,10.88,904.5,23.2,Training,7.46748666666667
650,0.5574,0.59,10.44,88.97,10.88,1157.0,23.2,Training,0.553471809400444
651,3.5289,0.59,10.44,88.97,10.88,958.6,23.2,Training,3.4406525000000006
652,1.5373,0.59,10.44,88.97,10.88,1044.6,23.2,Training,1.4220546922434292
657,2.5072,0.59,10.44,88.97,10.88,1008.5,23.2,Training,2.196230448717949
658,1.0052,0.59,10.44,88.97,10.88,1099.5,23.2,Training,0.733614619448291
659,0.5186,0.59,10.44,88.97,10.88,1185.7,23.2,Training,0.3694081987222335
660,0.2088,0.59,10.44,88.97,10.88,1302.0,23.2,Training,0.14513418997578573
661,0.0827,0.59,10.44,88.97,10.88,1397.4,23.2,Training,0.10701666189487646
668,0.2564,0.59,10.44,88.97,10.88,1335.3,23.2,Training,0.14513418997578573
670,11.3219,0.59,6.96,92.45,10.88,900.7,23.2,Training,9.702581666666667
671,7.2795,0.59,6.96,92.45,10.88,939.4,23.2,Training,5.724166666666666
674,1.2998,0.59,6.96,92.45,10.88,1129.6,23.2,Training,0.733614619448291
677,0.6974,0.59,6.96,92.45,10.88,1191.8,23.2,Training,0.5961247696957044
678,2.968,0.59,6.96,92.45,10.88,1039.0,23.2,Training,1.98698580335454
686,0.5366,0.59,6.96,92.45,10.88,1256.5,23.2,Training,0.4301350584947118
689,0.355,0.39,20.93,78.68,14.1,1169.0,21.0,Training,0.4026188068164649
690,0.716,0.39,20.93,78.68,15.2,1105.4,21.0,Training,0.45019367742667654
691,1.574,0.39,20.93,78.68,16.3,1034.3,21.0,Training,0.8760734752446453
693,0.226,0.39,20.93,78.68,28.9,1171.8,21.0,Training,0.4026188068164649
694,0.755,0.39,20.93,78.68,27.5,1061.5,21.0,Training,0.5398969114297774
695,1.179,0.39,20.93,78.68,25.9,1036.8,21.0,Training,0.5398969114297774
696,2.242,0.39,20.93,78.68,28.1,974.5,21.0,Training,1.131554542124542
697,3.889,0.39,20.93,78.68,24.8,928.5,21.0,Training,4.115094705882354
698,4.671,0.39,20.93,78.68,27.7,874.9,21.0,Training,4.258894705882354
699,4.025,0.39,20.93,78.68,30.4,854.6,21.0,Training,4.258894705882354
700,5.142,0.39,20.93,78.68,25.5,848.4,21.0,Training,4.258894705882354
702,0.064,1.28,20.74,77.98,16.8,1235.7,21.0,Training,0.20341848752124092
703,0.175,1.28,20.74,77.98,14.9,1174.3,21.0,Training,0.3694081987222335
704,0.266,1.28,20.74,77.98,16.1,1110.6,21.0,Training,0.45019367742667654
705,0.931,1.28,20.74,77.98,15.7,998.1,21.0,Training,1.2004487130287216
706,3.865,1.28,20.74,77.98,14.7,876.9,21.0,Training,4.373543142857144
708,5.535,1.28,20.74,77.98,13.1,750.0,21.0,Training,5.401657976190477
709,5.533,1.28,20.74,77.98,14.9,734.3,21.0,Training,5.401657976190477
711,8.176,1.28,20.74,77.98,16.2,702.1,21.0,Training,5.198837976190477
712,0.042,1.28,20.74,77.98,31.0,1194.5,21.0,Training,0.3694081987222335
713,0.203,1.28,20.74,77.98,30.5,1087.2,21.0,Training,0.4428488509115255
714,0.695,1.28,20.74,77.98,30.5,998.0,21.0,Training,0.8556639349281401
715,1.759,1.28,20.74,77.98,29.4,925.7,21.0,Training,1.6992948977823978
716,2.233,1.28,20.74,77.98,29.0,872.6,21.0,Training,1.9559748977823976
717,3.109,1.276,20.74,77.984,23.3,874.0,19.91,Training,1.9559748977823976
719,1.23,1.276,20.74,77.984,31.4,934.0,19.91,Training,1.7269397253686045
720,1.358,1.276,20.74,77.984,24.0,952.0,19.91,Training,1.2278408700572494
722,1.412,1.276,20.74,77.984,21.7,963.0,19.91,Training,1.2278408700572494
723,0.777,1.276,20.74,77.984,32.5,974.0,19.91,Training,1.0104610363774158
726,0.4,1.276,20.74,77.984,36.1,1022.0,19.91,Training,0.6388642047694089
730,0.138,1.276,20.74,77.984,24.8,1130.0,19.91,Training,0.45019367742667654
732,0.052,1.276,20.74,77.984,27.0,1192.0,19.91,Training,0.3694081987222335
733,0.034,1.276,20.74,77.984,29.2,1220.0,19.91,Training,0.2469140534460751
734,0.528,1.276,20.74,77.984,49.3,961.0,19.91,Training,1.2278408700572494
735,0.286,1.276,20.74,77.984,50.9,1009.0,19.91,Training,0.8556639349281401
737,0.08,1.276,20.74,77.984,47.8,1124.0,19.91,Training,0.45019367742667654
740,1.109,0.615,10.0,89.385,19.7,1067.0,19.91,Training,1.2319129779577147
741,1.137,0.615,10.0,89.385,17.7,1072.0,19.91,Training,1.1445534224021594
746,0.569,0.615,10.0,89.385,17.7,1127.0,19.91,Training,0.733614619448291
748,2.584,1.276,20.74,77.984,21.8,753.0,19.91,Training,1.9559748977823976
752,2.742,1.276,20.74,77.984,19.7,786.0,19.91,Training,1.9559748977823976
756,0.873,0.642,20.87,78.488,19.9,1039.0,19.91,Training,0.8760734752446453
758,0.463,0.642,20.87,78.488,22.2,1081.0,19.91,Training,0.4789252079910985
760,0.973,1.276,20.74,77.984,26.4,1000.0,19.91,Training,0.8556639349281401
761,0.208,1.276,20.74,77.984,26.2,1100.0,19.91,Training,0.45019367742667654
763,0.131,1.276,20.74,77.984,21.8,1145.0,19.91,Training,0.45019367742667654
765,0.07,1.276,20.74,77.984,21.9,1187.0,19.91,Training,0.3694081987222335
768,0.567,1.1282,21.0,77.8718,2.69,1290.0,26.4,Training,0.33283217719801356
769,0.778,1.117,21.0,77.883,3.08,1232.0,26.4,Training,0.36803688310710503
770,1.417,1.1058,21.0,77.8942,2.99,1147.0,26.4,Training,1.13150019137867
772,0.368,1.0723,21.0,77.9277,2.52,1331.0,26.4,Training,0.23995524919801353
775,0.268,1.1393,21.0,77.8607,6.08,1244.0,26.4,Training,0.36803688310710503
776,0.1062,1.1729,21.0,77.8272,6.81,1364.0,26.4,Training,0.2018377211171042
777,0.492,1.1282,21.0,77.8718,6.26,1168.0,26.4,Training,0.47241614318010117
782,1.227,1.0723,21.0,77.9277,8.15,1069.0,26.4,Training,1.2643034278590353
784,0.196,0.5027,21.0,78.4974,6.59,1278.0,26.4,Training,0.36803688310710503
785,0.451,0.5585,21.0,78.4415,7.37,1173.0,26.4,Training,0.4026188068164649
786,0.714,0.6032,21.0,78.3968,7.74,1126.0,26.4,Training,0.553024838832275
787,1.515,0.6367,21.0,78.3633,8.19,1053.0,26.4,Training,1.2643034278590353
788,1.231,2.4462,21.0,76.5538,8.2,1070.0,26.4,Training,1.2643034278590353
789,0.348,1.3828,21.0,77.6172,5.98,1201.0,23.57,Training,0.4392055350858698
791,0.813,1.4732,21.0,77.5268,6.01,1128.0,23.57,Training,0.553024838832275
793,0.533,1.6575,21.0,77.3425,6.04,1175.0,22.88,Training,0.4392055350858698
795,2.488,1.9104,21.0,77.0896,5.57,1065.0,22.88,Training,1.4674872988267773
796,0.859,1.5732,21.0,77.4268,6.17,1136.0,22.88,Training,0.553024838832275
797,0.272,1.2034,21.0,77.7966,6.14,1210.0,24.6,Training,0.4115324490319392
798,0.511,1.0951,21.0,77.9049,6.27,1148.0,24.6,Training,0.553024838832275
799,1.681,1.6246,21.0,77.3754,5.73,1055.0,24.6,Training,1.4674872988267773
800,0.703,1.408,21.0,77.592,6.36,1123.0,24.6,Training,0.553024838832275
801,1.422,0.9463,21.0,78.0537,5.26,1095.0,25.5,Training,0.8182850637180898
802,0.633,1.3085,21.0,77.6915,5.23,1162.0,25.5,Training,0.5800938612477341
803,0.279,1.3085,21.0,77.6915,5.22,1225.0,25.5,Training,0.519210167099572
804,0.518,1.0982,21.0,77.9018,5.76,1165.0,25.5,Training,0.47241614318010117
806,0.112,1.6929,21.0,0.0,16.1,1220.0,22.0,Training,0.41274035717541385
807,0.257,1.9772,21.0,0.0,17.9,1120.0,22.0,Training,0.6594452461992673
808,0.149,1.8351,21.0,0.0,17.0,1188.0,22.0,Training,0.41274035717541385
809,0.729,0.7754,21.0,0.0,17.26,1054.0,22.0,Training,0.8760734752446453
810,0.299,1.0855,21.0,0.0,17.3,1140.0,22.0,Training,0.6594452461992673
811,0.296,1.3957,21.0,0.0,18.1,1105.0,22.0,Training,0.6594452461992673
815,0.187,1.2535,21.0,0.0,33.85,1092.0,22.0,Training,0.5481345215615864
817,0.418,1.4215,21.0,0.0,35.95,1022.0,22.0,Training,0.7599577105165352
818,0.532,0.2511,4.0,0.0,11.96,1286.0,22.0,Training,0.6247581876381879
821,2.498,0.256,4.0,0.0,12.55,1155.0,22.0,Training,1.048829283458977
825,0.77,0.2486,4.0,0.0,12.66,1240.0,22.0,Training,0.7454200233869801
828,0.232,0.2511,4.0,0.0,14.8,1374.0,22.0,Training,0.41704667808564894
830,0.79,0.2806,4.0,0.0,15.56,1229.0,22.0,Training,0.7454200233869801
831,1.05,0.2757,4.0,0.0,15.83,1198.0,22.0,Training,0.7454200233869801
832,2.2,0.2782,4.0,0.0,15.98,1154.0,22.0,Training,1.048829283458977
833,0.653,0.1058,4.0,0.0,12.54,1231.0,22.0,Training,0.7454200233869801
835,1.403,0.1206,4.0,0.0,12.82,1182.0,22.0,Training,0.7454200233869801
838,0.215,0.1182,4.0,0.0,12.16,1334.0,22.0,Training,0.41704667808564894
840,0.942,0.5095,4.0,0.0,12.27,1243.0,22.0,Training,0.7454200233869801
841,0.403,0.5268,4.0,0.0,11.87,1324.0,22.0,Training,0.41704667808564894
842,1.967,0.5194,4.0,0.0,12.4,1169.0,22.0,Training,0.9656376559286125
845,0.822,0.3077,4.0,0.0,53.8,1110.0,22.0,Training,1.048829283458977
846,0.599,0.2978,4.0,0.0,50.09,1147.0,22.0,Training,1.048829283458977
847,0.253,0.2978,4.0,0.0,49.28,1235.0,22.0,Training,0.7454200233869801
849,2.613,0.2609,4.0,0.0,52.21,1030.0,22.0,Training,2.469034615384615
851,0.793,1.1122,20.7747,78.113,11.89,1103.0,22.0,Training,0.45019367742667654
853,1.593,1.5402,20.6848,77.7749,11.35,1034.0,22.0,Training,1.1614722664534367
854,0.355,1.0996,20.7774,78.123,10.45,1174.0,22.0,Training,0.3694081987222335
855,0.357,1.2259,20.7509,78.0232,10.54,1162.0,22.0,Training,0.4026188068164649
856,1.385,1.2385,20.7482,78.0133,11.59,1052.0,22.0,Training,1.1614722664534367
859,0.125,0.4761,20.9084,78.6155,10.34,1256.0,22.0,Training,0.20341848752124092
861,0.51,0.5273,20.8976,78.5751,10.9,1148.0,22.0,Training,0.45019367742667654
862,1.3,0.5145,20.9003,78.5852,11.42,1087.0,22.0,Training,0.8255685054870945
864,0.255,0.4889,20.9057,78.6054,10.57,1200.0,22.0,Training,0.3694081987222335
865,1.545,1.087,20.7801,78.133,14.8,1008.0,22.0,Training,1.7692562956989246
866,0.517,1.2637,20.7429,77.9934,14.1,1109.0,22.0,Training,0.45019367742667654
867,0.133,1.2385,20.7482,78.0133,13.0,1247.0,22.0,Training,0.20341848752124092
868,0.18,1.3519,20.7244,77.9237,34.11,1107.0,22.0,Training,0.45019367742667654
869,0.245,1.2007,20.7562,78.0432,34.59,1080.0,22.0,Training,0.4789252079910985
870,0.415,1.4022,20.7138,77.884,35.95,1022.0,22.0,Training,0.6388642047694089
877,0.303,0.9554,21.0,0.0,15.8,1153.0,21.7,Training,0.6594452461992673
878,0.452,1.3897,21.0,0.0,16.6,1072.0,21.7,Training,0.6017745316625964
880,0.152,0.9182,21.0,0.0,15.7,1209.0,21.7,Training,0.41274035717541385
881,0.344,1.3276,21.0,0.0,16.4,1117.0,21.7,Training,0.6594452461992673
883,0.417,0.943,21.0,0.0,15.8,1110.0,21.7,Training,0.6594452461992673
885,0.314,1.6254,21.0,0.0,16.6,1112.0,21.7,Training,0.6594452461992673
889,0.523,0.234,4.0,0.0,12.39,1285.0,21.7,Training,0.7454200233869801
891,0.267,0.2411,4.0,0.0,12.31,1356.0,21.7,Training,0.41704667808564894
892,0.17,0.2245,4.0,0.0,11.78,1411.0,21.7,Training,0.41704667808564894
895,0.497,0.2411,4.0,0.0,15.33,1278.0,21.7,Training,0.7454200233869801
899,1.535,0.2718,4.0,0.0,12.95,1199.0,21.7,Training,0.7454200233869801
900,0.164,0.208,4.0,0.0,1.28,1483.0,21.7,Training,0.38306628592878617
901,0.431,0.1938,4.0,0.0,1.34,1421.0,21.7,Training,0.41704667808564894
903,1.795,0.2647,4.0,0.0,1.38,1296.0,21.7,Training,0.7219996192621195
904,1.02,0.2623,4.0,0.0,1.33,1356.0,21.7,Training,0.41704667808564894
910,0.296,1.4435,20.7051,77.8513,11.61,1166.0,21.7,Training,0.4026188068164649
912,0.718,1.3591,20.7229,77.918,9.86,1109.0,21.7,Training,0.553024838832275
918,1.221,1.2745,20.7407,77.9849,15.2,1011.0,21.7,Training,1.5165451709041795
919,0.715,1.3712,20.7203,77.9085,14.4,1072.0,21.7,Training,0.9568435792816438
921,0.458,1.4957,21.0,0.0,17.2,1061.0,22.3,Training,0.8760734752446453
922,0.16,0.9573,21.0,0.0,15.8,1194.0,22.3,Training,0.41274035717541385
923,0.506,1.2444,21.0,0.0,17.1,1053.0,22.3,Training,0.8760734752446453
924,0.444,1.041,21.0,0.0,16.9,1085.0,22.3,Training,0.4252639761070409
930,0.32,0.2165,4.0,0.0,12.06,1342.0,22.3,Training,0.41704667808564894
931,0.237,0.2051,4.0,0.0,11.82,1386.0,22.3,Training,0.41704667808564894
934,0.815,0.2621,4.0,0.0,15.26,1219.0,22.3,Training,0.7454200233869801
936,0.37,0.2416,4.0,0.0,14.95,1313.0,22.3,Training,0.41704667808564894
938,1.381,1.323,20.7305,77.9466,12.63,1024.0,22.3,Training,1.4068731709041793
941,0.199,1.4859,20.6962,77.8179,30.63,1092.0,22.3,Training,0.4428488509115255
942,0.517,1.0776,20.782,78.1404,32.36,1029.0,22.3,Training,0.7599577105165352
943,1.452,1.4045,20.7133,77.8822,15.3,999.0,22.3,Training,1.2004487130287216
944,0.498,1.4394,20.706,77.8546,14.6,1087.0,22.3,Training,0.8255685054870945
946,0.377,1.5323,20.6865,77.7812,14.0,1138.0,22.3,Training,0.45019367742667654
947,0.566,0.2508,4.0,0.0,12.51,1296.0,24.1,Training,0.5109534654159656
949,0.26,0.2419,4.0,0.0,12.35,1379.0,24.1,Training,0.41704667808564894
951,1.007,0.233,4.0,0.0,13.03,1217.0,24.1,Training,0.7454200233869801
957,0.061,0.1975,4.0,0.0,1.09,1610.0,24.1,Training,0.38306628592878617
960,0.515,0.2508,4.0,0.0,1.14,1436.0,24.1,Training,0.41704667808564894
962,0.231,0.324,4.0,0.0,1.09,1537.0,24.1,Training,0.38306628592878617
963,0.053,0.2996,4.0,0.0,1.14,1694.0,24.1,Training,0.38306628592878617
965,1.703,1.3566,20.7234,77.92,11.99,1010.0,24.1,Training,1.5165451709041795
967,0.144,1.1179,20.7735,78.1085,10.24,1233.0,24.1,Training,0.20341848752124092
969,0.174,0.2124,4.0,0.0,1.16,1508.0,25.6,Training,0.38306628592878617
970,0.041,0.1934,4.0,0.0,1.22,1608.0,25.6,Training,0.38306628592878617
973,0.382,0.1871,4.0,0.0,1.21,1442.0,25.6,Training,0.41704667808564894
974,0.671,0.1955,4.0,0.0,1.28,1385.0,25.6,Training,0.41704667808564894
975,0.088,0.1934,4.0,0.0,1.23,1572.0,25.6,Training,0.38306628592878617
976,1.883,0.2145,4.0,0.0,1.43,1284.0,25.6,Training,0.9564661772331338
977,1.277,1.0598,20.7858,78.1545,11.85,1030.0,25.6,Training,1.3815330655401945
978,0.309,1.0057,20.7971,78.1972,10.65,1174.0,25.6,Training,0.3694081987222335
979,1.037,1.049,20.788,78.163,11.21,1084.0,25.6,Training,0.9568435792816438
981,0.249,1.1354,20.7699,78.0947,10.47,1196.0,25.6,Training,0.3694081987222335
984,21.52,0.51,9.9,89.59,17.027,847.4,26.4,Training,18.415913333333336
985,24.42,0.51,9.9,89.59,17.035,847.6,26.4,Training,18.415913333333336
988,11.45,0.51,9.9,89.59,16.935,886.7,26.4,Training,10.133233333333335
990,7.34,0.51,9.9,89.59,16.399,924.7,26.4,Training,9.646120000000003
992,4.24,0.51,9.9,89.59,18.325,962.6,26.4,Training,2.9168725
994,4.08,0.51,9.9,89.59,16.167,982.9,26.4,Training,2.7742058333333333
996,2.42,0.51,9.9,89.59,14.306,1021.0,26.4,Training,2.0646128296703297
997,1.85,0.51,9.9,89.59,17.014,1042.3,26.4,Training,1.489928977957715
1000,1.4,0.51,9.9,89.59,14.461,1078.9,26.4,Training,1.3346951366878734
1001,0.92542,0.51,9.9,89.59,15.731,1128.2,26.4,Training,0.733614619448291
1002,0.53416,0.51,9.9,89.59,16.495,1210.6,26.4,Training,0.2469140534460751
1003,0.36966,0.51,9.9,89.59,16.06,1271.9,26.4,Training,0.20341848752124092
1005,0.18554,0.51,9.9,89.59,16.666,1388.9,26.4,Training,0.10701666189487646
1006,0.11695,0.51,9.9,89.59,18.31,1448.5,26.4,Training,0.10701666189487646
1007,0.06834,0.51,9.9,89.59,18.176,1508.7,26.4,Training,0.10701666189487646
1009,0.0269614,0.51,9.9,89.59,19.002,1712.1,26.4,Training,0.10701666189487646
1010,7.94,1.0,9.8,89.2,16.9702,893.9,26.4,Training,6.5219
1012,4.67,1.0,9.8,89.2,17.9277,944.8,26.4,Training,3.664720000000001
1014,3.25,1.0,9.8,89.2,15.5522,999.2,26.4,Training,2.6887033333333332
1017,1.43,1.0,9.8,89.2,15.9668,1071.5,26.4,Training,1.548210089068826
1019,0.925596,1.0,9.8,89.2,16.4639,1109.8,26.4,Training,0.733614619448291
1023,0.590361,1.0,9.8,89.2,14.2725,1193.6,26.4,Training,0.3694081987222335
1024,0.468979,1.0,9.8,89.2,14.3536,1267.7,26.4,Training,0.20341848752124092
1026,0.373901,1.0,9.8,89.2,16.1852,1257.2,26.4,Training,0.20341848752124092
1028,0.269318,1.0,9.8,89.2,17.7899,1309.6,26.4,Training,0.14513418997578573
1030,0.219633,1.0,9.8,89.2,16.6895,1351.9,26.4,Training,0.14513418997578573
1031,0.18499,1.0,9.8,89.2,14.5907,1402.5,26.4,Training,0.10701666189487646
1032,0.118375,1.0,9.8,89.2,15.8992,1458.7,26.4,Training,0.10701666189487646
1033,0.0959756,1.0,9.8,89.2,11.39,1552.0,26.4,Training,0.10701666189487646
1034,0.0718422,1.0,9.8,89.2,17.7198,1531.5,26.4,Training,0.10701666189487646
1036,0.0491892,1.0,9.8,89.2,15.5223,1586.9,26.4,Training,0.10701666189487646
1038,0.041365,1.0,9.8,89.2,16.1256,1616.2,26.4,Training,0.10701666189487646
1041,0.457,1.224,20.751,78.025,10.7,1148.0,26.4,Training,0.45019367742667654
1047,0.802,1.224,20.751,78.025,10.3,1099.0,26.4,Training,0.553024838832275
1050,0.348,1.224,20.751,78.025,12.3,1156.0,26.4,Training,0.4026188068164649
1053,1.301,1.224,20.751,78.025,10.6,1040.0,26.4,Training,1.1614722664534367
1055,1.121,1.224,20.751,78.025,9.5,1067.0,26.4,Training,1.2643034278590353
1056,1.14,1.224,20.751,78.025,7.6,1085.0,26.4,Training,0.928399666892693
1058,0.373,1.224,20.751,78.025,9.4,1191.0,26.4,Training,0.3694081987222335
1061,0.332,1.224,20.751,78.025,24.8,1076.0,26.4,Training,0.4789252079910985
1063,0.216,1.224,20.751,78.025,24.6,1125.0,26.4,Training,0.45019367742667654
1066,0.71,1.224,20.751,78.025,25.0,987.0,26.4,Training,0.8556639349281401
1070,0.265,0.616,20.87,78.505,10.1,1208.0,26.4,Training,0.2469140534460751
1071,0.857,0.616,20.87,78.505,10.1,1106.0,26.4,Training,0.553024838832275
1072,0.592,0.616,20.87,78.505,10.0,1144.0,26.4,Training,0.553024838832275
1076,2.044,0.616,20.87,78.505,10.7,1022.0,26.4,Training,1.6376386766513056
1079,0.148,0.616,20.87,78.505,25.0,1193.0,26.4,Training,0.3694081987222335
1080,0.316,0.616,20.87,78.505,25.1,1128.0,26.4,Training,0.45019367742667654
1081,1.001,0.616,20.87,78.505,26.1,1010.0,26.4,Training,0.9767574406752664
1082,0.539,0.616,20.87,78.505,25.8,1078.0,26.4,Training,0.4789252079910985
1084,0.241,0.616,20.87,78.505,22.6,1160.0,26.4,Training,0.4026188068164649
1085,3.081,0.616,20.87,78.505,20.0,790.0,26.4,Training,2.862409705882353
1088,3.311,0.616,20.87,78.505,19.6,883.0,26.4,Training,2.862409705882353
1094,1.534,1.1521,20.7664,78.0815,10.5,1013.0,24.1,Training,1.5165451709041795
1095,0.776,1.1521,20.7664,78.0815,10.9,1085.0,24.1,Training,0.8255685054870945
1096,0.648,1.1521,20.7664,78.0815,10.3,1115.0,24.1,Training,0.553024838832275
1098,0.656,1.1521,20.7664,78.0815,24.2,1005.0,24.1,Training,0.8556639349281401
1100,0.283,1.1521,20.7664,78.0815,23.2,1115.0,24.1,Training,0.45019367742667654
1101,0.197,1.1521,20.7664,78.0815,21.7,1170.0,24.1,Training,0.4026188068164649
1103,0.223,0.5794,20.8867,78.5339,9.7,1239.0,24.1,Training,0.20341848752124092
1106,0.455,0.5794,20.8867,78.5339,10.0,1164.0,24.1,Training,0.4026188068164649
1107,1.014,0.5794,20.8867,78.5339,9.7,1093.0,24.1,Training,0.710607345650457
1112,1.333,0.5794,20.8867,78.5339,10.5,1056.0,24.1,Training,1.2643034278590353
1114,0.511,0.5794,20.8867,78.5339,24.7,1066.0,24.1,Training,0.5398969114297774
1115,0.229,0.5794,20.8867,78.5339,24.1,1155.0,24.1,Training,0.45019367742667654
1116,0.849,0.5794,20.8867,78.5339,25.7,1013.0,24.1,Training,0.9767574406752664
1119,4.136,0.5794,20.8867,78.5339,16.0,785.0,24.1,Training,5.620614642857143
1120,0.337,0.5794,20.8867,78.5339,20.3,885.0,24.1,Training,3.0378513725490204
