train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
70,KN,MVL,reg,0,IDT_ms,Point,rmse,"['X_O2', 'X_N2', 'P', 'T', 'iso-alkanes', 'polycyclic-alkanes', 'Aromatics']",1.7553200821694714
